,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.651111,-0.78185886,"('unsociable', 'sociable')",-0.42802417,-0.62819934,-0.5395676,-0.7050291,-0.1654615
1,-0.47157988,-0.59574306,"('unfriendly', 'friendly')",1.6089896,1.4748954,0.5687048,0.4395761,-0.1291287
2,0.58268106,0.6107861,"('unlikable', 'likable')",0.7679713,0.775961,0.6753262,0.6933736,0.0180474
3,-0.49425063,-0.42747295,"('repellent', 'pleasant')",0.43522933,0.41224504,-0.0295106,-0.007614,0.0218966
4,-0.4870072,-0.4917434,"('disliked', 'liked')",-6.148438,-6.182243,-3.3177226,-3.3369932,-0.0192706
5,-0.5517558,-0.5515631,"('distant', 'outgoing')",-0.27152994,-0.24824843,-0.4116428,-0.3999057,0.0117371
6,-0.7982415,-0.8061497,"('distant', 'open')",-0.27695858,-0.30601925,-0.5376,-0.5560845,-0.0184845
7,-0.56492716,-0.5600467,"('insensitive', 'sensitive')",-0.2076372,-0.21360686,-0.3862822,-0.3868268,-0.0005446
8,-0.30838203,-0.42687637,"('unaffectionate', 'affectionate')",0.9072624,0.8335512,0.2994402,0.2033374,-0.0961028
9,-0.5160893,-0.64251846,"('unaffectionate', 'caring')",0.94566715,0.8964779,0.2147889,0.1269797,-0.0878092
10,-0.9144336,-0.97757256,"('unsympathetic', 'sympathetic')",-1.2254729,-1.2795522,-1.0699532,-1.1285625,-0.0586093
11,-0.54979736,-0.6221092,"('unhelpful', 'helpful')",0.92847776,0.9657876,0.1893402,0.1718392,-0.017501
12,-0.35256043,-0.35973784,"('unsupportive', 'supportive')",-2.313908,-2.3169923,-1.3332343,-1.3383651,-0.0051308
13,-1.0882308,-1.1443801,"('impolite', 'polite')",-1.4010547,-1.4333804,-1.2446427,-1.2888802,-0.0442375
14,0.4331246,0.37397504,"('antisocial', 'social')",-0.104886465,-0.24801618,0.1641191,0.0629794,-0.1011397
15,0.74498576,0.64583427,"('boring', 'funny')",0.2633382,0.25226206,0.504162,0.4490482,-0.0551138
16,-0.16921164,-0.14668703,"('unpopular', 'popular')",0.58721733,0.5684606,0.2090029,0.2108868,0.0018839
17,-0.48781782,-0.48622805,"('nasty', 'nice')",-0.34644264,-0.31866047,-0.4171302,-0.4024442,0.014686
18,0.29539707,0.26365376,"('disagreeable', 'welcoming')",-0.4154532,-0.5019112,-0.0600281,-0.1191287,-0.0591006
19,-1.2777672,-1.2954661,"('inhospitable', 'hospitable')",-0.52916175,-0.445782,-0.9034644,-0.8706241,0.0328403
20,0.6186756,0.59564215,"('rough', 'thoughtful')",1.1570688,1.1452706,0.8878722,0.8704563,-0.0174159
21,-0.31519616,-0.35433245,"('immoral', 'moral')",-0.6441601,-0.6781995,-0.4796781,-0.516266,-0.0365879
22,-0.27704147,-0.29588845,"('untrustworthy', 'trustworthy')",-1.0551955,-1.1467223,-0.6661184,-0.7213054,-0.055187
