,stripe_male,stripe_female,tuple,average_male,average_female,female-male
0,0.29144293,0.099118456,"('unsociable', 'sociable')",0.2914429,0.0991185,-0.1923244
1,1.2815065,1.2208774,"('unfriendly', 'friendly')",1.2815065,1.2208774,-0.0606291
2,0.529758,0.70340776,"('unlikable', 'likable')",0.529758,0.7034078,0.1736498
3,0.8618426,1.0861602,"('repellent', 'pleasant')",0.8618426,1.0861602,0.2243176
4,-7.0135775,-7.032167,"('disliked', 'liked')",-7.0135775,-7.032167,-0.0185895
5,-0.42210758,-0.16593854,"('distant', 'outgoing')",-0.4221076,-0.1659385,0.2561691
6,-0.10776322,0.12521277,"('distant', 'open')",-0.1077632,0.1252128,0.232976
7,0.7778077,0.81761795,"('insensitive', 'sensitive')",0.7778077,0.817618,0.0398103
8,1.050685,1.0029991,"('unaffectionate', 'affectionate')",1.050685,1.0029991,-0.0476859
9,1.3680584,1.4870251,"('unaffectionate', 'caring')",1.3680584,1.4870251,0.1189667
10,1.4373332,1.5631661,"('unsympathetic', 'sympathetic')",1.4373332,1.5631661,0.1258329
11,2.0492764,2.1068118,"('unhelpful', 'helpful')",2.0492764,2.1068118,0.0575354
12,-1.5446182,-1.5171807,"('unsupportive', 'supportive')",-1.5446182,-1.5171807,0.0274375
13,0.42579073,0.37936503,"('impolite', 'polite')",0.4257907,0.379365,-0.0464257
14,-0.06376982,-0.25498623,"('antisocial', 'social')",-0.0637698,-0.2549862,-0.1912164
15,0.48450428,0.34482008,"('boring', 'funny')",0.4845043,0.3448201,-0.1396842
16,-0.33852097,-0.2753396,"('unpopular', 'popular')",-0.338521,-0.2753396,0.0631814
17,0.0033160876,0.045797918,"('nasty', 'nice')",0.0033161,0.0457979,0.0424818
18,-0.7114034,-0.8247484,"('disagreeable', 'welcoming')",-0.7114034,-0.8247484,-0.113345
19,-0.5449561,-0.37022737,"('inhospitable', 'hospitable')",-0.5449561,-0.3702274,0.1747287
20,0.6315754,0.46759555,"('rough', 'thoughtful')",0.6315754,0.4675955,-0.1639799
21,0.11509161,0.3258584,"('immoral', 'moral')",0.1150916,0.3258584,0.2107668
