,state_male,state_female,tuple,street_male,street_female,corp_male,corp_female,average_male,average_female,female-male
0,0.055824436,-0.14097601,"('unsociable', 'sociable')",1.0077225,0.98230976,0.5154685,0.37709808,0.5263385,0.4061439,-0.1201946
1,-0.5043501,-0.44770586,"('unfriendly', 'friendly')",-1.1871682,-1.1302148,1.1325711,1.1224332,-0.1863157,-0.1518292,0.0344865
2,0.19290641,0.20750937,"('unlikable', 'likable')",0.14113954,0.19548482,0.34129414,0.40517065,0.2251134,0.2693883,0.0442749
3,0.09589259,0.16423205,"('repellent', 'pleasant')",0.6286454,0.8589941,0.5719158,0.6009231,0.4321513,0.5413831,0.1092318
4,0.18516833,0.2470596,"('disliked', 'liked')",-0.4757691,-0.4700472,-8.033863,-8.039918,-2.7748213,-2.7543017,0.0205196
5,0.27436444,0.39309022,"('distant', 'outgoing')",-1.0286002,-1.0083592,-1.0788221,-0.92798924,-0.6110193,-0.5144194,0.0965999
6,0.4991004,0.6781832,"('distant', 'open')",-1.0589182,-0.9754539,-0.91773176,-0.7359955,-0.4925165,-0.3444221,0.1480944
7,0.33630568,0.29562926,"('insensitive', 'sensitive')",0.692528,0.89877796,1.3378834,1.3685535,0.7889056,0.8543202,0.0654146
8,-0.35462385,-0.33970633,"('unaffectionate', 'affectionate')",-1.1506507,-1.2062211,0.45852816,0.4949404,-0.3489155,-0.350329,-0.0014135
9,0.07168667,0.09652653,"('unaffectionate', 'caring')",-1.0458701,-0.9708654,1.3894275,1.4930977,0.1384147,0.2062529,0.0678382
10,-0.40971887,-0.5549387,"('unsympathetic', 'sympathetic')",0.79732686,0.971694,0.77659726,0.8452615,0.3880684,0.4206723,0.0326039
11,0.23074849,0.16461861,"('unhelpful', 'helpful')",0.49218923,0.624863,2.705818,2.8014483,1.1429186,1.1969767,0.0540581
12,0.52794856,0.54576504,"('unsupportive', 'supportive')",0.19400463,0.4315192,-1.5696337,-1.4951355,-0.2825602,-0.1726171,0.1099431
13,0.8331832,0.6845223,"('impolite', 'polite')",1.0851911,1.0638511,0.29855135,0.24367517,0.7389752,0.6640162,-0.074959
14,0.57552123,0.52036023,"('antisocial', 'social')",1.8034601,1.7776808,0.4494578,0.3300597,0.9428131,0.8760335,-0.0667796
15,0.5498079,0.48299864,"('boring', 'funny')",0.6515928,0.56006134,-0.17358774,-0.17544669,0.3426043,0.2892044,-0.0533999
16,-0.71610427,-0.7263662,"('unpopular', 'popular')",-1.5128664,-1.4715159,-0.13739628,-0.11733376,-0.788789,-0.7717386,0.0170504
17,0.8202703,0.8901855,"('nasty', 'nice')",-0.08364378,-0.07618865,-0.43005815,-0.34453082,0.1021895,0.1564887,0.0542992
18,0.19348212,0.37875092,"('disagreeable', 'welcoming')",-0.82113594,-0.60801613,-0.61931205,-0.5408339,-0.4156553,-0.2566997,0.1589556
19,-0.11934322,-0.0029977895,"('inhospitable', 'hospitable')",-0.9151585,-0.8367522,-0.9951266,-0.8705499,-0.6765428,-0.5701,0.1064428
20,-0.78250337,-0.71926785,"('rough', 'thoughtful')",0.013347421,0.10462573,0.46143278,0.44128248,-0.1025744,-0.0577866,0.0447878
21,0.7056437,0.60747254,"('immoral', 'moral')",1.0836577,1.2416657,0.48028594,0.56683594,0.7565291,0.8053247,0.0487956
22,0.19743077,0.12591176,"('untrustworthy', 'trustworthy')",0.7244703,0.8179225,-0.41924393,-0.43239355,0.1675524,0.1704802,0.0029278
23,-0.040429488,-0.16109419,"('insincere', 'sincere')",1.224465,1.3426455,6.9887257,7.0127654,2.7242537,2.731439,0.0071853
24,0.7681615,0.71961313,"('dishonest', 'honest')",0.27583835,0.3671615,1.4579433,1.4879127,0.833981,0.8582291,0.0242481
25,-0.32687318,-0.25535372,"('egoistic', 'altruistic')",-1.335823,-1.2889742,0.37566757,0.33207244,-0.4290096,-0.4040852,0.0249244
26,0.8875543,0.7464524,"('hardhearted', 'benevolent')",0.5329496,0.34275782,1.1205604,0.9394109,0.8470214,0.6762071,-0.1708143
27,-0.111165285,-0.027226605,"('hardhearted', 'softhearted')",-0.17387328,-0.15471339,0.9925175,0.96064836,0.2358263,0.2595694,0.0237431
28,0.34924337,0.24588746,"('disloyal', 'loyal')",-0.55734444,-0.5561876,1.7999328,1.6848174,0.5306106,0.4581724,-0.0724382
29,0.02711822,0.06652401,"('unfair', 'fair')",0.19487444,0.2935301,0.049045265,0.011514824,0.090346,0.1238563,0.0335103
30,1.213351,1.1771255,"('intolerant', 'tolerant')",1.259043,1.3327677,0.9021665,0.92789644,1.1248535,1.1459299,0.0210764
31,-0.7156067,-0.5021217,"('evil', 'good')",-2.028035,-1.901819,-1.9629858,-1.8989302,-1.5688758,-1.4342903,0.1345855
32,-0.074950054,-0.16122353,"('unkind', 'kind')",0.44046602,0.38548294,1.7010621,1.571659,0.6888593,0.5986394,-0.0902199
33,1.2183874,1.2226021,"('wrong', 'right')",-0.7926741,-0.72074074,-0.68405014,-0.6912192,-0.0861123,-0.0631193,0.022993
34,-0.34266204,-0.24670331,"('mean', 'honorable')",0.9245266,1.0559553,5.580909,5.806252,2.0542577,2.2051679,0.1509102
35,-0.50639325,-0.529689,"('corrupt', 'incorrupt')",-1.8764207,-2.0548446,-1.3356317,-1.4106935,-1.2394819,-1.3317424,-0.0922605
36,-0.9466567,-0.85787725,"('hostile', 'amicable')",-2.1061046,-2.0914474,-1.4547031,-1.4554281,-1.5024881,-1.4682509,0.0342372
37,-0.08197759,-0.080762334,"('fake', 'genuine')",0.07513547,0.13499035,0.5330649,0.57366,0.1754076,0.209296,0.0338884
38,0.26980397,0.23897076,"('untruthful', 'truthful')",-0.022398233,0.10031557,0.101198226,0.20197764,0.1162013,0.1804213,0.06422
39,0.66842306,0.76656735,"('exploitative', 'cooperative')",1.1232666,1.1543136,0.46768522,0.41585454,0.753125,0.7789118,0.0257868
40,0.31699115,0.3198826,"('stingy', 'generous')",-0.3193586,-0.19538148,-2.3820176,-2.4381413,-0.794795,-0.7712134,0.0235816
