,waist_male,waist_female,tuple,average_male,average_female,female-male
0,0.54321754,0.45014942,"('unsociable', 'sociable')",0.5432175,0.4501494,-0.0930681
1,1.1074005,1.0767996,"('unfriendly', 'friendly')",1.1074005,1.0767996,-0.0306009
2,0.69357866,0.8308682,"('unlikable', 'likable')",0.6935787,0.8308682,0.1372895
3,1.0915452,1.1583782,"('repellent', 'pleasant')",1.0915452,1.1583782,0.066833
4,-6.9143476,-6.8439083,"('disliked', 'liked')",-6.9143476,-6.8439083,0.0704393
5,-0.09943716,0.10091271,"('distant', 'outgoing')",-0.0994372,0.1009127,0.2003499
6,0.007019447,0.2064009,"('distant', 'open')",0.0070194,0.2064009,0.1993815
7,0.9862154,1.0813986,"('insensitive', 'sensitive')",0.9862154,1.0813986,0.0951832
8,0.5972307,0.6049197,"('unaffectionate', 'affectionate')",0.5972307,0.6049197,0.007689
9,1.3247601,1.3837461,"('unaffectionate', 'caring')",1.3247601,1.3837461,0.058986
10,1.5806149,1.5817498,"('unsympathetic', 'sympathetic')",1.5806149,1.5817498,0.0011349
11,2.2409935,2.2587686,"('unhelpful', 'helpful')",2.2409935,2.2587686,0.0177751
12,-1.2244272,-1.1437718,"('unsupportive', 'supportive')",-1.2244272,-1.1437718,0.0806554
13,0.94311243,0.8538348,"('impolite', 'polite')",0.9431124,0.8538348,-0.0892776
14,0.17194699,0.056771364,"('antisocial', 'social')",0.171947,0.0567714,-0.1151756
15,0.481332,0.4098015,"('boring', 'funny')",0.481332,0.4098015,-0.0715305
16,-0.15751503,-0.084624365,"('unpopular', 'popular')",-0.157515,-0.0846244,0.0728906
17,0.04476054,0.09294276,"('nasty', 'nice')",0.0447605,0.0929428,0.0481823
18,-0.44348603,-0.5243073,"('disagreeable', 'welcoming')",-0.443486,-0.5243073,-0.0808213
19,-0.58576524,-0.34701785,"('inhospitable', 'hospitable')",-0.5857652,-0.3470179,0.2387473
20,0.7701315,0.66764927,"('rough', 'thoughtful')",0.7701315,0.6676493,-0.1024822
21,0.45221505,0.5530881,"('immoral', 'moral')",0.452215,0.5530881,0.1008731
22,0.18674423,0.20428647,"('untrustworthy', 'trustworthy')",0.1867442,0.2042865,0.0175423
23,6.333206,6.3413606,"('insincere', 'sincere')",6.3332062,6.3413606,0.0081544
24,2.0727534,2.1842914,"('dishonest', 'honest')",2.0727534,2.1842914,0.111538
25,0.33902636,0.24458393,"('egoistic', 'altruistic')",0.3390264,0.2445839,-0.0944425
26,0.08732945,-0.06221143,"('hardhearted', 'benevolent')",0.0873294,-0.0622114,-0.1495408
27,1.3662268,1.2601392,"('hardhearted', 'softhearted')",1.3662268,1.2601392,-0.1060876
28,1.0505813,1.0456898,"('disloyal', 'loyal')",1.0505813,1.0456898,-0.0048915
29,-0.6701136,-0.6099713,"('unfair', 'fair')",-0.6701136,-0.6099713,0.0601423
30,1.0496691,0.9604575,"('intolerant', 'tolerant')",1.0496691,0.9604575,-0.0892116
31,-1.7312337,-1.5903475,"('evil', 'good')",-1.7312337,-1.5903475,0.1408862
32,1.3705187,1.3921211,"('unkind', 'kind')",1.3705187,1.3921211,0.0216024
33,-0.34258586,-0.25407687,"('wrong', 'right')",-0.3425859,-0.2540769,0.088509
34,4.5234146,4.6818027,"('mean', 'honorable')",4.5234146,4.6818027,0.1583881
35,-1.3340377,-1.3077615,"('corrupt', 'incorrupt')",-1.3340377,-1.3077615,0.0262762
36,-1.2999581,-1.3087537,"('hostile', 'amicable')",-1.2999581,-1.3087537,-0.0087956
37,0.6936278,0.74101377,"('fake', 'genuine')",0.6936278,0.7410138,0.047386
38,-0.08590644,-0.025600202,"('untruthful', 'truthful')",-0.0859064,-0.0256002,0.0603062
39,0.22060294,0.20519376,"('exploitative', 'cooperative')",0.2206029,0.2051938,-0.0154091
40,-1.1121637,-1.2025415,"('stingy', 'generous')",-1.1121637,-1.2025415,-0.0903778
41,-0.11587616,-0.1156897,"('unforgiving', 'forgiving')",-0.1158762,-0.1156897,0.0001865
42,-1.5516909,-1.5480846,"('unreliable', 'reliable')",-1.5516909,-1.5480846,0.0036063
43,1.5490997,1.514112,"('irresponsible', 'responsible')",1.5490997,1.514112,-0.0349877
44,-1.1740245,-1.2512354,"('prejudiced', 'unprejudiced')",-1.1740245,-1.2512354,-0.0772109
45,0.65808874,0.7495812,"('incompetent', 'competent')",0.6580887,0.7495812,0.0914925
46,0.1423353,0.1287156,"('uncompetitive', 'competitive')",0.1423353,0.1287156,-0.0136197
47,5.2047453,5.4205546,"('stupid', 'smart')",5.2047453,5.4205546,0.2158093
48,1.0644753,0.9472248,"('unintelligent', 'intelligent')",1.0644753,0.9472248,-0.1172505
49,0.2423731,0.4254621,"('unable', 'able')",0.2423731,0.4254621,0.183089
50,0.028394207,0.09657024,"('clumsy', 'skillful')",0.0283942,0.0965702,0.068176
51,0.71614033,0.75684416,"('uneducated', 'educated')",0.7161403,0.7568442,0.0407039
52,-0.93675923,-0.9036877,"('irrational', 'rational')",-0.9367592,-0.9036877,0.0330715
53,0.02085717,0.046054702,"('uncreative', 'creative')",0.0208572,0.0460547,0.0251975
54,0.98320633,1.219066,"('incapable', 'capable')",0.9832063,1.219066,0.2358597
55,1.2771398,1.2064897,"('incompetent', 'clever')",1.2771398,1.2064897,-0.0706501
56,1.274601,1.2860675,"('impractical', 'practical')",1.274601,1.2860675,0.0114665
57,-2.192921,-2.2123275,"('unimaginative', 'imaginative')",-2.1929209,-2.2123275,-0.0194066
58,-0.15171766,-0.1685615,"('undiscriminating', 'discriminating')",-0.1517177,-0.1685615,-0.0168438
59,-0.2707978,-0.14685826,"('foolish', 'wise')",-0.2707978,-0.1468583,0.1239395
60,1.4527352,1.3870399,"('inefficient', 'efficient')",1.4527352,1.3870399,-0.0656953
61,0.3043415,0.21913296,"('illogical', 'logical')",0.3043415,0.219133,-0.0852085
62,1.8211652,1.9166107,"('incompetent', 'brilliant')",1.8211652,1.9166107,0.0954455
63,0.9986981,1.1084208,"('unperceptive', 'insightful')",0.9986981,1.1084208,0.1097227
64,-5.256115,-5.185657,"('shy', 'confident')",-5.256115,-5.185657,0.070458
65,1.1576412,1.0419769,"('insecure', 'secure')",1.1576412,1.0419769,-0.1156643
66,-0.25939503,-0.17942262,"('inactive', 'active')",-0.259395,-0.1794226,0.0799724
67,-0.5739177,-0.49402702,"('doubtful', 'determined')",-0.5739177,-0.494027,0.0798907
68,-0.1891655,-0.1416947,"('dependent', 'independent')",-0.1891655,-0.1416947,0.0474708
69,-1.7812495,-1.6717784,"('lazy', 'industrious')",-1.7812495,-1.6717784,0.1094711
70,1.9700291,1.986916,"('lethargic', 'energetic')",1.9700291,1.9869159,0.0168868
71,0.62965596,0.7818547,"('diffident', 'self-confident')",0.629656,0.7818547,0.1521987
72,1.0819398,1.1518747,"('unambitious', 'ambitious')",1.0819398,1.1518747,0.0699349
73,-2.9011292,-2.8452175,"('helpless', 'self-reliant')",-2.9011292,-2.8452175,0.0559117
74,0.15244024,0.10470178,"('undedicated', 'dedicated')",0.1524402,0.1047018,-0.0477384
