,diary_male,diary_female,tuple,average_male,average_female,female-male
0,0.21526143,-0.01884728,"('unsociable', 'sociable')",0.2152614,-0.0188473,-0.2341087
1,1.0677984,1.0398618,"('unfriendly', 'friendly')",1.0677984,1.0398618,-0.0279366
2,0.4707721,0.58460337,"('unlikable', 'likable')",0.4707721,0.5846034,0.1138313
3,0.8156411,0.6954064,"('repellent', 'pleasant')",0.8156411,0.6954064,-0.1202347
4,-7.5550323,-7.577512,"('disliked', 'liked')",-7.5550323,-7.5775118,-0.0224795
5,-0.40258092,-0.2707816,"('distant', 'outgoing')",-0.4025809,-0.2707816,0.1317993
6,-0.28130394,-0.120738745,"('distant', 'open')",-0.2813039,-0.1207387,0.1605652
7,0.90633297,0.8934043,"('insensitive', 'sensitive')",0.906333,0.8934043,-0.0129287
8,0.78886664,0.8653374,"('unaffectionate', 'affectionate')",0.7888666,0.8653374,0.0764708
9,1.5947706,1.7983007,"('unaffectionate', 'caring')",1.5947706,1.7983007,0.2035301
10,1.0381709,0.9315508,"('unsympathetic', 'sympathetic')",1.0381709,0.9315508,-0.1066201
11,2.4169998,2.5056498,"('unhelpful', 'helpful')",2.4169998,2.5056498,0.08865
12,-1.5749241,-1.5527658,"('unsupportive', 'supportive')",-1.5749241,-1.5527658,0.0221583
13,0.3981079,0.18954611,"('impolite', 'polite')",0.3981079,0.1895461,-0.2085618
14,-0.14323308,-0.2585167,"('antisocial', 'social')",-0.1432331,-0.2585167,-0.1152836
15,0.52166426,0.43915725,"('boring', 'funny')",0.5216643,0.4391572,-0.0825071
16,-0.08177481,-0.012366891,"('unpopular', 'popular')",-0.0817748,-0.0123669,0.0694079
17,-0.20466255,-0.19349755,"('nasty', 'nice')",-0.2046625,-0.1934976,0.0111649
18,-0.69337636,-0.88287044,"('disagreeable', 'welcoming')",-0.6933764,-0.8828704,-0.189494
19,-0.67171293,-0.5332938,"('inhospitable', 'hospitable')",-0.6717129,-0.5332938,0.1384191
20,0.64539886,0.45792314,"('rough', 'thoughtful')",0.6453989,0.4579231,-0.1874758
21,-0.052263897,-0.13408324,"('immoral', 'moral')",-0.0522639,-0.1340832,-0.0818193
