,temptation_male,temptation_female,tuple,average_male,average_female,female-male
0,0.7160618,0.5709547,"('unsociable', 'sociable')",0.7160618,0.5709547,-0.1451071
1,0.60174906,0.65111154,"('unfriendly', 'friendly')",0.6017491,0.6511115,0.0493624
2,-0.09569347,0.07888148,"('unlikable', 'likable')",-0.0956935,0.0788815,0.174575
3,0.90536404,1.0982138,"('repellent', 'pleasant')",0.905364,1.0982138,0.1928498
4,-7.1038866,-7.38667,"('disliked', 'liked')",-7.1038866,-7.3866701,-0.2827835
5,-0.8945438,-0.86598665,"('distant', 'outgoing')",-0.8945438,-0.8659866,0.0285572
6,-0.44327015,-0.5323883,"('distant', 'open')",-0.4432701,-0.5323883,-0.0891182
7,1.5903217,1.6254389,"('insensitive', 'sensitive')",1.5903217,1.6254389,0.0351172
8,0.62324595,0.6093627,"('unaffectionate', 'affectionate')",0.623246,0.6093627,-0.0138833
9,0.9863237,1.0564282,"('unaffectionate', 'caring')",0.9863237,1.0564282,0.0701045
10,1.5884765,1.6481117,"('unsympathetic', 'sympathetic')",1.5884765,1.6481117,0.0596352
11,1.7855957,1.8707608,"('unhelpful', 'helpful')",1.7855957,1.8707608,0.0851651
12,-1.4270562,-1.4354233,"('unsupportive', 'supportive')",-1.4270562,-1.4354233,-0.0083671
13,0.27142298,0.48145294,"('impolite', 'polite')",0.271423,0.4814529,0.2100299
14,0.54982907,0.55754966,"('antisocial', 'social')",0.5498291,0.5575497,0.0077206
15,0.43956518,0.35985693,"('boring', 'funny')",0.4395652,0.3598569,-0.0797083
16,-0.97843283,-1.0031519,"('unpopular', 'popular')",-0.9784328,-1.0031519,-0.0247191
17,0.08129438,0.054210376,"('nasty', 'nice')",0.0812944,0.0542104,-0.027084
18,-0.66704094,-0.5651602,"('disagreeable', 'welcoming')",-0.6670409,-0.5651602,0.1018807
19,-1.063029,-1.0211527,"('inhospitable', 'hospitable')",-1.0630291,-1.0211527,0.0418764
20,0.7598539,0.7119751,"('rough', 'thoughtful')",0.7598539,0.7119751,-0.0478788
21,0.21593817,0.4405764,"('immoral', 'moral')",0.2159382,0.4405764,0.2246382
22,0.14361851,0.115569696,"('untrustworthy', 'trustworthy')",0.1436185,0.1155697,-0.0280488
23,5.9527783,6.304577,"('insincere', 'sincere')",5.9527783,6.3045769,0.3517986
24,1.3760452,1.4842333,"('dishonest', 'honest')",1.3760452,1.4842333,0.1081881
25,0.4812017,0.524824,"('egoistic', 'altruistic')",0.4812017,0.524824,0.0436223
26,1.2408549,1.020996,"('hardhearted', 'benevolent')",1.2408549,1.020996,-0.2198589
27,1.6978787,1.5693436,"('hardhearted', 'softhearted')",1.6978787,1.5693436,-0.1285351
28,1.376302,1.2383579,"('disloyal', 'loyal')",1.376302,1.2383579,-0.1379441
29,-0.43683946,-0.5899264,"('unfair', 'fair')",-0.4368395,-0.5899264,-0.1530869
30,1.0875844,1.2247031,"('intolerant', 'tolerant')",1.0875844,1.2247031,0.1371187
31,-1.7750405,-1.8901438,"('evil', 'good')",-1.7750405,-1.8901438,-0.1151033
32,1.3736635,1.2901212,"('unkind', 'kind')",1.3736635,1.2901212,-0.0835423
33,-0.61336094,-0.6472749,"('wrong', 'right')",-0.6133609,-0.6472749,-0.033914
34,3.9280605,4.3202744,"('mean', 'honorable')",3.9280605,4.3202744,0.3922139
35,-1.1363283,-1.4893204,"('corrupt', 'incorrupt')",-1.1363283,-1.4893204,-0.3529921
36,-1.1961228,-1.3935593,"('hostile', 'amicable')",-1.1961228,-1.3935593,-0.1974365
37,1.1191624,1.1084151,"('fake', 'genuine')",1.1191624,1.1084151,-0.0107473
38,-0.73913574,-0.59847146,"('untruthful', 'truthful')",-0.7391357,-0.5984715,0.1406642
39,0.4470394,0.4838109,"('exploitative', 'cooperative')",0.4470394,0.4838109,0.0367715
40,-0.9189801,-1.0307947,"('stingy', 'generous')",-0.9189801,-1.0307947,-0.1118146
41,0.6668432,0.5219954,"('unforgiving', 'forgiving')",0.6668432,0.5219954,-0.1448478
42,-1.6015226,-1.7046082,"('unreliable', 'reliable')",-1.6015226,-1.7046082,-0.1030856
43,1.1231375,1.3183417,"('irresponsible', 'responsible')",1.1231375,1.3183417,0.1952042
44,-1.0011629,-1.0117344,"('prejudiced', 'unprejudiced')",-1.0011629,-1.0117344,-0.0105715
45,0.7920957,0.59552217,"('incompetent', 'competent')",0.7920957,0.5955222,-0.1965735
46,0.038092453,0.02070417,"('uncompetitive', 'competitive')",0.0380925,0.0207042,-0.0173883
