,iqvia_male,iqvia_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.036583133,-0.100462444,"('unsociable', 'sociable')",-0.15282296,-0.33948112,-0.29454535,-0.38992867,-0.1613171,-0.2766241,-0.115307
1,-1.2033454,-1.165121,"('unfriendly', 'friendly')",-0.71768135,-0.8873129,1.7062469,1.5209332,-0.0715933,-0.1771669,-0.1055736
2,0.0061290246,0.0037591308,"('unlikable', 'likable')",1.630921,1.6665856,0.82702494,0.9216724,0.8213584,0.8640057,0.0426473
3,-0.020838197,0.1418465,"('repellent', 'pleasant')",0.71184856,0.74813056,0.09453285,0.16518189,0.2618477,0.3517197,0.089872
4,-0.90190583,-0.9419539,"('disliked', 'liked')",-0.22918124,-0.24625722,-5.9160457,-5.8681765,-2.3490442,-2.3521291,-0.0030849
5,-0.9338258,-0.90845937,"('distant', 'outgoing')",-0.7912908,-0.7543012,0.10506216,0.05044028,-0.5400182,-0.5374401,0.0025781
6,-1.5087264,-1.4624549,"('distant', 'open')",-0.90200984,-0.9096457,0.7730281,0.6857613,-0.5459026,-0.5621131,-0.0162105
7,0.41051427,0.51757056,"('insensitive', 'sensitive')",0.3513926,0.33412993,0.56767774,0.606108,0.4431949,0.4859362,0.0427413
8,-1.02686,-0.9805384,"('unaffectionate', 'affectionate')",-0.97243524,-1.0046257,0.7389314,0.5863774,-0.4201213,-0.4662623,-0.046141
9,-1.1200101,-1.0583756,"('unaffectionate', 'caring')",-0.24730322,-0.35571384,1.1251831,1.0249122,-0.0807101,-0.1297257,-0.0490156
10,-0.17951685,-0.04676438,"('unsympathetic', 'sympathetic')",-0.3238091,-0.40580726,-0.22338125,-0.21958673,-0.2422357,-0.2240528,0.0181829
11,0.065538585,0.10721359,"('unhelpful', 'helpful')",-0.363989,-0.3755625,1.7480322,1.8220165,0.483194,0.5178892,0.0346952
12,0.06499389,0.21961819,"('unsupportive', 'supportive')",-0.114962235,-0.016589362,-1.536513,-1.4808758,-0.5288271,-0.425949,0.1028781
13,0.8326417,0.8139148,"('impolite', 'polite')",0.13076279,0.14112036,0.0059786625,0.025831245,0.3231277,0.3269555,0.0038278
14,0.56929135,0.5606396,"('antisocial', 'social')",1.6526737,1.6876785,-0.40261307,-0.3539973,0.6064507,0.6314403,0.0249896
15,0.33087817,0.252681,"('boring', 'funny')",-0.8680906,-0.87463796,0.6855781,0.6612296,0.0494552,0.0130909,-0.0363643
16,-0.9942078,-0.9937653,"('unpopular', 'popular')",-0.6931007,-0.596025,0.35316092,0.4098155,-0.4447159,-0.3933249,0.051391
17,-0.12944432,-0.08360182,"('nasty', 'nice')",-0.8149792,-0.71151054,-0.20865294,-0.17650172,-0.3843588,-0.3238714,0.0604874
