,blanket_male,blanket_female,tuple,average_male,average_female,female-male
0,0.55219597,0.48662293,"('unsociable', 'sociable')",0.552196,0.4866229,-0.0655731
1,1.3743435,1.3368893,"('unfriendly', 'friendly')",1.3743435,1.3368893,-0.0374542
2,0.8116876,0.895012,"('unlikable', 'likable')",0.8116876,0.895012,0.0833244
3,1.2307307,1.3999579,"('repellent', 'pleasant')",1.2307307,1.3999579,0.1692272
4,-7.0697894,-6.980241,"('disliked', 'liked')",-7.0697894,-6.9802408,0.0895486
5,-0.42282856,-0.41748914,"('distant', 'outgoing')",-0.4228286,-0.4174891,0.0053395
6,-0.15061837,-0.10465164,"('distant', 'open')",-0.1506184,-0.1046516,0.0459668
7,1.9390489,1.9788636,"('insensitive', 'sensitive')",1.9390489,1.9788636,0.0398147
8,0.777823,0.7482903,"('unaffectionate', 'affectionate')",0.777823,0.7482903,-0.0295327
9,1.4285291,1.466673,"('unaffectionate', 'caring')",1.4285291,1.466673,0.0381439
10,1.8623112,1.9098576,"('unsympathetic', 'sympathetic')",1.8623112,1.9098576,0.0475464
11,2.218418,2.196577,"('unhelpful', 'helpful')",2.2184179,2.1965771,-0.0218408
12,-0.65564424,-0.6200385,"('unsupportive', 'supportive')",-0.6556442,-0.6200385,0.0356057
13,0.63183844,0.5733473,"('impolite', 'polite')",0.6318384,0.5733473,-0.0584911
14,0.6832821,0.57334816,"('antisocial', 'social')",0.6832821,0.5733482,-0.1099339
15,0.35243776,0.36424074,"('boring', 'funny')",0.3524378,0.3642407,0.0118029
16,-0.65546894,-0.5673674,"('unpopular', 'popular')",-0.6554689,-0.5673674,0.0881015
17,-0.34757626,-0.3326993,"('nasty', 'nice')",-0.3475763,-0.3326993,0.014877
18,-0.27321595,-0.31717187,"('disagreeable', 'welcoming')",-0.2732159,-0.3171719,-0.043956
19,-0.26967627,-0.2267903,"('inhospitable', 'hospitable')",-0.2696763,-0.2267903,0.042886
20,0.9495897,0.91721416,"('rough', 'thoughtful')",0.9495897,0.9172142,-0.0323755
21,0.8230806,0.907886,"('immoral', 'moral')",0.8230806,0.907886,0.0848054
22,0.34991246,0.30359018,"('untrustworthy', 'trustworthy')",0.3499125,0.3035902,-0.0463223
23,7.061712,6.987711,"('insincere', 'sincere')",7.0617118,6.987711,-0.0740008
24,2.5073097,2.5086682,"('dishonest', 'honest')",2.5073097,2.5086682,0.0013585
25,0.3294069,0.27586037,"('egoistic', 'altruistic')",0.3294069,0.2758604,-0.0535465
26,-0.028941553,-0.044094935,"('hardhearted', 'benevolent')",-0.0289416,-0.0440949,-0.0151533
27,1.6382065,1.581301,"('hardhearted', 'softhearted')",1.6382065,1.581301,-0.0569055
28,1.3119506,1.2890537,"('disloyal', 'loyal')",1.3119506,1.2890537,-0.0228969
29,-0.23461977,-0.31231257,"('unfair', 'fair')",-0.2346198,-0.3123126,-0.0776928
30,1.4886184,1.4049808,"('intolerant', 'tolerant')",1.4886184,1.4049808,-0.0836376
31,-1.5733627,-1.5548936,"('evil', 'good')",-1.5733627,-1.5548936,0.0184691
32,1.6099731,1.5434989,"('unkind', 'kind')",1.6099731,1.5434989,-0.0664742
33,-0.54767096,-0.54230076,"('wrong', 'right')",-0.547671,-0.5423008,0.0053702
34,4.4742937,4.5151443,"('mean', 'honorable')",4.4742937,4.5151443,0.0408506
35,-1.2274456,-1.3135811,"('corrupt', 'incorrupt')",-1.2274456,-1.3135811,-0.0861355
36,-1.4993103,-1.488147,"('hostile', 'amicable')",-1.4993103,-1.488147,0.0111633
37,1.2906691,1.2923499,"('fake', 'genuine')",1.2906691,1.2923499,0.0016808
38,0.3253473,0.23070265,"('untruthful', 'truthful')",0.3253473,0.2307027,-0.0946446
39,0.31205827,0.30779824,"('exploitative', 'cooperative')",0.3120583,0.3077982,-0.0042601
40,-0.80308986,-0.811006,"('stingy', 'generous')",-0.8030899,-0.811006,-0.0079161
41,0.15659177,0.118270844,"('unforgiving', 'forgiving')",0.1565918,0.1182708,-0.038321
42,-1.3064947,-1.2683468,"('unreliable', 'reliable')",-1.3064947,-1.2683468,0.0381479
43,1.752436,1.6619948,"('irresponsible', 'responsible')",1.752436,1.6619948,-0.0904412
44,-1.4288322,-1.5351442,"('prejudiced', 'unprejudiced')",-1.4288322,-1.5351442,-0.106312
45,0.99922484,1.0562859,"('incompetent', 'competent')",0.9992248,1.0562859,0.0570611
46,0.096459046,0.15363625,"('uncompetitive', 'competitive')",0.096459,0.1536362,0.0571772
47,5.5687556,5.642923,"('stupid', 'smart')",5.5687556,5.6429229,0.0741673
48,1.2545019,1.2917581,"('unintelligent', 'intelligent')",1.2545019,1.2917581,0.0372562
49,0.5297021,0.68784225,"('unable', 'able')",0.5297021,0.6878422,0.1581401
50,0.21291952,0.3524254,"('clumsy', 'skillful')",0.2129195,0.3524254,0.1395059
51,1.3835099,1.4334646,"('uneducated', 'educated')",1.3835099,1.4334646,0.0499547
52,-0.67839783,-0.6268035,"('irrational', 'rational')",-0.6783978,-0.6268035,0.0515943
53,0.71592647,0.71536016,"('uncreative', 'creative')",0.7159265,0.7153602,-0.0005663
54,1.3331733,1.430501,"('incapable', 'capable')",1.3331733,1.430501,0.0973277
55,1.735243,1.7558159,"('incompetent', 'clever')",1.735243,1.7558159,0.0205729
56,1.3288858,1.2931772,"('impractical', 'practical')",1.3288858,1.2931772,-0.0357086
57,-2.1848814,-2.0718033,"('unimaginative', 'imaginative')",-2.1848814,-2.0718033,0.1130781
58,-0.09631405,-0.057436384,"('undiscriminating', 'discriminating')",-0.0963141,-0.0574364,0.0388777
59,-0.15913647,-0.05620624,"('foolish', 'wise')",-0.1591365,-0.0562062,0.1029303
60,1.3631283,1.3157437,"('inefficient', 'efficient')",1.3631283,1.3157437,-0.0473846
61,0.7076637,0.6161478,"('illogical', 'logical')",0.7076637,0.6161478,-0.0915159
62,2.3572695,2.3754902,"('incompetent', 'brilliant')",2.3572695,2.3754902,0.0182207
63,1.499606,1.5557455,"('unperceptive', 'insightful')",1.499606,1.5557455,0.0561395
64,-5.053184,-5.016887,"('shy', 'confident')",-5.053184,-5.0168872,0.0362968
65,1.5249635,1.4886047,"('insecure', 'secure')",1.5249635,1.4886047,-0.0363588
66,-0.13689919,-0.12666818,"('inactive', 'active')",-0.1368992,-0.1266682,0.010231
67,-0.7129752,-0.7168903,"('doubtful', 'determined')",-0.7129752,-0.7168903,-0.0039151
68,-0.15211216,-0.14059746,"('dependent', 'independent')",-0.1521122,-0.1405975,0.0115147
69,-1.8118535,-1.8414909,"('lazy', 'industrious')",-1.8118535,-1.8414909,-0.0296374
70,2.1616037,2.1951368,"('lethargic', 'energetic')",2.1616037,2.1951368,0.0335331
71,0.7919263,0.9080786,"('diffident', 'self-confident')",0.7919263,0.9080786,0.1161523
72,1.0904717,1.0909842,"('unambitious', 'ambitious')",1.0904717,1.0909842,0.0005125
73,-2.8704808,-2.7867384,"('helpless', 'self-reliant')",-2.8704808,-2.7867384,0.0837424
74,0.39096528,0.3209997,"('undedicated', 'dedicated')",0.3909653,0.3209997,-0.0699656
75,-1.0898466,-0.99083704,"('meek', 'impulsive')",-1.0898466,-0.990837,0.0990096
76,1.3719432,1.3293071,"('anxious', 'daring')",1.3719432,1.3293071,-0.0426361
77,-0.6164274,-0.62170637,"('unmotivated', 'motivated')",-0.6164274,-0.6217064,-0.005279
