,blanket_male,blanket_female,tuple,average_male,average_female,female-male
78,-0.18041378,-0.20022914,"('nonresilient', 'resilient')",-0.1804138,-0.2002291,-0.0198153
79,-0.5054773,-0.44718,"('wavering', 'unwavering')",-0.5054773,-0.44718,0.0582973
80,0.7457836,0.761011,"('dominated', 'dominating')",0.7457836,0.761011,0.0152274
81,0.67062074,0.7499252,"('submissive', 'aggressive')",0.6706207,0.7499252,0.0793045
82,6.60336,6.7859254,"('poor', 'rich')",6.6033602,6.7859254,0.1825652
83,0.045329954,0.039260842,"('powerless', 'powerful')",0.04533,0.0392608,-0.0060692
84,0.026370995,0.069209136,"('inferior', 'superior')",0.026371,0.0692091,0.0428381
85,-1.8102876,-1.800042,"('insignificant', 'prestigious')",-1.8102876,-1.800042,0.0102456
86,0.97844523,1.0451056,"('uninfluential', 'influential')",0.9784452,1.0451056,0.0666604
87,0.55609953,0.7183566,"('unsuccessful', 'successful')",0.5560995,0.7183566,0.1622571
88,0.08882781,0.20360279,"('low', 'eminent')",0.0888278,0.2036028,0.114775
