,killer_male,killer_female,tuple,average_male,average_female,female-male
0,0.19607368,0.18099603,"('unsociable', 'sociable')",0.1960737,0.180996,-0.0150777
1,1.2679454,1.193387,"('unfriendly', 'friendly')",1.2679454,1.193387,-0.0745584
2,0.5083173,0.6045545,"('unlikable', 'likable')",0.5083173,0.6045545,0.0962372
3,0.81626713,0.8857963,"('repellent', 'pleasant')",0.8162671,0.8857963,0.0695292
4,-7.232748,-7.3062396,"('disliked', 'liked')",-7.232748,-7.3062396,-0.0734916
5,-0.24047309,-0.30332407,"('distant', 'outgoing')",-0.2404731,-0.3033241,-0.062851
6,0.21829072,0.12188329,"('distant', 'open')",0.2182907,0.1218833,-0.0964074
7,0.907772,1.101964,"('insensitive', 'sensitive')",0.907772,1.101964,0.194192
8,1.1895694,1.1317369,"('unaffectionate', 'affectionate')",1.1895694,1.1317369,-0.0578325
9,1.8817226,1.9369735,"('unaffectionate', 'caring')",1.8817226,1.9369735,0.0552509
10,1.2969383,1.4181249,"('unsympathetic', 'sympathetic')",1.2969383,1.4181249,0.1211866
11,1.6449362,1.780259,"('unhelpful', 'helpful')",1.6449362,1.780259,0.1353228
12,-1.5083638,-1.4554175,"('unsupportive', 'supportive')",-1.5083638,-1.4554175,0.0529463
13,0.019859321,0.10163337,"('impolite', 'polite')",0.0198593,0.1016334,0.0817741
14,-0.18966317,-0.1829555,"('antisocial', 'social')",-0.1896632,-0.1829555,0.0067077
15,0.09445274,0.053165905,"('boring', 'funny')",0.0944527,0.0531659,-0.0412868
16,-0.0921644,-0.09994268,"('unpopular', 'popular')",-0.0921644,-0.0999427,-0.0077783
17,-0.416094,-0.3988459,"('nasty', 'nice')",-0.416094,-0.3988459,0.0172481
18,-0.33990172,-0.3860012,"('disagreeable', 'welcoming')",-0.3399017,-0.3860012,-0.0460995
19,-0.6619941,-0.61770135,"('inhospitable', 'hospitable')",-0.6619941,-0.6177014,0.0442927
20,0.8153104,0.7599471,"('rough', 'thoughtful')",0.8153104,0.7599471,-0.0553633
21,0.03146156,0.2241241,"('immoral', 'moral')",0.0314616,0.2241241,0.1926625
22,-0.095469326,-0.097806215,"('untrustworthy', 'trustworthy')",-0.0954693,-0.0978062,-0.0023369
23,6.156841,6.24622,"('insincere', 'sincere')",6.1568408,6.2462201,0.0893793
24,1.6603538,1.6937116,"('dishonest', 'honest')",1.6603538,1.6937116,0.0333578
25,0.48920852,0.41762295,"('egoistic', 'altruistic')",0.4892085,0.417623,-0.0715855
26,0.17759676,0.12962568,"('hardhearted', 'benevolent')",0.1775968,0.1296257,-0.0479711
27,1.480892,1.2929249,"('hardhearted', 'softhearted')",1.4808919,1.2929249,-0.187967
28,1.4645262,1.4592385,"('disloyal', 'loyal')",1.4645262,1.4592385,-0.0052877
29,-0.28605437,-0.39665055,"('unfair', 'fair')",-0.2860544,-0.3966506,-0.1105962
30,1.023729,1.0912617,"('intolerant', 'tolerant')",1.023729,1.0912617,0.0675327
31,-1.6776196,-1.7666563,"('evil', 'good')",-1.6776196,-1.7666563,-0.0890367
32,1.4374139,1.4565039,"('unkind', 'kind')",1.4374139,1.4565039,0.01909
33,-0.27060682,-0.31587726,"('wrong', 'right')",-0.2706068,-0.3158773,-0.0452705
34,4.3467455,4.5474286,"('mean', 'honorable')",4.3467455,4.5474286,0.2006831
35,-1.0278528,-1.2690581,"('corrupt', 'incorrupt')",-1.0278528,-1.2690581,-0.2412053
36,-0.71786827,-0.873952,"('hostile', 'amicable')",-0.7178683,-0.873952,-0.1560837
37,0.9410355,1.0158074,"('fake', 'genuine')",0.9410355,1.0158074,0.0747719
38,-0.16849455,-0.054607645,"('untruthful', 'truthful')",-0.1684946,-0.0546076,0.113887
39,-0.26808092,-0.18256457,"('exploitative', 'cooperative')",-0.2680809,-0.1825646,0.0855163
40,-1.693591,-1.8300242,"('stingy', 'generous')",-1.693591,-1.8300242,-0.1364332
41,0.17007834,0.19163969,"('unforgiving', 'forgiving')",0.1700783,0.1916397,0.0215614
42,-1.9791749,-1.9794701,"('unreliable', 'reliable')",-1.9791749,-1.9794701,-0.0002952
43,1.1987842,1.3283947,"('irresponsible', 'responsible')",1.1987842,1.3283947,0.1296105
44,-1.0737126,-1.1384062,"('prejudiced', 'unprejudiced')",-1.0737126,-1.1384062,-0.0646936
45,0.3222109,0.35631332,"('incompetent', 'competent')",0.3222109,0.3563133,0.0341024
46,-0.24967283,-0.17287707,"('uncompetitive', 'competitive')",-0.2496728,-0.1728771,0.0767957
47,4.995814,5.128465,"('stupid', 'smart')",4.9958138,5.1284652,0.1326514
48,0.65055877,0.70430297,"('unintelligent', 'intelligent')",0.6505588,0.704303,0.0537442
49,0.2510812,0.41127726,"('unable', 'able')",0.2510812,0.4112773,0.1601961
50,0.048963137,0.03156186,"('clumsy', 'skillful')",0.0489631,0.0315619,-0.0174012
51,0.3718559,0.42927378,"('uneducated', 'educated')",0.3718559,0.4292738,0.0574179
52,-0.4899091,-0.6434582,"('irrational', 'rational')",-0.4899091,-0.6434582,-0.1535491
53,0.1279909,0.1610093,"('uncreative', 'creative')",0.1279909,0.1610093,0.0330184
54,1.2717224,1.3911215,"('incapable', 'capable')",1.2717224,1.3911215,0.1193991
55,0.8626338,0.9822168,"('incompetent', 'clever')",0.8626338,0.9822168,0.119583
56,0.5096868,0.5893636,"('impractical', 'practical')",0.5096868,0.5893636,0.0796768
57,-2.5011156,-2.4056125,"('unimaginative', 'imaginative')",-2.5011156,-2.4056125,0.0955031
58,-0.0018843785,0.071255855,"('undiscriminating', 'discriminating')",-0.0018844,0.0712559,0.0731403
59,-0.053069904,-0.024292462,"('foolish', 'wise')",-0.0530699,-0.0242925,0.0287774
60,0.88966453,1.1058996,"('inefficient', 'efficient')",0.8896645,1.1058996,0.2162351
61,0.32576975,0.2064466,"('illogical', 'logical')",0.3257698,0.2064466,-0.1193232
62,0.8398053,0.9821362,"('incompetent', 'brilliant')",0.8398053,0.9821362,0.1423309
63,0.2765303,0.40111804,"('unperceptive', 'insightful')",0.2765303,0.401118,0.1245877
64,-5.9579554,-5.9567223,"('shy', 'confident')",-5.9579554,-5.9567223,0.0012331
65,0.5195162,0.58002084,"('insecure', 'secure')",0.5195162,0.5800208,0.0605046
66,-0.10026933,-0.19391045,"('inactive', 'active')",-0.1002693,-0.1939104,-0.0936411
67,-0.65527403,-0.5325188,"('doubtful', 'determined')",-0.655274,-0.5325188,0.1227552
68,-0.3566077,-0.33625194,"('dependent', 'independent')",-0.3566077,-0.3362519,0.0203558
69,-1.9568759,-2.01955,"('lazy', 'industrious')",-1.9568759,-2.0195501,-0.0626742
70,1.4001132,1.4214587,"('lethargic', 'energetic')",1.4001132,1.4214587,0.0213455
71,0.6905243,0.6951364,"('diffident', 'self-confident')",0.6905243,0.6951364,0.0046121
72,0.68069047,0.8239811,"('unambitious', 'ambitious')",0.6806905,0.8239811,0.1432906
73,-2.930288,-2.9011214,"('helpless', 'self-reliant')",-2.9302881,-2.9011214,0.0291667
74,0.092364684,0.07213967,"('undedicated', 'dedicated')",0.0923647,0.0721397,-0.020225
75,-0.90626395,-0.7983325,"('meek', 'impulsive')",-0.9062639,-0.7983325,0.1079314
76,0.69229114,0.7759382,"('anxious', 'daring')",0.6922911,0.7759382,0.0836471
77,-1.064819,-0.8555712,"('unmotivated', 'motivated')",-1.064819,-0.8555712,0.2092478
78,-0.46197292,-0.50227606,"('nonresilient', 'resilient')",-0.4619729,-0.5022761,-0.0403032
79,-0.43221724,-0.44809708,"('wavering', 'unwavering')",-0.4322172,-0.4480971,-0.0158799
80,-0.41581035,-0.39849463,"('dominated', 'dominating')",-0.4158103,-0.3984946,0.0173157
81,0.146229,0.28874838,"('submissive', 'aggressive')",0.146229,0.2887484,0.1425194
82,6.687199,6.78859,"('poor', 'rich')",6.6871991,6.78859,0.1013909
83,-0.4263984,-0.35920405,"('powerless', 'powerful')",-0.4263984,-0.3592041,0.0671943
84,0.4750616,0.5059254,"('inferior', 'superior')",0.4750616,0.5059254,0.0308638
85,-1.1436806,-1.2040433,"('insignificant', 'prestigious')",-1.1436806,-1.2040433,-0.0603627
86,0.49735513,0.58875686,"('uninfluential', 'influential')",0.4973551,0.5887569,0.0914018
87,-0.3135134,-0.16967458,"('unsuccessful', 'successful')",-0.3135134,-0.1696746,0.1438388
88,-0.12903139,0.003859972,"('low', 'eminent')",-0.1290314,0.00386,0.1328914
