,kansas_male,kansas_female,tuple,city_male,city_female,southern_male,southern_female,average_male,average_female,female-male
0,-0.6813514,-0.7312503,"('unsociable', 'sociable')",0.2941719,0.22623287,0.2716046,0.2826473,-0.038525,-0.0741234,-0.0355984
1,0.67205256,0.54991573,"('unfriendly', 'friendly')",-0.94013405,-1.2306002,1.5558248,1.4857315,0.4292478,0.268349,-0.1608988
2,0.8969339,0.88661164,"('unlikable', 'likable')",1.273624,1.2580434,0.52721673,0.5641544,0.8992582,0.9029365,0.0036783
3,0.19569358,0.19150606,"('repellent', 'pleasant')",0.06380522,0.17004737,0.09373247,0.1658085,0.1177438,0.1757873,0.0580435
4,0.57213736,0.5987165,"('disliked', 'liked')",0.4499658,0.36039096,-7.3329005,-7.5927896,-2.1035991,-2.2112274,-0.1076283
5,1.4124137,1.3962206,"('distant', 'outgoing')",-0.23630293,-0.3170739,-0.43075877,-0.3988848,0.2484507,0.226754,-0.0216967
6,1.5132827,1.5122788,"('distant', 'open')",-0.23042174,-0.30039147,0.175661,0.1618415,0.4861739,0.4579096,-0.0282643
7,-0.39700365,-0.3979997,"('insensitive', 'sensitive')",-0.49642265,-0.3901895,1.102601,1.1870192,0.0697249,0.1329434,0.0632185
8,-0.58914393,-0.6156839,"('unaffectionate', 'affectionate')",-0.14231566,-0.28596905,1.1857578,1.1283648,0.1514327,0.0755706,-0.0758621
9,0.08566022,0.053555917,"('unaffectionate', 'caring')",-0.22726715,-0.34023243,1.7175356,1.7103375,0.5253096,0.4745537,-0.0507559
10,-1.8619664,-1.8131063,"('unsympathetic', 'sympathetic')",-0.25267357,-0.16971451,0.22823058,0.35476902,-0.6288031,-0.5426839,0.0861192
11,-1.5484884,-1.5778495,"('unhelpful', 'helpful')",-0.43478358,-0.46614894,1.6394234,1.733058,-0.1146162,-0.1036468,0.0109694
12,-0.5065335,-0.5140155,"('unsupportive', 'supportive')",0.07876195,0.1130269,-1.3319639,-1.3001671,-0.5865785,-0.5670519,0.0195266
13,-1.1692896,-1.2267829,"('impolite', 'polite')",-0.8154488,-0.8128325,-0.05745854,0.02363576,-0.6807323,-0.6719932,0.0087391
14,-1.668456,-1.6811949,"('antisocial', 'social')",0.30879158,0.4497576,0.30314875,0.34262654,-0.3521719,-0.2962703,0.0559016
15,-0.19852778,-0.23852511,"('boring', 'funny')",0.35577795,0.25384504,0.5408579,0.42621088,0.2327027,0.1471769,-0.0855258
16,0.039022427,0.005011402,"('unpopular', 'popular')",-0.5389381,-0.7474244,-0.04218118,-0.097316936,-0.180699,-0.27991,-0.099211
17,0.22157782,0.19821069,"('nasty', 'nice')",-0.27678275,-0.17054226,0.11391571,0.15709195,0.0195703,0.0615868,0.0420165
18,-0.20126781,-0.27597082,"('disagreeable', 'welcoming')",-0.90158975,-0.75255615,-0.20862484,-0.097343504,-0.4371608,-0.3752902,0.0618706
19,-0.09464943,-0.084858924,"('inhospitable', 'hospitable')",-0.1016083,-0.2381148,-0.047162257,-0.08426375,-0.08114,-0.1357458,-0.0546058
20,0.0057314076,0.07579072,"('rough', 'thoughtful')",-0.65951145,-0.45844314,0.05497333,0.110119164,-0.1996022,-0.0908444,0.1087578
21,-0.8861002,-0.8456229,"('immoral', 'moral')",-0.24586019,-0.08866029,0.25543815,0.37689623,-0.2921741,-0.1857957,0.1063784
22,-0.59595126,-0.5740592,"('untrustworthy', 'trustworthy')",-0.063690275,-0.007450547,-1.2232091,-1.1169142,-0.6276169,-0.5661413,0.0614756
23,-0.37616575,-0.39666587,"('insincere', 'sincere')",-0.0011498705,-0.11279655,6.3951187,6.5515866,2.0059344,2.0140414,0.008107
24,0.8047078,0.84742904,"('dishonest', 'honest')",-0.050722506,-0.0049407603,0.8459259,0.9577924,0.5333037,0.6000936,0.0667899
25,1.7958065,1.7672861,"('egoistic', 'altruistic')",0.149113,0.031823512,1.4153591,1.3588902,1.1200929,1.0526666,-0.0674263
26,1.5960542,1.4946437,"('hardhearted', 'benevolent')",-0.14818962,-0.23662907,1.2329913,1.1064842,0.8936186,0.7881663,-0.1054523
27,0.17047213,0.17119718,"('hardhearted', 'softhearted')",0.06401509,0.16322625,1.8391507,1.8511693,0.6912127,0.7285309,0.0373182
28,0.2876016,0.24445309,"('disloyal', 'loyal')",-0.6015915,-0.68952847,1.1592817,1.0503337,0.2817639,0.2017528,-0.0800111
29,0.82446617,0.76557237,"('unfair', 'fair')",-0.22811206,-0.20554116,-0.16171488,-0.20232268,0.1448797,0.1192362,-0.0256435
30,-1.4180273,-1.4204173,"('intolerant', 'tolerant')",0.53228235,0.506002,0.24298622,0.36888131,-0.2142529,-0.1818447,0.0324082
31,0.47328046,0.43811613,"('evil', 'good')",-0.24308424,-0.3122493,-1.147982,-1.183695,-0.3059286,-0.3526094,-0.0466808
32,-0.22585028,-0.28746814,"('unkind', 'kind')",0.31901503,0.21623594,1.2562747,1.219321,0.4498131,0.3826963,-0.0671168
33,0.64728355,0.61441207,"('wrong', 'right')",0.26076922,0.14335236,0.1474085,0.014342867,0.3518204,0.2573691,-0.0944513
34,-0.21458045,-0.14402163,"('mean', 'honorable')",-0.08999161,-0.037788507,4.813278,5.0564227,1.502902,1.6248709,0.1219689
35,0.57580644,0.49481773,"('corrupt', 'incorrupt')",-0.50916934,-0.6276015,-0.8204649,-1.026118,-0.2512759,-0.3863006,-0.1350247
36,0.612465,0.45889962,"('hostile', 'amicable')",-0.16215147,-0.5104639,-0.47660044,-0.69625795,-0.0087623,-0.2492741,-0.2405118
37,-0.6353047,-0.5837917,"('fake', 'genuine')",0.024131246,0.07537117,1.0944555,1.0162383,0.161094,0.1692726,0.0081786
38,0.033012614,0.070372276,"('untruthful', 'truthful')",0.3445471,0.20558849,0.16496845,0.15358545,0.1808427,0.1431821,-0.0376606
39,1.1367301,1.2186295,"('exploitative', 'cooperative')",0.21581066,0.34992298,0.24867599,0.3341172,0.5337389,0.6342232,0.1004843
40,0.8430675,0.8124594,"('stingy', 'generous')",-0.030804358,0.0075428747,-1.9805292,-2.0438406,-0.389422,-0.4079461,-0.0185241
41,-0.7115401,-0.7911213,"('unforgiving', 'forgiving')",-0.30316946,-0.28261918,0.46857712,0.3447942,-0.1820441,-0.2429821,-0.060938
42,0.044778723,0.0806515,"('unreliable', 'reliable')",0.24074624,0.37427968,-3.1188476,-3.0439591,-0.9444408,-0.8630093,0.0814315
43,-1.4571507,-1.4048396,"('irresponsible', 'responsible')",-0.42380437,-0.28716096,-0.107767686,0.09766643,-0.6629076,-0.5314447,0.1314629
44,0.029904723,0.13367091,"('prejudiced', 'unprejudiced')",-0.26745343,-0.081941664,-1.4935061,-1.4465166,-0.5770183,-0.4649291,0.1120892
45,-1.7897754,-1.8203616,"('incompetent', 'competent')",-0.100050524,-0.1534332,-0.014882643,0.015759125,-0.6349029,-0.6526786,-0.0177757
46,-1.30506,-1.2616758,"('uncompetitive', 'competitive')",0.89710706,0.8953359,-0.7872821,-0.7737075,-0.3984117,-0.3800158,0.0183959
47,-0.5325341,-0.5356208,"('stupid', 'smart')",-0.25097883,-0.22095086,4.9636226,5.124607,1.3933698,1.4560118,0.062642
48,-0.25927782,-0.24214572,"('unintelligent', 'intelligent')",-0.096175626,-0.06494132,0.6842632,0.7235563,0.1096033,0.1388231,0.0292198
49,-1.031204,-0.9760386,"('unable', 'able')",-0.93909883,-0.8571085,-0.1295369,0.008706942,-0.6999466,-0.6081467,0.0917999
50,-0.9371943,-0.98430485,"('clumsy', 'skillful')",0.0038107038,-0.19657546,-0.22166108,-0.32958937,-0.3850149,-0.5034899,-0.118475
51,-0.82302743,-0.8305558,"('uneducated', 'educated')",0.9397058,0.775741,0.49003536,0.4383211,0.2022379,0.1278354,-0.0744025
52,2.105249,1.967528,"('irrational', 'rational')",0.3874008,0.17845465,0.6020636,0.39465958,1.0315711,0.8468808,-0.1846903
53,-0.28508282,-0.35089004,"('uncreative', 'creative')",-0.93677217,-1.129123,-0.4466688,-0.40941405,-0.5561746,-0.629809,-0.0736344
54,0.40698168,0.41240126,"('incapable', 'capable')",0.3365527,0.20858577,0.88522965,0.9474984,0.5429213,0.5228285,-0.0200928
55,-1.6477664,-1.5981065,"('incompetent', 'clever')",-0.064707994,0.02719108,0.32839322,0.48340175,-0.4613604,-0.3625046,0.0988558
56,-2.4512694,-2.4070902,"('impractical', 'practical')",-0.35161147,-0.2755895,-0.31621337,-0.22160904,-1.039698,-0.9680963,0.0716017
57,-0.85014236,-0.92058665,"('unimaginative', 'imaginative')",-0.32152453,-0.37618124,-3.2129984,-3.3009763,-1.4615552,-1.5325813,-0.0710261
58,-0.15861729,-0.15090707,"('undiscriminating', 'discriminating')",0.43301982,0.38072395,-0.2371054,-0.23512395,0.0124324,-0.001769,-0.0142014
59,1.2338593,1.1218188,"('foolish', 'wise')",0.40204483,0.19283056,-0.1597737,-0.20258024,0.4920435,0.3706897,-0.1213538
60,-1.3477811,-1.2538103,"('inefficient', 'efficient')",0.24640505,0.41361648,0.5598343,0.8106082,-0.1805139,-0.0098619,0.170652
61,0.91976166,0.92186975,"('illogical', 'logical')",-0.6876767,-0.7007689,0.7020847,0.7019838,0.3113899,0.3076949,-0.003695
62,-0.5120719,-0.37866366,"('incompetent', 'brilliant')",0.3229288,0.46789977,0.426849,0.6257234,0.0792353,0.2383198,0.1590845
63,-0.0036870297,-0.04680676,"('unperceptive', 'insightful')",0.88447857,0.73619556,0.5928624,0.6271471,0.491218,0.4388453,-0.0523727
64,0.659975,0.70169324,"('shy', 'confident')",0.306805,0.39389104,-6.259036,-6.267148,-1.7640853,-1.7238545,0.0402308
65,-1.0039079,-0.98155755,"('insecure', 'secure')",-0.6354299,-0.56215984,-0.20132652,-0.07408227,-0.6135548,-0.5392665,0.0742883
66,-0.8095646,-0.8519125,"('inactive', 'active')",0.23780376,0.1510827,0.17863981,0.11289933,-0.1310403,-0.1959768,-0.0649365
67,-0.7055704,-0.7771092,"('doubtful', 'determined')",1.233702,1.2157778,0.22334865,0.16276202,0.2504934,0.2004768,-0.0500166
68,-0.5312103,-0.5457469,"('dependent', 'independent')",-0.105341785,-0.13745692,-1.0942959,-0.99159354,-0.5769493,-0.5582658,0.0186835
69,0.430349,0.4572371,"('lazy', 'industrious')",0.333191,0.3145257,-0.98786104,-1.106232,-0.0747737,-0.1114898,-0.0367161
70,-1.248495,-1.1734358,"('lethargic', 'energetic')",0.3613813,0.42403972,0.38512647,0.4439271,-0.1673291,-0.101823,0.0655061
71,0.5784203,0.5353023,"('diffident', 'self-confident')",0.11186945,-0.008441182,0.6747912,0.70843446,0.455027,0.4117652,-0.0432618
72,0.7149301,0.743199,"('unambitious', 'ambitious')",0.9324654,0.9263789,-0.0032989979,0.11242473,0.5480322,0.5940009,0.0459687
73,1.2989194,1.3242604,"('helpless', 'self-reliant')",0.5906311,0.61280936,-3.7131495,-3.681205,-0.6078663,-0.5813785,0.0264878
