,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.3757067,-1.4325732,"('unsociable', 'sociable')",-0.44626066,-0.5853283,-0.9109837,-1.0089507,-0.097967
1,0.60926807,0.3599854,"('unfriendly', 'friendly')",1.5785189,1.4766182,1.0938935,0.9183018,-0.1755917
2,0.9373885,1.088998,"('unlikable', 'likable')",1.0431379,1.3203081,0.9902632,1.204653,0.2143898
3,-1.3457061,-1.2569826,"('repellent', 'pleasant')",0.573783,0.6441184,-0.3859616,-0.3064321,0.0795295
4,0.8686823,0.7077435,"('disliked', 'liked')",-6.665539,-6.6778708,-2.8984282,-2.9850636,-0.0866354
5,0.5452892,0.55747646,"('distant', 'outgoing')",-0.4731238,-0.3727318,0.0360827,0.0923723,0.0562896
6,0.44182485,0.44986674,"('distant', 'open')",-0.3659371,-0.24806601,0.0379439,0.1009004,0.0629565
7,-0.9586427,-1.0400711,"('insensitive', 'sensitive')",-0.18631527,-0.280212,-0.572479,-0.6601416,-0.0876626
8,0.53938156,0.33975655,"('unaffectionate', 'affectionate')",0.9156357,0.928194,0.7275087,0.6339753,-0.0935334
9,0.20428933,-0.0091356635,"('unaffectionate', 'caring')",1.2044667,1.1895876,0.704378,0.5902259,-0.1141521
10,-2.823451,-2.922473,"('unsympathetic', 'sympathetic')",-0.23315778,-0.35011154,-1.5283045,-1.6362922,-0.1079877
11,-1.0885884,-1.1552765,"('unhelpful', 'helpful')",2.0985506,2.0805125,0.5049811,0.462618,-0.0423631
12,-0.6328604,-0.5919348,"('unsupportive', 'supportive')",-2.2968342,-2.2003195,-1.4648473,-1.3961272,0.0687201
13,-1.8457981,-1.8742065,"('impolite', 'polite')",-0.2910577,-0.34947547,-1.0684279,-1.111841,-0.0434131
14,-1.1673318,-1.2328421,"('antisocial', 'social')",-0.20366248,-0.41863334,-0.6854972,-0.8257377,-0.1402405
15,0.6661129,0.5430176,"('boring', 'funny')",0.74145156,0.784444,0.7037822,0.6637308,-0.0400514
16,0.5555024,0.60206056,"('unpopular', 'popular')",0.16141137,0.19004929,0.3584569,0.3960549,0.037598
17,0.14740553,0.18524882,"('nasty', 'nice')",-0.11202563,-0.15895875,0.01769,0.013145,-0.004545
18,-0.26067275,-0.107517794,"('disagreeable', 'welcoming')",-1.1077259,-0.9909473,-0.6841993,-0.5492325,0.1349668
19,0.29537737,0.25169003,"('inhospitable', 'hospitable')",-0.13279663,-0.028002623,0.0812904,0.1118437,0.0305533
20,0.105868295,0.10099186,"('rough', 'thoughtful')",0.49319738,0.49914834,0.2995328,0.3000701,0.0005373
21,-1.3576357,-1.3280717,"('immoral', 'moral')",-0.95751685,-0.7862395,-1.1575763,-1.0571556,0.1004207
22,-1.3238093,-1.3874676,"('untrustworthy', 'trustworthy')",-0.6204541,-0.7459429,-0.9721317,-1.0667052,-0.0945735
23,-1.1501578,-1.2426254,"('insincere', 'sincere')",5.8709354,5.7127523,2.3603888,2.2350636,-0.1253252
24,-1.2273936,-1.2847842,"('dishonest', 'honest')",1.05279,0.9770963,-0.0873018,-0.1538439,-0.0665421
25,1.5006672,1.5964481,"('egoistic', 'altruistic')",1.0748817,1.0340979,1.2877744,1.315273,0.0274986
26,1.3245071,1.1294155,"('hardhearted', 'benevolent')",1.7744159,1.5750749,1.5494615,1.3522452,-0.1972163
27,-0.78447765,-0.7967515,"('hardhearted', 'softhearted')",0.7576058,0.74384034,-0.0134359,-0.0264556,-0.0130197
28,-0.7596152,-1.0164486,"('disloyal', 'loyal')",1.1645052,0.9662565,0.202445,-0.0250961,-0.2275411
29,-0.74312603,-0.7650319,"('unfair', 'fair')",-0.54958135,-0.7441927,-0.6463537,-0.7546123,-0.1082586
30,-1.2164696,-1.1991086,"('intolerant', 'tolerant')",0.36587378,0.57778823,-0.4252979,-0.3106602,0.1146377
31,0.9228191,0.99981827,"('evil', 'good')",-1.070988,-1.0688306,-0.0740845,-0.0345062,0.0395783
32,-0.38807124,-0.41040093,"('unkind', 'kind')",1.0955396,0.82959735,0.3537342,0.2095982,-0.144136
33,1.0310816,1.0000352,"('wrong', 'right')",-0.8131562,-0.762462,0.1089627,0.1187866,0.0098239
34,-0.6962977,-0.5116758,"('mean', 'honorable')",5.226657,5.4254365,2.2651796,2.4568803,0.1917007
35,1.70238,1.6714723,"('corrupt', 'incorrupt')",-0.56727225,-0.6361162,0.5675539,0.517678,-0.0498759
36,1.2729586,1.2021198,"('hostile', 'amicable')",0.025988983,-0.017166857,0.6494738,0.5924765,-0.0569973
37,-0.34504762,-0.3361653,"('fake', 'genuine')",0.2506808,0.2562178,-0.0471834,-0.0399738,0.0072096
38,-0.89193654,-0.984761,"('untruthful', 'truthful')",0.07410356,0.16821852,-0.4089165,-0.4082713,0.0006452
39,-0.0908137,-0.047715012,"('exploitative', 'cooperative')",0.6747395,0.74853003,0.2919629,0.3504075,0.0584446
40,-0.39847106,-0.37275478,"('stingy', 'generous')",-2.369561,-2.3813915,-1.384016,-1.3770732,0.0069428
41,-1.1911613,-1.2242274,"('unforgiving', 'forgiving')",0.29476824,0.33723825,-0.4481965,-0.4434946,0.0047019
42,-0.85285026,-0.6157743,"('unreliable', 'reliable')",-2.881599,-2.8044038,-1.8672246,-1.710089,0.1571356
43,-2.009959,-1.9809893,"('irresponsible', 'responsible')",0.36503255,0.44071892,-0.8224632,-0.7701352,0.052328
44,-0.111571886,0.050984465,"('prejudiced', 'unprejudiced')",-1.0316854,-0.9756043,-0.5716286,-0.4623099,0.1093187
