,arista_male,arista_female,tuple,networks_male,networks_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.6901594,-1.7460806,"('unsociable', 'sociable')",0.780937,0.6039957,-0.6392704,-0.851291,-0.5161643,-0.6644587,-0.1482944
1,-1.186169,-1.155112,"('unfriendly', 'friendly')",0.41239268,0.2192419,1.3978643,1.3011491,0.2080293,0.1217597,-0.0862696
2,1.3912016,1.5011845,"('unlikable', 'likable')",1.2666517,1.3992691,1.1007302,1.2889061,1.2528612,1.3964532,0.143592
3,-0.48720995,-0.3503157,"('repellent', 'pleasant')",0.68651074,0.823833,-0.057448402,-0.04229722,0.0472841,0.14374,0.0964559
4,-0.31377512,-0.28877923,"('disliked', 'liked')",-1.2883538,-1.4030226,-4.8671994,-4.8753176,-2.1564428,-2.1890399,-0.0325971
5,0.081024915,0.14663821,"('distant', 'outgoing')",-0.39745328,-0.497267,-0.07376593,0.026448479,-0.1300648,-0.1080601,0.0220047
6,0.16629559,0.29030636,"('distant', 'open')",-1.1113886,-1.2423483,0.22659959,0.31701055,-0.2394978,-0.2116772,0.0278206
7,-0.99457574,-0.9106498,"('insensitive', 'sensitive')",0.12742475,0.24306062,-0.15345852,-0.15804327,-0.3402032,-0.2752108,0.0649924
8,-0.32448646,-0.27242017,"('unaffectionate', 'affectionate')",-0.59133846,-0.6639662,0.12168233,0.10303491,-0.2647142,-0.2777838,-0.0130696
9,-0.2808611,-0.17778143,"('unaffectionate', 'caring')",0.20425889,0.1978037,0.43780255,0.4412431,0.1204001,0.1537551,0.033355
10,-1.5957359,-1.5476202,"('unsympathetic', 'sympathetic')",0.27675974,0.32685322,-0.8637426,-0.92807174,-0.7275729,-0.7162796,0.0112933
11,-0.7054099,-0.71808004,"('unhelpful', 'helpful')",1.093631,1.1207613,1.5825362,1.6270112,0.6569191,0.6765641,0.019645
12,-0.5200958,-0.22173701,"('unsupportive', 'supportive')",0.5806487,0.73224556,-1.7573566,-1.6390013,-0.5656013,-0.3761642,0.1894371
13,-1.2589648,-1.2732928,"('impolite', 'polite')",0.32526267,0.31184134,-0.3328061,-0.4158803,-0.4221694,-0.4591106,-0.0369412
14,-0.4721309,-0.44663393,"('antisocial', 'social')",1.6895798,1.7175808,-0.7023551,-0.8037444,0.171698,0.1557342,-0.0159638
15,0.3703614,0.18418725,"('boring', 'funny')",-0.5590083,-0.6296162,0.6552132,0.61685634,0.1555221,0.0571425,-0.0983796
16,-0.627687,-0.49266484,"('unpopular', 'popular')",-0.8631322,-0.86159915,0.59518677,0.5964596,-0.2985441,-0.2526015,0.0459426
17,-0.1999913,-0.115450695,"('nasty', 'nice')",-1.0393355,-0.9809214,-0.35916826,-0.28899795,-0.5328317,-0.46179,0.0710417
18,0.078661606,0.18097164,"('disagreeable', 'welcoming')",-0.15423469,-0.1548439,-0.33180436,-0.28479385,-0.1357925,-0.086222,0.0495705
19,-0.84553075,-0.7436701,"('inhospitable', 'hospitable')",-1.3040128,-1.3025665,-0.17832196,-0.014238749,-0.7759552,-0.6868251,0.0891301
20,-0.08394626,0.0022520162,"('rough', 'thoughtful')",0.23635459,0.34077823,0.819362,0.7935764,0.3239234,0.3788689,0.0549455
21,-0.09225649,-0.17133899,"('immoral', 'moral')",0.69392085,0.69356763,-0.69055164,-0.7670631,-0.0296291,-0.0816115,-0.0519824
22,-0.22418092,-0.20124164,"('untrustworthy', 'trustworthy')",0.79915345,0.7667557,-0.9425672,-1.0382382,-0.1225316,-0.1575747,-0.0350431
23,-0.85218084,-0.85281354,"('insincere', 'sincere')",1.1614816,1.1884849,4.319575,4.216015,1.5429586,1.5172288,-0.0257298
24,0.17437163,0.2152169,"('dishonest', 'honest')",-0.29845732,-0.25228783,0.40535232,0.38491717,0.0937555,0.1159487,0.0221932
25,0.3371777,0.3448109,"('egoistic', 'altruistic')",0.35869664,0.2698159,1.454544,1.3694671,0.7168061,0.6613646,-0.0554415
