,resident_male,resident_female,tuple,average_male,average_female,female-male
0,0.51017284,0.3258147,"('unsociable', 'sociable')",0.5101728,0.3258147,-0.1843581
1,1.0936542,1.0294218,"('unfriendly', 'friendly')",1.0936542,1.0294218,-0.0642324
2,-0.29858392,-0.29557943,"('unlikable', 'likable')",-0.2985839,-0.2955794,0.0030045
3,0.788826,0.77562857,"('repellent', 'pleasant')",0.788826,0.7756286,-0.0131974
4,-6.9429207,-7.191784,"('disliked', 'liked')",-6.9429207,-7.1917839,-0.2488632
5,-1.1238577,-1.1277753,"('distant', 'outgoing')",-1.1238577,-1.1277753,-0.0039176
6,-0.80335575,-0.85528564,"('distant', 'open')",-0.8033558,-0.8552856,-0.0519298
7,1.594632,1.616613,"('insensitive', 'sensitive')",1.594632,1.616613,0.021981
8,0.755058,0.7129493,"('unaffectionate', 'affectionate')",0.755058,0.7129493,-0.0421087
9,1.4881377,1.6656317,"('unaffectionate', 'caring')",1.4881377,1.6656317,0.177494
10,1.1963043,1.1910865,"('unsympathetic', 'sympathetic')",1.1963043,1.1910865,-0.0052178
11,2.3226094,2.4348273,"('unhelpful', 'helpful')",2.3226094,2.4348273,0.1122179
12,-1.2054424,-1.0983888,"('unsupportive', 'supportive')",-1.2054424,-1.0983888,0.1070536
13,0.31062186,0.28340507,"('impolite', 'polite')",0.3106219,0.2834051,-0.0272168
14,0.77511024,0.683971,"('antisocial', 'social')",0.7751102,0.683971,-0.0911392
15,0.40499043,0.24404669,"('boring', 'funny')",0.4049904,0.2440467,-0.1609437
16,-0.74051404,-0.65840423,"('unpopular', 'popular')",-0.740514,-0.6584042,0.0821098
17,-0.09393609,-0.03950487,"('nasty', 'nice')",-0.0939361,-0.0395049,0.0544312
18,-0.39204794,-0.34122723,"('disagreeable', 'welcoming')",-0.3920479,-0.3412272,0.0508207
19,-0.818014,-0.7468403,"('inhospitable', 'hospitable')",-0.818014,-0.7468403,0.0711737
20,0.53575826,0.36097145,"('rough', 'thoughtful')",0.5357583,0.3609715,-0.1747868
21,0.16218217,0.29142463,"('immoral', 'moral')",0.1621822,0.2914246,0.1292424
22,-0.1907969,-0.22726728,"('untrustworthy', 'trustworthy')",-0.1907969,-0.2272673,-0.0364704
23,6.839542,7.0308943,"('insincere', 'sincere')",6.8395419,7.0308943,0.1913524
24,1.8641729,1.883956,"('dishonest', 'honest')",1.8641729,1.883956,0.0197831
25,0.6916351,0.65031177,"('egoistic', 'altruistic')",0.6916351,0.6503118,-0.0413233
26,1.2776942,0.9711559,"('hardhearted', 'benevolent')",1.2776942,0.9711559,-0.3065383
27,1.7017939,1.4992394,"('hardhearted', 'softhearted')",1.7017939,1.4992394,-0.2025545
28,1.484745,1.4404347,"('disloyal', 'loyal')",1.484745,1.4404347,-0.0443103
29,-0.9725279,-1.1659837,"('unfair', 'fair')",-0.9725279,-1.1659837,-0.1934558
30,1.3054651,1.364108,"('intolerant', 'tolerant')",1.3054651,1.364108,0.0586429
31,-1.6443483,-1.7936579,"('evil', 'good')",-1.6443483,-1.7936579,-0.1493096
32,1.7201813,1.5683731,"('unkind', 'kind')",1.7201813,1.5683731,-0.1518082
33,-0.7086699,-0.6336102,"('wrong', 'right')",-0.7086699,-0.6336102,0.0750597
34,4.640632,5.02601,"('mean', 'honorable')",4.6406322,5.02601,0.3853778
35,-0.94343483,-1.1608409,"('corrupt', 'incorrupt')",-0.9434348,-1.1608409,-0.2174061
36,-1.2620829,-1.3481311,"('hostile', 'amicable')",-1.2620829,-1.3481311,-0.0860482
37,1.3219558,1.2497951,"('fake', 'genuine')",1.3219558,1.2497951,-0.0721607
38,0.43497974,0.505909,"('untruthful', 'truthful')",0.4349797,0.505909,0.0709293
39,0.40731063,0.4430795,"('exploitative', 'cooperative')",0.4073106,0.4430795,0.0357689
40,-1.6570333,-1.8927536,"('stingy', 'generous')",-1.6570333,-1.8927536,-0.2357203
41,0.59554535,0.41899657,"('unforgiving', 'forgiving')",0.5955454,0.4189966,-0.1765488
42,-2.7640991,-2.9437685,"('unreliable', 'reliable')",-2.7640991,-2.9437685,-0.1796694
43,1.1898443,1.2811613,"('irresponsible', 'responsible')",1.1898443,1.2811613,0.091317
44,-1.6569111,-1.7412531,"('prejudiced', 'unprejudiced')",-1.6569111,-1.7412531,-0.084342
45,0.45158717,0.2925756,"('incompetent', 'competent')",0.4515872,0.2925756,-0.1590116
46,-0.6797437,-0.6618318,"('uncompetitive', 'competitive')",-0.6797437,-0.6618318,0.0179119
47,5.1210637,5.4150367,"('stupid', 'smart')",5.1210637,5.4150367,0.293973
48,0.5285507,0.5812691,"('unintelligent', 'intelligent')",0.5285507,0.5812691,0.0527184
49,-0.361651,-0.24402049,"('unable', 'able')",-0.361651,-0.2440205,0.1176305
50,-0.42062894,-0.3637344,"('clumsy', 'skillful')",-0.4206289,-0.3637344,0.0568945
51,1.2799983,1.258382,"('uneducated', 'educated')",1.2799983,1.258382,-0.0216163
52,-1.0057973,-1.1972632,"('irrational', 'rational')",-1.0057973,-1.1972632,-0.1914659
53,-0.087570116,-0.20500956,"('uncreative', 'creative')",-0.0875701,-0.2050096,-0.1174395
