,parole_male,parole_female,tuple,average_male,average_female,female-male
0,0.23771444,0.07004802,"('unsociable', 'sociable')",0.2377144,0.070048,-0.1676664
1,1.9235866,1.7953254,"('unfriendly', 'friendly')",1.9235866,1.7953254,-0.1282612
2,0.76822615,0.83075076,"('unlikable', 'likable')",0.7682261,0.8307508,0.0625247
3,-0.0089696525,0.107864484,"('repellent', 'pleasant')",-0.0089697,0.1078645,0.1168342
4,-7.4521217,-7.415168,"('disliked', 'liked')",-7.4521217,-7.4151678,0.0369539
5,0.41836137,0.46134037,"('distant', 'outgoing')",0.4183614,0.4613404,0.042979
6,0.72639674,0.7640806,"('distant', 'open')",0.7263967,0.7640806,0.0376839
7,-0.042881593,-0.051170588,"('insensitive', 'sensitive')",-0.0428816,-0.0511706,-0.008289
8,1.4357873,1.3954588,"('unaffectionate', 'affectionate')",1.4357873,1.3954588,-0.0403285
9,2.1565018,2.1533277,"('unaffectionate', 'caring')",2.1565018,2.1533277,-0.0031741
10,-0.06169422,-0.014202453,"('unsympathetic', 'sympathetic')",-0.0616942,-0.0142025,0.0474917
11,1.8505256,1.879795,"('unhelpful', 'helpful')",1.8505256,1.879795,0.0292694
12,-1.6295404,-1.6145145,"('unsupportive', 'supportive')",-1.6295404,-1.6145145,0.0150259
13,0.2589043,0.1620456,"('impolite', 'polite')",0.2589043,0.1620456,-0.0968587
14,-0.62795854,-0.75629413,"('antisocial', 'social')",-0.6279585,-0.7562941,-0.1283356
15,0.7990656,0.74972534,"('boring', 'funny')",0.7990656,0.7497253,-0.0493403
16,0.15038694,0.115121484,"('unpopular', 'popular')",0.1503869,0.1151215,-0.0352654
17,0.18577196,0.18281896,"('nasty', 'nice')",0.185772,0.182819,-0.002953
18,-0.72718334,-0.8037875,"('disagreeable', 'welcoming')",-0.7271833,-0.8037875,-0.0766042
19,-0.07568705,-0.0050178124,"('inhospitable', 'hospitable')",-0.0756871,-0.0050178,0.0706693
20,0.12426613,0.057166763,"('rough', 'thoughtful')",0.1242661,0.0571668,-0.0670993
