,milk_male,milk_female,tuple,average_male,average_female,female-male
0,0.3657971,0.26051313,"('unsociable', 'sociable')",0.3657971,0.2605131,-0.105284
1,1.7215688,1.536084,"('unfriendly', 'friendly')",1.7215688,1.5360841,-0.1854847
2,0.48402807,0.6602239,"('unlikable', 'likable')",0.4840281,0.6602239,0.1761958
3,-0.15808074,0.07807084,"('repellent', 'pleasant')",-0.1580807,0.0780708,0.2361515
4,-6.208055,-6.391819,"('disliked', 'liked')",-6.208055,-6.391819,-0.183764
5,0.22437721,0.1958106,"('distant', 'outgoing')",0.2243772,0.1958106,-0.0285666
6,0.326268,0.26887226,"('distant', 'open')",0.326268,0.2688723,-0.0573957
7,0.44506815,0.50936085,"('insensitive', 'sensitive')",0.4450682,0.5093608,0.0642926
8,1.2281564,1.1327717,"('unaffectionate', 'affectionate')",1.2281564,1.1327717,-0.0953847
9,1.9195777,1.9066144,"('unaffectionate', 'caring')",1.9195777,1.9066144,-0.0129633
10,0.574504,0.7582981,"('unsympathetic', 'sympathetic')",0.574504,0.7582981,0.1837941
11,2.3830533,2.452851,"('unhelpful', 'helpful')",2.3830533,2.4528511,0.0697978
12,-1.3584177,-1.390355,"('unsupportive', 'supportive')",-1.3584177,-1.390355,-0.0319373
13,0.32938915,0.37119052,"('impolite', 'polite')",0.3293892,0.3711905,0.0418013
14,-0.33335823,-0.29375252,"('antisocial', 'social')",-0.3333582,-0.2937525,0.0396057
15,1.5543125,1.3460748,"('boring', 'funny')",1.5543125,1.3460748,-0.2082377
16,0.58714676,0.4940261,"('unpopular', 'popular')",0.5871468,0.4940261,-0.0931207
17,0.06781065,0.046329603,"('nasty', 'nice')",0.0678106,0.0463296,-0.021481
18,-0.69397515,-0.8410549,"('disagreeable', 'welcoming')",-0.6939752,-0.8410549,-0.1470797
19,0.08363511,0.054555368,"('inhospitable', 'hospitable')",0.0836351,0.0545554,-0.0290797
20,0.36002004,0.3210043,"('rough', 'thoughtful')",0.36002,0.3210043,-0.0390157
21,-0.07731005,0.12060053,"('immoral', 'moral')",-0.07731,0.1206005,0.1979105
22,-0.71156514,-0.6028144,"('untrustworthy', 'trustworthy')",-0.7115651,-0.6028144,0.1087507
23,6.2574396,6.3574853,"('insincere', 'sincere')",6.2574396,6.3574853,0.1000457
24,1.4950868,1.6107292,"('dishonest', 'honest')",1.4950868,1.6107292,0.1156424
25,0.77865946,0.6060077,"('egoistic', 'altruistic')",0.7786595,0.6060077,-0.1726518
26,1.1964303,0.95963734,"('hardhearted', 'benevolent')",1.1964303,0.9596373,-0.236793
