,teradyne_male,teradyne_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0693774,-1.08171,"('unsociable', 'sociable')",-0.5794863,-0.68890065,-0.8244319,-0.8853053,-0.0608734
1,-0.5726745,-0.8173872,"('unfriendly', 'friendly')",2.0421703,1.9001148,0.7347479,0.5413638,-0.1933841
2,0.025899794,-0.024188552,"('unlikable', 'likable')",0.7625467,0.8130248,0.3942232,0.3944181,0.0001949
3,-1.238146,-1.0001601,"('repellent', 'pleasant')",0.24746618,0.29771534,-0.4953399,-0.3512224,0.1441175
4,0.095260054,0.07186296,"('disliked', 'liked')",-6.4800234,-6.5281105,-3.1923816,-3.2281237,-0.0357421
5,-0.28427395,-0.33498213,"('distant', 'outgoing')",0.13822699,0.16346943,-0.0730235,-0.0857563,-0.0127328
6,-0.4238978,-0.506942,"('distant', 'open')",0.6234566,0.62599707,0.0997794,0.0595275,-0.0402519
7,-1.6048551,-1.3846552,"('insensitive', 'sensitive')",0.8898948,0.9281074,-0.3574801,-0.2282739,0.1292062
8,0.23209566,-0.05730038,"('unaffectionate', 'affectionate')",1.3524126,1.164217,0.7922541,0.5534583,-0.2387958
9,-0.41481155,-0.56860244,"('unaffectionate', 'caring')",1.4535698,1.3689212,0.5193791,0.4001594,-0.1192197
10,-2.2836,-2.088507,"('unsympathetic', 'sympathetic')",-0.51639843,-0.57586443,-1.3999993,-1.3321857,0.0678136
11,-0.54951525,-0.5452154,"('unhelpful', 'helpful')",1.4206146,1.5678939,0.4355497,0.5113392,0.0757895
12,-0.12151274,-0.12934515,"('unsupportive', 'supportive')",-1.3361702,-1.3101603,-0.7288415,-0.7197527,0.0090888
13,-1.7737334,-1.6787629,"('impolite', 'polite')",-0.6599148,-0.6050906,-1.2168241,-1.1419268,0.0748973
14,-0.9205972,-0.7458721,"('antisocial', 'social')",-0.53711283,-0.55942714,-0.728855,-0.6526496,0.0762054
15,0.21127778,0.047112532,"('boring', 'funny')",0.7072476,0.6689069,0.4592627,0.3580097,-0.101253
16,-0.18215327,-0.16361685,"('unpopular', 'popular')",0.19523054,0.29657513,0.0065386,0.0664791,0.0599405
17,-0.72780603,-0.7439356,"('nasty', 'nice')",-0.39622885,-0.41144055,-0.5620174,-0.5776881,-0.0156707
18,-0.27358449,-0.39070305,"('disagreeable', 'welcoming')",-0.08783077,-0.076708004,-0.1807076,-0.2337055,-0.0529979
19,-0.70293623,-0.5735183,"('inhospitable', 'hospitable')",0.22188707,0.2783208,-0.2405246,-0.1475987,0.0929259
20,-0.26053494,-0.2370781,"('rough', 'thoughtful')",0.9911839,0.91603637,0.3653245,0.3394791,-0.0258454
21,-1.4785773,-1.2626052,"('immoral', 'moral')",-0.9539688,-0.84446967,-1.2162731,-1.0535374,0.1627357
22,-0.67245615,-0.56414384,"('untrustworthy', 'trustworthy')",-0.698403,-0.72936124,-0.6854296,-0.6467525,0.0386771
23,-1.3918297,-1.4207611,"('insincere', 'sincere')",5.620109,5.607788,2.1141396,2.0935135,-0.0206261
24,-1.4893502,-1.4785422,"('dishonest', 'honest')",0.83289576,0.73711467,-0.3282272,-0.3707138,-0.0424866
25,0.44945046,0.39767152,"('egoistic', 'altruistic')",1.9390882,1.8544302,1.1942693,1.1260508,-0.0682185
26,0.03793093,-0.16824947,"('hardhearted', 'benevolent')",1.7600728,1.6031494,0.8990019,0.71745,-0.1815519
27,0.26700354,0.13776095,"('hardhearted', 'softhearted')",1.9722887,1.7885852,1.1196461,0.9631731,-0.156473
28,-1.3683982,-1.4845645,"('disloyal', 'loyal')",0.72462016,0.6182274,-0.321889,-0.4331686,-0.1112796
29,-0.74113655,-0.788452,"('unfair', 'fair')",-0.1909853,-0.33011574,-0.4660609,-0.5592839,-0.093223
30,-1.0420494,-0.923184,"('intolerant', 'tolerant')",0.9194063,0.9461036,-0.0613216,0.0114598,0.0727814
31,-0.48084298,-0.5680857,"('evil', 'good')",-0.54230154,-0.6618456,-0.5115722,-0.6149657,-0.1033935
32,-0.36148503,-0.41880268,"('unkind', 'kind')",0.9566085,0.75639987,0.2975617,0.1687986,-0.1287631
33,0.21693501,0.069502845,"('wrong', 'right')",-0.019281793,-0.06068816,0.0988266,0.0044073,-0.0944193
34,-0.52840275,-0.41549462,"('mean', 'honorable')",5.4667544,5.689093,2.4691758,2.6367993,0.1676235
35,0.42038038,0.19452162,"('corrupt', 'incorrupt')",0.14211199,-0.017765943,0.2812462,0.0883778,-0.1928684
36,-0.13848193,-0.31002462,"('hostile', 'amicable')",0.31716064,0.10653556,0.0893394,-0.1017445,-0.1910839
37,0.08036373,0.26358515,"('fake', 'genuine')",0.56103545,0.52091795,0.3206996,0.3922516,0.071552
38,-1.0933523,-1.110821,"('untruthful', 'truthful')",-0.30453193,-0.16471297,-0.6989421,-0.637767,0.0611751
39,-0.35092446,-0.38575208,"('exploitative', 'cooperative')",0.43020254,0.34125564,0.039639,-0.0222482,-0.0618872
40,0.3805041,0.26721296,"('stingy', 'generous')",-1.2225221,-1.3542655,-0.421009,-0.5435262,-0.1225172
41,-0.6626137,-0.8005247,"('unforgiving', 'forgiving')",-0.036847077,-0.117583424,-0.3497304,-0.4590541,-0.1093237
42,-0.18241444,0.07291648,"('unreliable', 'reliable')",-3.0153384,-2.8493228,-1.5988765,-1.3882031,0.2106734
43,-1.1577336,-1.0237435,"('irresponsible', 'responsible')",0.6910702,0.7312676,-0.2333317,-0.146238,0.0870937
44,0.3810351,0.31331426,"('prejudiced', 'unprejudiced')",-1.5707924,-1.5932479,-0.5948787,-0.6399668,-0.0450881
45,-1.53223,-1.3365701,"('incompetent', 'competent')",-0.2716885,-0.28239018,-0.9019592,-0.8094802,0.092479
46,-0.9269302,-0.6760547,"('uncompetitive', 'competitive')",-0.9170519,-0.86832774,-0.9219911,-0.7721912,0.1497999
47,-0.50721896,-0.38859397,"('stupid', 'smart')",5.1206207,5.2151856,2.3067009,2.4132957,0.1065948
48,-0.2922867,-0.40372688,"('unintelligent', 'intelligent')",0.53428274,0.5834475,0.120998,0.0898603,-0.0311377
49,-0.26777148,-0.20904191,"('unable', 'able')",-0.091560155,0.05718152,-0.1796658,-0.0759302,0.1037356
50,0.10497913,0.040124442,"('clumsy', 'skillful')",0.2923902,0.27531743,0.1986847,0.1577209,-0.0409638
