,everybody_male,everybody_female,tuple,average_male,average_female,female-male
0,0.35663664,0.31169257,"('unsociable', 'sociable')",0.3566366,0.3116926,-0.044944
1,0.90098155,1.0509602,"('unfriendly', 'friendly')",0.9009815,1.0509602,0.1499787
2,-0.095959365,0.11382741,"('unlikable', 'likable')",-0.0959594,0.1138274,0.2097868
3,1.0008126,1.1475805,"('repellent', 'pleasant')",1.0008126,1.1475805,0.1467679
4,-7.198591,-7.4094915,"('disliked', 'liked')",-7.1985912,-7.4094915,-0.2109003
5,-0.46197724,-0.22990717,"('distant', 'outgoing')",-0.4619772,-0.2299072,0.23207
6,-0.22621962,-0.10112859,"('distant', 'open')",-0.2262196,-0.1011286,0.125091
7,1.2354792,1.3526512,"('insensitive', 'sensitive')",1.2354792,1.3526512,0.117172
8,0.75928915,0.7116412,"('unaffectionate', 'affectionate')",0.7592891,0.7116412,-0.0476479
9,1.1828022,1.3915571,"('unaffectionate', 'caring')",1.1828022,1.3915571,0.2087549
10,1.0966324,1.1055393,"('unsympathetic', 'sympathetic')",1.0966324,1.1055393,0.0089069
11,1.904122,2.1314938,"('unhelpful', 'helpful')",1.904122,2.1314938,0.2273718
12,-1.4770886,-1.3200587,"('unsupportive', 'supportive')",-1.4770886,-1.3200587,0.1570299
13,0.28481662,0.4357564,"('impolite', 'polite')",0.2848166,0.4357564,0.1509398
14,0.5534661,0.38365525,"('antisocial', 'social')",0.5534661,0.3836553,-0.1698108
15,0.556865,0.5487822,"('boring', 'funny')",0.556865,0.5487822,-0.0080828
16,-0.94102055,-0.82995796,"('unpopular', 'popular')",-0.9410205,-0.829958,0.1110625
17,-0.017276015,-0.1194357,"('nasty', 'nice')",-0.017276,-0.1194357,-0.1021597
18,-0.5625003,-0.4571249,"('disagreeable', 'welcoming')",-0.5625003,-0.4571249,0.1053754
19,-0.75915277,-0.5152436,"('inhospitable', 'hospitable')",-0.7591528,-0.5152436,0.2439092
20,0.4302356,0.23631388,"('rough', 'thoughtful')",0.4302356,0.2363139,-0.1939217
21,0.24988306,0.5599942,"('immoral', 'moral')",0.2498831,0.5599942,0.3101111
22,0.29180214,0.32818002,"('untrustworthy', 'trustworthy')",0.2918021,0.32818,0.0363779
23,6.3986025,6.859432,"('insincere', 'sincere')",6.3986025,6.8594322,0.4608297
24,1.5940654,1.8293699,"('dishonest', 'honest')",1.5940654,1.8293699,0.2353045
25,0.45514658,0.43770942,"('egoistic', 'altruistic')",0.4551466,0.4377094,-0.0174372
26,1.1004053,0.6750377,"('hardhearted', 'benevolent')",1.1004053,0.6750377,-0.4253676
27,1.4670736,1.3895537,"('hardhearted', 'softhearted')",1.4670736,1.3895537,-0.0775199
28,1.3082669,1.1971143,"('disloyal', 'loyal')",1.3082669,1.1971143,-0.1111526
29,-0.34948072,-0.44953087,"('unfair', 'fair')",-0.3494807,-0.4495309,-0.1000502
30,1.103926,1.1618494,"('intolerant', 'tolerant')",1.1039259,1.1618494,0.0579235
31,-1.4814651,-1.6083419,"('evil', 'good')",-1.4814651,-1.6083419,-0.1268768
32,1.1818886,1.1553985,"('unkind', 'kind')",1.1818886,1.1553985,-0.0264901
33,-0.33463144,-0.19385982,"('wrong', 'right')",-0.3346314,-0.1938598,0.1407716
34,4.3105717,4.832438,"('mean', 'honorable')",4.3105717,4.832438,0.5218663
35,-1.2707487,-1.4922655,"('corrupt', 'incorrupt')",-1.2707487,-1.4922655,-0.2215168
36,-1.0468601,-1.2135816,"('hostile', 'amicable')",-1.0468601,-1.2135816,-0.1667215
37,0.88534486,0.81598777,"('fake', 'genuine')",0.8853449,0.8159878,-0.0693571
38,-0.42640927,-0.18806535,"('untruthful', 'truthful')",-0.4264093,-0.1880654,0.2383439
39,0.35267624,0.3442001,"('exploitative', 'cooperative')",0.3526762,0.3442001,-0.0084761
40,-1.0889592,-1.1415085,"('stingy', 'generous')",-1.0889592,-1.1415085,-0.0525493
41,0.5330469,0.21417506,"('unforgiving', 'forgiving')",0.5330469,0.2141751,-0.3188718
42,-2.0396705,-2.1223571,"('unreliable', 'reliable')",-2.0396705,-2.1223571,-0.0826866
43,1.1573865,1.2830725,"('irresponsible', 'responsible')",1.1573865,1.2830725,0.125686
44,-1.0848876,-1.3760482,"('prejudiced', 'unprejudiced')",-1.0848876,-1.3760482,-0.2911606
45,0.56093633,0.3991077,"('incompetent', 'competent')",0.5609363,0.3991077,-0.1618286
46,-0.34207597,-0.25795972,"('uncompetitive', 'competitive')",-0.342076,-0.2579597,0.0841163
47,4.968248,5.282901,"('stupid', 'smart')",4.9682479,5.2829008,0.3146529
48,0.3110813,0.43712226,"('unintelligent', 'intelligent')",0.3110813,0.4371223,0.126041
49,-0.33753073,-0.058776908,"('unable', 'able')",-0.3375307,-0.0587769,0.2787538
50,-0.57574093,-0.48913336,"('clumsy', 'skillful')",-0.5757409,-0.4891334,0.0866075
51,0.6346252,0.7963421,"('uneducated', 'educated')",0.6346252,0.7963421,0.1617169
52,-0.43401915,-0.55108976,"('irrational', 'rational')",-0.4340191,-0.5510898,-0.1170707
53,-0.29018486,-0.1982799,"('uncreative', 'creative')",-0.2901849,-0.1982799,0.091905
54,0.69513637,1.0361654,"('incapable', 'capable')",0.6951364,1.0361654,0.341029
55,0.988407,1.1434366,"('incompetent', 'clever')",0.988407,1.1434366,0.1550296
56,0.6254885,0.8346062,"('impractical', 'practical')",0.6254885,0.8346062,0.2091177
57,-1.9388331,-2.1905978,"('unimaginative', 'imaginative')",-1.9388331,-2.1905978,-0.2517647
58,0.39784655,0.28771582,"('undiscriminating', 'discriminating')",0.3978465,0.2877158,-0.1101307
59,-0.21882981,-0.08384543,"('foolish', 'wise')",-0.2188298,-0.0838454,0.1349844
60,0.71966666,1.0081935,"('inefficient', 'efficient')",0.7196667,1.0081935,0.2885268
61,0.41836604,0.42729962,"('illogical', 'logical')",0.418366,0.4272996,0.0089336
62,0.88488394,1.3241287,"('incompetent', 'brilliant')",0.8848839,1.3241287,0.4392448
63,0.33746254,0.59083325,"('unperceptive', 'insightful')",0.3374625,0.5908332,0.2533707
64,-5.6467447,-5.595531,"('shy', 'confident')",-5.6467447,-5.595531,0.0512137
65,0.8304914,1.0549793,"('insecure', 'secure')",0.8304914,1.0549793,0.2244879
66,-0.3354865,-0.58220273,"('inactive', 'active')",-0.3354865,-0.5822027,-0.2467162
67,-0.77439153,-0.8444294,"('doubtful', 'determined')",-0.7743915,-0.8444294,-0.0700379
68,-0.8328542,-0.483148,"('dependent', 'independent')",-0.8328542,-0.483148,0.3497062
69,-2.0794837,-2.164259,"('lazy', 'industrious')",-2.0794837,-2.164259,-0.0847753
70,1.813691,1.7701476,"('lethargic', 'energetic')",1.813691,1.7701476,-0.0435434
71,0.3241041,0.5190533,"('diffident', 'self-confident')",0.3241041,0.5190533,0.1949492
72,0.84768116,1.1189878,"('unambitious', 'ambitious')",0.8476812,1.1189878,0.2713066
73,-2.6067324,-2.48842,"('helpless', 'self-reliant')",-2.6067324,-2.48842,0.1183124
74,0.40485632,0.26956964,"('undedicated', 'dedicated')",0.4048563,0.2695696,-0.1352867
75,-0.7055563,-0.786351,"('meek', 'impulsive')",-0.7055563,-0.786351,-0.0807947
76,0.64525473,0.619203,"('anxious', 'daring')",0.6452547,0.619203,-0.0260517
77,-1.5018036,-1.2491914,"('unmotivated', 'motivated')",-1.5018036,-1.2491914,0.2526122
78,-1.022654,-0.93408763,"('nonresilient', 'resilient')",-1.0226541,-0.9340876,0.0885665
79,-0.29330295,-0.3596614,"('wavering', 'unwavering')",-0.293303,-0.3596614,-0.0663584
80,0.29990977,0.21665002,"('dominated', 'dominating')",0.2999098,0.21665,-0.0832598
81,0.27553844,0.31535968,"('submissive', 'aggressive')",0.2755384,0.3153597,0.0398213
82,5.9692736,6.3728533,"('poor', 'rich')",5.9692736,6.3728533,0.4035797
83,-0.31722972,-0.35413957,"('powerless', 'powerful')",-0.3172297,-0.3541396,-0.0369099
84,0.29001772,0.44107565,"('inferior', 'superior')",0.2900177,0.4410757,0.151058
85,-1.48112,-1.7170181,"('insignificant', 'prestigious')",-1.48112,-1.7170181,-0.2358981
86,0.83121556,0.8216654,"('uninfluential', 'influential')",0.8312156,0.8216654,-0.0095502
87,-0.031736106,0.28416085,"('unsuccessful', 'successful')",-0.0317361,0.2841609,0.315897
88,-0.04190276,0.056152903,"('low', 'eminent')",-0.0419028,0.0561529,0.0980557
