,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3034736,-1.4471651,"('unsociable', 'sociable')",-0.025511213,-0.18856265,-0.65248203,-0.81436384,-0.660489,-0.8166972,-0.1562082
1,0.20452885,0.101562545,"('unfriendly', 'friendly')",0.80870116,0.59552795,1.608973,1.5336893,0.8740676,0.7435932,-0.1304744
2,0.38074517,0.3964456,"('unlikable', 'likable')",0.88009834,0.9138363,0.7179513,0.77412814,0.6595983,0.6948033,0.035205
3,-0.00027125608,0.054215446,"('repellent', 'pleasant')",1.1467758,1.2538404,0.3378159,0.36775813,0.4947735,0.5586047,0.0638312
4,-0.8437308,-0.9879627,"('disliked', 'liked')",-0.1773598,-0.2810442,-5.7486773,-5.757122,-2.2565893,-2.3420429,-0.0854536
5,-0.890377,-0.86117905,"('distant', 'outgoing')",-0.6123946,-0.5762356,-0.16905713,-0.12827565,-0.5572762,-0.5218968,0.0353794
6,-1.4583261,-1.4256148,"('distant', 'open')",-1.1143783,-1.1386905,0.11039089,0.14578381,-0.8207711,-0.8061738,0.0145973
7,0.4452298,0.44343618,"('insensitive', 'sensitive')",0.7288133,0.8354979,0.6506585,0.6869419,0.6082338,0.655292,0.0470582
8,-0.048862286,-0.093448326,"('unaffectionate', 'affectionate')",-0.25558758,-0.32804322,0.7517903,0.6872794,0.1491135,0.0885959,-0.0605176
9,1.0072793,1.0014555,"('unaffectionate', 'caring')",0.6498224,0.6484331,1.0447897,1.035012,0.9006305,0.8949669,-0.0056636
10,0.12208811,0.06000895,"('unsympathetic', 'sympathetic')",-0.38558474,-0.43677992,-0.36276403,-0.3711699,-0.2087535,-0.2493136,-0.0405601
11,0.39317265,0.50236785,"('unhelpful', 'helpful')",0.69086885,0.7589325,1.706927,1.8239744,0.9303228,1.0284249,0.0981021
12,0.95962167,0.9480488,"('unsupportive', 'supportive')",0.869144,0.8954215,-1.5196393,-1.4545068,0.1030421,0.1296545,0.0266124
13,-0.49633926,-0.48826817,"('impolite', 'polite')",-0.3380711,-0.3318231,-0.5301579,-0.6112076,-0.4548561,-0.4770996,-0.0222435
14,-0.23114327,-0.18867987,"('antisocial', 'social')",0.77558094,0.8376669,-0.5530329,-0.6193789,-0.0028651,0.0098694,0.0127345
15,-0.5104443,-0.56129944,"('boring', 'funny')",-0.91049665,-0.9595842,0.425714,0.3974003,-0.3317423,-0.3744944,-0.0427521
16,-1.4845792,-1.5457835,"('unpopular', 'popular')",-0.008301318,-0.037437487,0.3237694,0.3769861,-0.3897038,-0.4020783,-0.0123745
17,-0.5184378,-0.4705857,"('nasty', 'nice')",0.35727125,0.49577665,-0.29345137,-0.19559735,-0.1515393,-0.0568021,0.0947372
18,-0.3795275,-0.42221743,"('disagreeable', 'welcoming')",-0.36540383,-0.33216166,-0.51225793,-0.53022575,-0.4190631,-0.4282016,-0.0091385
19,-0.7309362,-0.72199166,"('inhospitable', 'hospitable')",-1.383541,-1.3264681,0.07510579,0.11200504,-0.6797905,-0.6454849,0.0343056
20,0.3276012,0.37604344,"('rough', 'thoughtful')",0.18848048,0.22442266,0.90848917,0.8692322,0.4748569,0.4898994,0.0150425
21,0.65610874,0.6064024,"('immoral', 'moral')",1.108147,1.1313189,-0.49322936,-0.42358032,0.4236755,0.438047,0.0143715
22,-0.06399317,-0.06466047,"('untrustworthy', 'trustworthy')",-0.19530113,-0.2036286,-0.8770213,-0.86827695,-0.3787719,-0.3788553,-8.34e-05
23,0.48118156,0.43992358,"('insincere', 'sincere')",0.7690011,0.7030231,5.2509327,5.2141566,2.1670384,2.1190344,-0.048004
24,1.05568,1.0838363,"('dishonest', 'honest')",0.29321316,0.27838564,0.7478766,0.701498,0.6989233,0.6879067,-0.0110166
25,0.25074142,0.29682913,"('egoistic', 'altruistic')",0.9905526,1.0163012,1.6228849,1.6239285,0.9547263,0.9790196,0.0242933
26,0.6046411,0.46334565,"('hardhearted', 'benevolent')",1.0756239,0.9835896,1.5829108,1.4523127,1.0877252,0.966416,-0.1213092
27,-0.4388321,-0.39494565,"('hardhearted', 'softhearted')",-0.13682604,-0.051049203,1.5444591,1.4695,0.3229337,0.3411684,0.0182347
28,0.24259165,0.0982285,"('disloyal', 'loyal')",0.03221415,-0.11658892,0.6124305,0.5294187,0.2957454,0.1703528,-0.1253926
