,sibling_male,sibling_female,tuple,average_male,average_female,female-male
0,0.88707286,0.5340478,"('unsociable', 'sociable')",0.8870729,0.5340478,-0.3530251
1,0.9064516,0.9794609,"('unfriendly', 'friendly')",0.9064516,0.9794609,0.0730093
2,0.31906146,0.49593097,"('unlikable', 'likable')",0.3190615,0.495931,0.1768695
3,0.9951182,0.9051325,"('repellent', 'pleasant')",0.9951182,0.9051325,-0.0899857
4,-7.3141837,-7.3159294,"('disliked', 'liked')",-7.3141837,-7.3159294,-0.0017457
5,-0.96752584,-0.69741684,"('distant', 'outgoing')",-0.9675258,-0.6974168,0.270109
6,-0.95474017,-0.70004624,"('distant', 'open')",-0.9547402,-0.7000462,0.254694
7,1.0228769,0.95540094,"('insensitive', 'sensitive')",1.0228769,0.9554009,-0.067476
8,0.39609587,0.55410457,"('unaffectionate', 'affectionate')",0.3960959,0.5541046,0.1580087
9,1.187402,1.3479137,"('unaffectionate', 'caring')",1.187402,1.3479137,0.1605117
10,1.6479257,1.5024184,"('unsympathetic', 'sympathetic')",1.6479257,1.5024184,-0.1455073
11,2.6189408,2.5682204,"('unhelpful', 'helpful')",2.6189408,2.5682204,-0.0507204
12,-1.514033,-1.5726355,"('unsupportive', 'supportive')",-1.514033,-1.5726355,-0.0586025
13,1.2671196,1.009295,"('impolite', 'polite')",1.2671196,1.009295,-0.2578246
14,0.3829253,-0.11917323,"('antisocial', 'social')",0.3829253,-0.1191732,-0.5020985
15,0.36958176,0.40164274,"('boring', 'funny')",0.3695818,0.4016427,0.0320609
16,-0.48168784,-0.37876105,"('unpopular', 'popular')",-0.4816878,-0.3787611,0.1029267
17,-0.49422798,-0.47797164,"('nasty', 'nice')",-0.494228,-0.4779716,0.0162564
18,-0.62662446,-0.81238735,"('disagreeable', 'welcoming')",-0.6266245,-0.8123873,-0.1857628
19,-1.3732588,-1.0551394,"('inhospitable', 'hospitable')",-1.3732588,-1.0551394,0.3181194
20,0.97450256,0.76410145,"('rough', 'thoughtful')",0.9745026,0.7641014,-0.2104012
21,0.48454487,0.3431863,"('immoral', 'moral')",0.4845449,0.3431863,-0.1413586
22,0.27278906,0.19983983,"('untrustworthy', 'trustworthy')",0.2727891,0.1998398,-0.0729493
23,6.6217694,6.60878,"('insincere', 'sincere')",6.6217694,6.6087799,-0.0129895
24,1.672227,1.6080136,"('dishonest', 'honest')",1.672227,1.6080136,-0.0642134
25,0.21586114,0.15613759,"('egoistic', 'altruistic')",0.2158611,0.1561376,-0.0597235
26,0.1739667,-0.047509722,"('hardhearted', 'benevolent')",0.1739667,-0.0475097,-0.2214764
27,1.1992815,1.0901803,"('hardhearted', 'softhearted')",1.1992815,1.0901803,-0.1091012
28,1.120807,1.0522107,"('disloyal', 'loyal')",1.1208071,1.0522107,-0.0685964
29,-1.0735478,-1.1352452,"('unfair', 'fair')",-1.0735478,-1.1352452,-0.0616974
30,1.274828,1.0814029,"('intolerant', 'tolerant')",1.274828,1.0814029,-0.1934251
31,-2.3956742,-2.1803749,"('evil', 'good')",-2.3956742,-2.1803749,0.2152993
32,1.3412795,1.2534649,"('unkind', 'kind')",1.3412795,1.2534649,-0.0878146
33,-0.8050439,-0.75316924,"('wrong', 'right')",-0.8050439,-0.7531692,0.0518747
34,4.456427,4.7185245,"('mean', 'honorable')",4.4564271,4.7185245,0.2620974
35,-2.116632,-1.980795,"('corrupt', 'incorrupt')",-2.116632,-1.980795,0.135837
