,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,female-male
0,-0.6204868,-0.7644509,"('unsociable', 'sociable')",-0.1620194,-0.20310481,-0.030760903,-0.1249565,-0.271089,-0.3641707,-0.0930817
1,1.3093231,1.3325897,"('unfriendly', 'friendly')",2.2075012,2.1816955,1.5035903,1.4018399,1.6734715,1.6387083,-0.0347632
2,0.22992462,0.16846943,"('unlikable', 'likable')",0.52599865,0.4741062,0.7649596,0.871295,0.5069609,0.5046235,-0.0023374
3,-1.7369963,-1.6866605,"('repellent', 'pleasant')",-1.8052841,-1.7924099,0.664634,0.65134203,-0.9592155,-0.9425761,0.0166394
4,0.15337744,0.20909749,"('disliked', 'liked')",0.5488285,0.53824884,-7.3656445,-7.3733077,-2.2211463,-2.2086538,0.0124925
5,0.63662815,0.75152427,"('distant', 'outgoing')",1.7214577,1.8157363,-1.2267977,-1.0487715,0.3770961,0.506163,0.1290669
6,0.19433929,0.37126818,"('distant', 'open')",1.3181363,1.4302968,-1.0279295,-0.8088502,0.1615154,0.3309049,0.1693895
7,-0.62947947,-0.57621723,"('insensitive', 'sensitive')",-0.2439044,-0.17517006,0.15991265,0.18691756,-0.2378237,-0.1881566,0.0496671
8,0.9471854,0.95560956,"('unaffectionate', 'affectionate')",2.078732,2.039669,0.47272485,0.4685854,1.1662141,1.1546214,-0.0115927
9,1.2313926,1.2160549,"('unaffectionate', 'caring')",2.1672032,2.1456983,0.8603299,0.8738078,1.419642,1.4118536,-0.0077884
10,-1.228364,-1.2587583,"('unsympathetic', 'sympathetic')",-0.6800926,-0.6377635,-0.12823538,-0.16450626,-0.6788973,-0.6870093,-0.008112
11,-0.8651054,-0.94544864,"('unhelpful', 'helpful')",-0.2458469,-0.28502563,2.4523463,2.425298,0.4471314,0.3982746,-0.0488568
12,0.17683016,0.26786882,"('unsupportive', 'supportive')",1.367666,1.421438,-2.0271971,-1.9054576,-0.1609003,-0.0720503,0.08885
13,-0.18401945,-0.32496527,"('impolite', 'polite')",-0.043597132,-0.07862106,0.078492016,0.006956391,-0.0497082,-0.13221,-0.0825018
14,-0.6190871,-0.7394249,"('antisocial', 'social')",-0.69691056,-0.7962228,0.11746864,0.0017270725,-0.3995097,-0.5113068,-0.1117971
15,0.72151953,0.6428367,"('boring', 'funny')",1.6193951,1.583217,0.43082267,0.47273535,0.9239124,0.8995964,-0.024316
16,-0.20779824,-0.2683113,"('unpopular', 'popular')",-0.30555794,-0.34831682,0.13290247,0.008351825,-0.1268179,-0.2027588,-0.0759409
17,-1.3486887,-1.3079947,"('nasty', 'nice')",-0.13060383,-0.035183348,-0.513206,-0.44987863,-0.6641662,-0.5976856,0.0664806
18,-0.2723288,-0.25082994,"('disagreeable', 'welcoming')",0.4082436,0.4276702,-0.77943695,-0.781238,-0.2145074,-0.2014659,0.0130415
19,0.11884838,0.1549597,"('inhospitable', 'hospitable')",0.51684195,0.4747321,-0.18705115,-0.113130376,0.1495464,0.1721871,0.0226407
20,-0.546955,-0.5320695,"('rough', 'thoughtful')",-0.4082574,-0.37911972,0.42502004,0.38476616,-0.1767308,-0.1754743,0.0012565
21,-0.24595027,-0.3642511,"('immoral', 'moral')",0.047162265,0.028049245,-0.37411296,-0.41473132,-0.190967,-0.2503111,-0.0593441
22,-0.41574693,-0.4618318,"('untrustworthy', 'trustworthy')",-0.5635586,-0.59910953,-0.8832375,-0.8416143,-0.6208477,-0.6341852,-0.0133375
23,-0.13103648,-0.25428966,"('insincere', 'sincere')",0.26805884,0.24919625,6.7840505,6.620814,2.3070243,2.2052401,-0.1017842
24,0.3880723,0.34962648,"('dishonest', 'honest')",1.0670117,1.1076745,0.89991796,0.92075586,0.7850006,0.7926856,0.007685
25,1.5883619,1.6272894,"('egoistic', 'altruistic')",2.026665,2.0508914,1.4273192,1.3921771,1.680782,1.6901193,0.0093373
26,1.0140452,0.98086107,"('hardhearted', 'benevolent')",1.8683418,1.7871945,1.4762244,1.4146098,1.4528705,1.3942218,-0.0586487
27,-0.42726853,-0.40774497,"('hardhearted', 'softhearted')",0.14553578,0.14994988,0.57530093,0.6096826,0.0978561,0.1172958,0.0194397
