,foot_male,foot_female,tuple,locker_male,locker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3664044,0.31649333,"('unsociable', 'sociable')",1.6407908,1.6084151,-0.033105906,-0.16964556,0.6580298,0.5850876,-0.0729422
1,0.6314479,0.75455236,"('unfriendly', 'friendly')",-0.3291416,-0.37439102,2.2688513,2.2679024,0.8570526,0.8826879,0.0256353
2,-0.47898555,-0.4367813,"('unlikable', 'likable')",0.1021924,0.19713177,0.25772974,0.32710648,-0.0396878,0.0291523,0.0688401
3,-0.65271074,-0.51415,"('repellent', 'pleasant')",0.020209987,0.2117379,-0.01818915,0.06197897,-0.2168966,-0.0801444,0.1367522
4,1.0315654,1.0357014,"('disliked', 'liked')",-0.1146177,-0.090447955,-6.5456057,-6.5953856,-1.8762193,-1.8833774,-0.0071581
5,0.7492775,0.88780904,"('distant', 'outgoing')",-0.87031144,-0.8319929,-0.14012618,-0.12751797,-0.0870534,-0.0239006,0.0631528
6,0.25328034,0.37437224,"('distant', 'open')",-1.0006522,-0.97124124,0.48542202,0.4688924,-0.0873166,-0.0426589,0.0446577
7,-0.027862683,0.0014118813,"('insensitive', 'sensitive')",0.718791,0.8348686,1.023618,1.0610436,0.5715154,0.6324414,0.060926
8,-0.52037096,-0.5093075,"('unaffectionate', 'affectionate')",-0.8584596,-0.9092308,1.3294767,1.212554,-0.0164513,-0.0686615,-0.0522102
9,0.11498057,0.1280471,"('unaffectionate', 'caring')",-0.47724646,-0.48662955,1.541427,1.5251147,0.3930537,0.3888441,-0.0042096
10,-0.78175473,-0.7122268,"('unsympathetic', 'sympathetic')",0.2917229,0.3210029,-0.12675852,-0.123041086,-0.2055968,-0.1714217,0.0341751
11,-0.3988148,-0.3445744,"('unhelpful', 'helpful')",-0.11598862,0.04321503,1.7914941,1.89575,0.4255636,0.5314635,0.1058999
12,0.73786557,0.890047,"('unsupportive', 'supportive')",0.67166436,0.871727,-1.694378,-1.6663489,-0.0949494,0.0318084,0.1267578
13,0.85833645,0.80809444,"('impolite', 'polite')",1.5951898,1.6486079,-0.6834839,-0.6985539,0.5900141,0.5860494,-0.0039647
14,1.1274848,1.0860072,"('antisocial', 'social')",1.3293682,1.3475507,-0.27406487,-0.32207972,0.727596,0.7038261,-0.0237699
15,0.7667704,0.8094001,"('boring', 'funny')",-0.4560902,-0.55588126,0.5734761,0.5247317,0.2947188,0.2594168,-0.035302
16,-0.7948917,-0.68926865,"('unpopular', 'popular')",-1.0277995,-0.8878576,0.2707482,0.32209772,-0.5173144,-0.4183428,0.0989716
17,0.37914205,0.57409835,"('nasty', 'nice')",-0.3868786,-0.2406188,-0.37717405,-0.3079194,-0.1283035,0.00852,0.1368235
18,-1.5543894,-1.4636455,"('disagreeable', 'welcoming')",-0.954255,-0.80838525,-0.50136787,-0.55740076,-1.0033374,-0.9431438,0.0601936
19,-0.60332084,-0.5124918,"('inhospitable', 'hospitable')",-1.3313824,-1.1644664,-0.14698894,-0.048715558,-0.6938974,-0.5752246,0.1186728
20,-0.5758364,-0.46922573,"('rough', 'thoughtful')",-0.89749825,-0.80986595,1.1068591,1.1073622,-0.1221585,-0.0572432,0.0649153
21,-0.014763191,0.038447008,"('immoral', 'moral')",0.71110266,0.8227976,-0.80297023,-0.69722235,-0.0355436,0.0546741,0.0902177
22,-0.10634661,-0.16551316,"('untrustworthy', 'trustworthy')",0.74501544,0.70647955,-0.38530946,-0.48653087,0.0844531,0.0181452,-0.0663079
