,motor_male,motor_female,tuple,average_male,average_female,female-male
0,-0.37190995,-0.44190368,"('unsociable', 'sociable')",-0.3719099,-0.4419037,-0.0699938
1,1.8314896,1.7294012,"('unfriendly', 'friendly')",1.8314896,1.7294012,-0.1020884
2,0.4581895,0.62219954,"('unlikable', 'likable')",0.4581895,0.6221995,0.16401
3,0.09367164,0.33939585,"('repellent', 'pleasant')",0.0936716,0.3393959,0.2457243
4,-6.75684,-6.7702074,"('disliked', 'liked')",-6.7568402,-6.7702074,-0.0133672
5,0.3996928,0.41969866,"('distant', 'outgoing')",0.3996928,0.4196987,0.0200059
6,0.46656284,0.45776615,"('distant', 'open')",0.4665628,0.4577661,-0.0087967
7,0.41796002,0.60253507,"('insensitive', 'sensitive')",0.41796,0.6025351,0.1845751
8,1.5383971,1.4604824,"('unaffectionate', 'affectionate')",1.5383971,1.4604824,-0.0779147
9,1.9952922,2.0137897,"('unaffectionate', 'caring')",1.9952922,2.0137897,0.0184975
10,0.2518531,0.34166843,"('unsympathetic', 'sympathetic')",0.2518531,0.3416684,0.0898153
11,2.319141,2.330649,"('unhelpful', 'helpful')",2.3191409,2.3306489,0.011508
12,-1.5329643,-1.4786481,"('unsupportive', 'supportive')",-1.5329643,-1.4786481,0.0543162
13,-0.15448487,-0.20670551,"('impolite', 'polite')",-0.1544849,-0.2067055,-0.0522206
14,-0.16276047,-0.08627141,"('antisocial', 'social')",-0.1627605,-0.0862714,0.0764891
15,0.7099312,0.6777974,"('boring', 'funny')",0.7099312,0.6777974,-0.0321338
16,-0.2526548,-0.15083177,"('unpopular', 'popular')",-0.2526548,-0.1508318,0.101823
17,0.22020218,0.24713981,"('nasty', 'nice')",0.2202022,0.2471398,0.0269376
18,-0.3868484,-0.33462864,"('disagreeable', 'welcoming')",-0.3868484,-0.3346286,0.0522198
19,0.25678313,0.27445662,"('inhospitable', 'hospitable')",0.2567831,0.2744566,0.0176735
20,0.26768407,0.18406732,"('rough', 'thoughtful')",0.2676841,0.1840673,-0.0836168
21,-0.5009409,-0.3112471,"('immoral', 'moral')",-0.5009409,-0.3112471,0.1896938
22,-0.44813508,-0.38746884,"('untrustworthy', 'trustworthy')",-0.4481351,-0.3874688,0.0606663
23,6.2893763,6.437564,"('insincere', 'sincere')",6.2893763,6.4375639,0.1481876
24,1.5667194,1.6399653,"('dishonest', 'honest')",1.5667194,1.6399653,0.0732459
25,0.36626595,0.31899226,"('egoistic', 'altruistic')",0.366266,0.3189923,-0.0472737
26,0.8153622,0.6447979,"('hardhearted', 'benevolent')",0.8153622,0.6447979,-0.1705643
27,1.3502145,1.3061147,"('hardhearted', 'softhearted')",1.3502145,1.3061147,-0.0440998
28,1.0129596,1.0086403,"('disloyal', 'loyal')",1.0129596,1.0086403,-0.0043193
29,0.11375877,-0.049800757,"('unfair', 'fair')",0.1137588,-0.0498008,-0.1635596
30,0.584275,0.59300035,"('intolerant', 'tolerant')",0.584275,0.5930004,0.0087254
31,-0.99395823,-0.98789966,"('evil', 'good')",-0.9939582,-0.9878997,0.0060585
32,1.1559166,1.0937496,"('unkind', 'kind')",1.1559166,1.0937496,-0.062167
33,0.043534957,-0.043078143,"('wrong', 'right')",0.043535,-0.0430781,-0.0866131
34,4.5380936,4.7760377,"('mean', 'honorable')",4.5380936,4.7760377,0.2379441
35,-0.5107014,-0.65307486,"('corrupt', 'incorrupt')",-0.5107014,-0.6530749,-0.1423735
