,nasdaq_male,nasdaq_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.5454489,-1.8294426,"('unsociable', 'sociable')",-0.33396697,-0.4533438,-0.9397079,-1.1413932,-0.2016853
1,1.8568023,1.7439029,"('unfriendly', 'friendly')",1.9686111,1.7287284,1.9127067,1.7363157,-0.176391
2,1.5970837,1.6013391,"('unlikable', 'likable')",0.957111,1.031949,1.2770973,1.3166441,0.0395468
3,-1.6132814,-1.5807275,"('repellent', 'pleasant')",0.16088355,0.21478754,-0.7261989,-0.6829699,0.043229
4,1.0666965,1.0264748,"('disliked', 'liked')",-6.0606737,-6.066703,-2.4969885,-2.5201139,-0.0231254
5,1.8910347,2.1159878,"('distant', 'outgoing')",-0.18973847,-0.22194928,0.8506481,0.9470192,0.0963711
6,2.6260526,2.8265288,"('distant', 'open')",0.3893585,0.31522802,1.5077056,1.5708784,0.0631728
7,-1.0267347,-1.0727898,"('insensitive', 'sensitive')",0.87071913,0.8581678,-0.0780078,-0.107311,-0.0293032
8,0.6054554,0.51772475,"('unaffectionate', 'affectionate')",0.964452,0.74474335,0.7849537,0.631234,-0.1537197
9,0.71251553,0.6203598,"('unaffectionate', 'caring')",1.316504,1.2024691,1.0145098,0.9114144,-0.1030954
10,-2.6834753,-2.9389963,"('unsympathetic', 'sympathetic')",-0.26002735,-0.21891125,-1.4717513,-1.5789537,-0.1072024
11,-1.8661355,-1.9502832,"('unhelpful', 'helpful')",1.9691653,2.072576,0.0515149,0.0611464,0.0096315
12,0.17333896,0.17032138,"('unsupportive', 'supportive')",-1.4906523,-1.4342614,-0.6586567,-0.63197,0.0266867
13,-1.8970633,-2.0603414,"('impolite', 'polite')",-0.60779715,-0.5841282,-1.2524302,-1.3222347,-0.0698045
14,-2.3695214,-2.5145092,"('antisocial', 'social')",-0.5357509,-0.5445447,-1.4526361,-1.5295269,-0.0768908
15,1.243254,1.1819633,"('boring', 'funny')",0.57315916,0.51353276,0.9082066,0.847748,-0.0604586
16,0.7135473,0.7739125,"('unpopular', 'popular')",0.7235323,0.69823587,0.7185398,0.7360742,0.0175344
17,0.15467484,0.23536372,"('nasty', 'nice')",-0.47353068,-0.45535198,-0.1594279,-0.1099941,0.0494338
18,0.07408342,0.10277639,"('disagreeable', 'welcoming')",-0.3862527,-0.46392885,-0.1560846,-0.1805762,-0.0244916
19,-0.13028681,-0.048023187,"('inhospitable', 'hospitable')",-0.13164304,-0.11746121,-0.1309649,-0.0827422,0.0482227
20,-0.12417041,-0.09298399,"('rough', 'thoughtful')",1.15994,1.1141746,0.5178848,0.5105953,-0.0072895
21,-2.3829627,-2.597034,"('immoral', 'moral')",-0.7381793,-0.63393545,-1.560571,-1.6154847,-0.0549137
22,-1.4432653,-1.5553358,"('untrustworthy', 'trustworthy')",-1.0037858,-1.0722116,-1.2235255,-1.3137736,-0.0902481
23,-1.7299916,-1.8929904,"('insincere', 'sincere')",6.0261016,5.871848,2.1480551,1.9894289,-0.1586262
