,dock_male,dock_female,tuple,average_male,average_female,female-male
0,0.049992606,0.07542529,"('unsociable', 'sociable')",0.0499926,0.0754253,0.0254327
1,1.8595077,1.7798092,"('unfriendly', 'friendly')",1.8595077,1.7798092,-0.0796985
2,0.4414883,0.4502235,"('unlikable', 'likable')",0.4414883,0.4502235,0.0087352
3,0.22175434,0.36817262,"('repellent', 'pleasant')",0.2217543,0.3681726,0.1464183
4,-6.429245,-6.5356135,"('disliked', 'liked')",-6.429245,-6.5356135,-0.1063685
5,-0.16933544,-0.3172382,"('distant', 'outgoing')",-0.1693354,-0.3172382,-0.1479028
6,0.6017594,0.41584003,"('distant', 'open')",0.6017594,0.41584,-0.1859194
7,0.8378429,0.92313224,"('insensitive', 'sensitive')",0.8378429,0.9231322,0.0852893
8,2.1147172,1.8813325,"('unaffectionate', 'affectionate')",2.1147172,1.8813325,-0.2333847
9,2.4532459,2.2673826,"('unaffectionate', 'caring')",2.4532459,2.2673826,-0.1858633
10,0.07440922,0.20298778,"('unsympathetic', 'sympathetic')",0.0744092,0.2029878,0.1285786
11,1.3499229,1.3828226,"('unhelpful', 'helpful')",1.3499229,1.3828226,0.0328997
12,-1.2990569,-1.2848097,"('unsupportive', 'supportive')",-1.2990569,-1.2848097,0.0142472
13,-0.6661864,-0.65661544,"('impolite', 'polite')",-0.6661864,-0.6566154,0.009571
14,0.14918958,0.29109493,"('antisocial', 'social')",0.1491896,0.2910949,0.1419053
15,0.817681,0.62152576,"('boring', 'funny')",0.817681,0.6215258,-0.1961552
16,-0.35926992,-0.40561995,"('unpopular', 'popular')",-0.3592699,-0.4056199,-0.04635
17,-0.01432248,-0.06584913,"('nasty', 'nice')",-0.0143225,-0.0658491,-0.0515266
18,-0.7720328,-0.73746055,"('disagreeable', 'welcoming')",-0.7720328,-0.7374606,0.0345722
19,-0.52829784,-0.65599304,"('inhospitable', 'hospitable')",-0.5282978,-0.655993,-0.1276952
20,0.3390125,0.4260184,"('rough', 'thoughtful')",0.3390125,0.4260184,0.0870059
21,-0.9155644,-0.7586334,"('immoral', 'moral')",-0.9155644,-0.7586334,0.156931
22,-1.0385252,-1.0041351,"('untrustworthy', 'trustworthy')",-1.0385252,-1.0041351,0.0343901
23,5.774234,5.8363724,"('insincere', 'sincere')",5.7742338,5.8363724,0.0621386
24,1.1843735,1.06773,"('dishonest', 'honest')",1.1843735,1.0677299,-0.1166436
25,1.3578618,1.2682204,"('egoistic', 'altruistic')",1.3578618,1.2682204,-0.0896414
26,1.708507,1.6379807,"('hardhearted', 'benevolent')",1.7085069,1.6379807,-0.0705262
27,1.3906629,1.1296306,"('hardhearted', 'softhearted')",1.3906629,1.1296306,-0.2610323
28,1.0829264,1.1118072,"('disloyal', 'loyal')",1.0829264,1.1118072,0.0288808
29,-0.5308881,-0.5845237,"('unfair', 'fair')",-0.5308881,-0.5845237,-0.0536356
30,0.36423755,0.45458826,"('intolerant', 'tolerant')",0.3642375,0.4545883,0.0903508
31,-0.78369427,-0.7454605,"('evil', 'good')",-0.7836943,-0.7454605,0.0382338
32,0.80929476,0.7071145,"('unkind', 'kind')",0.8092948,0.7071145,-0.1021803
33,0.1857787,0.032228947,"('wrong', 'right')",0.1857787,0.0322289,-0.1535498
34,4.5506725,4.6834764,"('mean', 'honorable')",4.5506725,4.6834764,0.1328039
35,0.045228634,-0.2518699,"('corrupt', 'incorrupt')",0.0452286,-0.2518699,-0.2970985
36,0.36574847,0.27791923,"('hostile', 'amicable')",0.3657485,0.2779192,-0.0878293
37,0.47752318,0.47997355,"('fake', 'genuine')",0.4775232,0.4799736,0.0024504
38,0.22057074,0.12563783,"('untruthful', 'truthful')",0.2205707,0.1256378,-0.0949329
39,0.25959095,0.2245595,"('exploitative', 'cooperative')",0.259591,0.2245595,-0.0350315
40,-1.9035773,-1.8953764,"('stingy', 'generous')",-1.9035773,-1.8953764,0.0082009
41,0.54793894,0.6669479,"('unforgiving', 'forgiving')",0.5479389,0.6669479,0.119009
42,-3.093896,-2.9989688,"('unreliable', 'reliable')",-3.0938959,-2.9989688,0.0949271
43,0.3982846,0.42818174,"('irresponsible', 'responsible')",0.3982846,0.4281817,0.0298971
44,-1.9205122,-1.8943617,"('prejudiced', 'unprejudiced')",-1.9205122,-1.8943617,0.0261505
45,-0.4808319,-0.23310989,"('incompetent', 'competent')",-0.4808319,-0.2331099,0.247722
46,-1.4343793,-1.2792575,"('uncompetitive', 'competitive')",-1.4343793,-1.2792575,0.1551218
47,4.7235456,4.8727465,"('stupid', 'smart')",4.7235456,4.8727465,0.1492009
48,0.45935327,0.5572207,"('unintelligent', 'intelligent')",0.4593533,0.5572207,0.0978674
49,-0.21397182,-0.14236502,"('unable', 'able')",-0.2139718,-0.142365,0.0716068
50,-0.7931262,-0.8530618,"('clumsy', 'skillful')",-0.7931262,-0.8530618,-0.0599356
51,-0.4530908,-0.40680346,"('uneducated', 'educated')",-0.4530908,-0.4068035,0.0462873
52,0.26881045,0.042605538,"('irrational', 'rational')",0.2688105,0.0426055,-0.226205
53,0.40239465,0.35931396,"('uncreative', 'creative')",0.4023947,0.359314,-0.0430807
54,1.0462321,1.0392343,"('incapable', 'capable')",1.0462321,1.0392343,-0.0069978
55,-0.013112325,0.22455801,"('incompetent', 'clever')",-0.0131123,0.224558,0.2376703
56,0.5551384,0.6974588,"('impractical', 'practical')",0.5551384,0.6974588,0.1423204
57,-2.6710794,-2.523401,"('unimaginative', 'imaginative')",-2.6710794,-2.523401,0.1476784
58,-0.19360217,-0.031343177,"('undiscriminating', 'discriminating')",-0.1936022,-0.0313432,0.162259
59,0.13391167,0.0008225562,"('foolish', 'wise')",0.1339117,0.0008226,-0.1330891
60,-0.5455082,-0.32885128,"('inefficient', 'efficient')",-0.5455082,-0.3288513,0.2166569
61,0.41416296,0.29546535,"('illogical', 'logical')",0.414163,0.2954654,-0.1186976
62,-0.11146734,0.007831989,"('incompetent', 'brilliant')",-0.1114673,0.007832,0.1192993
63,-0.07413502,0.037673585,"('unperceptive', 'insightful')",-0.074135,0.0376736,0.1118086
64,-6.4929833,-6.40363,"('shy', 'confident')",-6.4929833,-6.4036298,0.0893535
65,-0.59271485,-0.4393715,"('insecure', 'secure')",-0.5927148,-0.4393715,0.1533433
66,0.17448148,0.051734798,"('inactive', 'active')",0.1744815,0.0517348,-0.1227467
67,0.0654664,0.1521069,"('doubtful', 'determined')",0.0654664,0.1521069,0.0866405
68,-1.5086612,-1.4543772,"('dependent', 'independent')",-1.5086612,-1.4543772,0.054284
69,-1.1729236,-1.3355088,"('lazy', 'industrious')",-1.1729236,-1.3355088,-0.1625852
70,0.15608518,0.24916019,"('lethargic', 'energetic')",0.1560852,0.2491602,0.093075
71,0.8360776,0.770017,"('diffident', 'self-confident')",0.8360776,0.770017,-0.0660606
