,basketball_male,basketball_female,tuple,average_male,average_female,female-male
0,0.17078948,0.042875364,"('unsociable', 'sociable')",0.1707895,0.0428754,-0.1279141
1,1.244454,1.2421916,"('unfriendly', 'friendly')",1.244454,1.2421916,-0.0022624
2,0.1943593,0.385566,"('unlikable', 'likable')",0.1943593,0.385566,0.1912067
3,0.6563953,0.69959563,"('repellent', 'pleasant')",0.6563953,0.6995956,0.0432003
4,-7.7917657,-7.7755065,"('disliked', 'liked')",-7.7917657,-7.7755065,0.0162592
5,-0.45959106,-0.3879456,"('distant', 'outgoing')",-0.4595911,-0.3879456,0.0716455
6,-0.02648861,-0.0057360157,"('distant', 'open')",-0.0264886,-0.005736,0.0207526
7,1.1477863,1.1290553,"('insensitive', 'sensitive')",1.1477863,1.1290553,-0.018731
8,1.1123648,1.1570643,"('unaffectionate', 'affectionate')",1.1123648,1.1570643,0.0446995
9,1.6847827,1.7325414,"('unaffectionate', 'caring')",1.6847827,1.7325414,0.0477587
10,1.1115177,1.0708638,"('unsympathetic', 'sympathetic')",1.1115177,1.0708638,-0.0406539
11,2.0250835,2.0231035,"('unhelpful', 'helpful')",2.0250835,2.0231035,-0.00198
12,-1.4921448,-1.4379584,"('unsupportive', 'supportive')",-1.4921448,-1.4379584,0.0541864
13,0.226668,0.18224534,"('impolite', 'polite')",0.226668,0.1822453,-0.0444227
14,0.08365622,0.012436505,"('antisocial', 'social')",0.0836562,0.0124365,-0.0712197
15,0.5878028,0.61069965,"('boring', 'funny')",0.5878028,0.6106997,0.0228969
16,-0.79124427,-0.68742806,"('unpopular', 'popular')",-0.7912443,-0.6874281,0.1038162
17,-0.3428293,-0.24887048,"('nasty', 'nice')",-0.3428293,-0.2488705,0.0939588
18,-0.613484,-0.5630177,"('disagreeable', 'welcoming')",-0.613484,-0.5630177,0.0504663
19,-0.78176373,-0.7328974,"('inhospitable', 'hospitable')",-0.7817637,-0.7328974,0.0488663
20,0.76426625,0.6577221,"('rough', 'thoughtful')",0.7642663,0.6577221,-0.1065442
21,0.09026252,0.107044525,"('immoral', 'moral')",0.0902625,0.1070445,0.016782
22,-0.16021785,-0.18382171,"('untrustworthy', 'trustworthy')",-0.1602179,-0.1838217,-0.0236038
23,6.37985,6.370454,"('insincere', 'sincere')",6.3798499,6.3704538,-0.0093961
24,1.7398186,1.6288842,"('dishonest', 'honest')",1.7398186,1.6288842,-0.1109344
25,0.3919585,0.43603784,"('egoistic', 'altruistic')",0.3919585,0.4360378,0.0440793
26,0.6888771,0.6120112,"('hardhearted', 'benevolent')",0.6888771,0.6120112,-0.0768659
27,1.3750237,1.2860483,"('hardhearted', 'softhearted')",1.3750237,1.2860483,-0.0889754
28,1.1271083,0.9870048,"('disloyal', 'loyal')",1.1271083,0.9870048,-0.1401035
29,-0.43021494,-0.6062102,"('unfair', 'fair')",-0.4302149,-0.6062102,-0.1759953
30,1.0578997,1.0783217,"('intolerant', 'tolerant')",1.0578997,1.0783217,0.020422
31,-1.6685027,-1.611109,"('evil', 'good')",-1.6685027,-1.611109,0.0573937
32,1.0980111,1.0444796,"('unkind', 'kind')",1.0980111,1.0444796,-0.0535315
33,-0.4636752,-0.5299682,"('wrong', 'right')",-0.4636752,-0.5299682,-0.066293
34,4.1696644,4.3157372,"('mean', 'honorable')",4.1696644,4.3157372,0.1460728
35,-1.1184618,-1.2885857,"('corrupt', 'incorrupt')",-1.1184618,-1.2885857,-0.1701239
36,-0.7482949,-0.8608663,"('hostile', 'amicable')",-0.7482949,-0.8608663,-0.1125714
37,0.7570875,0.71080595,"('fake', 'genuine')",0.7570875,0.710806,-0.0462815
