,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.16022542,-0.12383194,"('unsociable', 'sociable')",-0.24089257,-0.5042245,-0.0403336,-0.3140282,-0.2736946
1,-1.3014145,-1.1946148,"('unfriendly', 'friendly')",1.2642257,1.1306658,-0.0185944,-0.0319745,-0.0133801
2,0.9985418,0.9876255,"('unlikable', 'likable')",1.0653138,1.0830061,1.0319278,1.0353158,0.003388
3,0.4593043,0.468125,"('repellent', 'pleasant')",0.9734745,0.8755585,0.7163894,0.6718417,-0.0445477
4,-0.0806447,0.002567852,"('disliked', 'liked')",-6.675964,-6.6625113,-3.3783042,-3.3299718,0.0483324
5,-1.4809939,-1.2516352,"('distant', 'outgoing')",-0.7312644,-0.54731125,-1.1061292,-0.8994732,0.206656
6,-2.1960025,-1.9465408,"('distant', 'open')",-0.87403524,-0.72251695,-1.5350189,-1.3345289,0.20049
7,-0.6153983,-0.61614656,"('insensitive', 'sensitive')",-0.098120645,-0.06835103,-0.3567595,-0.3422488,0.0145107
8,-1.2673098,-1.2921275,"('unaffectionate', 'affectionate')",0.5203234,0.5152658,-0.3734932,-0.3884308,-0.0149376
9,-1.2454134,-1.2588025,"('unaffectionate', 'caring')",0.83159953,0.913234,-0.2069069,-0.1727843,0.0341226
10,0.06376825,-0.14903493,"('unsympathetic', 'sympathetic')",-0.39229402,-0.4611356,-0.1642629,-0.3050853,-0.1408224
11,-0.2887036,-0.39644665,"('unhelpful', 'helpful')",1.981988,2.0553818,0.8466422,0.8294675,-0.0171747
12,-0.34444404,-0.33814552,"('unsupportive', 'supportive')",-2.2778797,-2.22455,-1.3111619,-1.2813478,0.0298141
13,0.32222152,0.16808023,"('impolite', 'polite')",-0.538578,-0.57298094,-0.1081782,-0.2024504,-0.0942722
14,1.0404171,0.84421355,"('antisocial', 'social')",0.2874066,0.016935706,0.6639118,0.4305746,-0.2333372
15,-0.2210531,-0.2671176,"('boring', 'funny')",0.03131425,0.037242923,-0.0948694,-0.1149373,-0.0200679
16,-0.43274334,-0.3280316,"('unpopular', 'popular')",0.47378853,0.41973418,0.0205226,0.0458513,0.0253287
17,-0.09655989,0.010456732,"('nasty', 'nice')",-0.6891852,-0.59507656,-0.3928725,-0.2923099,0.1005626
18,-0.68874544,-0.6406939,"('disagreeable', 'welcoming')",-0.56565815,-0.66567636,-0.6272018,-0.6531851,-0.0259833
19,-1.8826222,-1.7433106,"('inhospitable', 'hospitable')",-0.7336579,-0.5725925,-1.30814,-1.1579516,0.1501884
20,0.088593856,0.009706747,"('rough', 'thoughtful')",0.9984932,0.88080066,0.5435435,0.4452537,-0.0982898
21,0.8348226,0.63259214,"('immoral', 'moral')",-0.16864735,-0.2985183,0.3330876,0.1670369,-0.1660507
22,0.29934192,0.19273588,"('untrustworthy', 'trustworthy')",-1.0506716,-1.1178875,-0.3756648,-0.4625758,-0.086911
23,-0.40298942,-0.46225584,"('insincere', 'sincere')",5.7874904,5.75618,2.6922505,2.6469619,-0.0452886
24,0.050123714,-0.012285573,"('dishonest', 'honest')",0.7376263,0.79953724,0.393875,0.3936258,-0.0002492
25,-0.061322242,0.036349185,"('egoistic', 'altruistic')",0.9249408,0.8125072,0.4318093,0.4244282,-0.0073811
26,0.13233899,-0.07987064,"('hardhearted', 'benevolent')",1.3833073,1.1157293,0.7578232,0.5179293,-0.2398939
27,-0.569045,-0.5258575,"('hardhearted', 'softhearted')",0.7884321,0.6834966,0.1096936,0.0788195,-0.0308741
28,-0.40573877,-0.5399064,"('disloyal', 'loyal')",1.3694947,1.2402203,0.481878,0.350157,-0.131721
29,-0.48951963,-0.42433968,"('unfair', 'fair')",-0.3849473,-0.59567976,-0.4372334,-0.5100097,-0.0727763
30,1.4883415,1.326377,"('intolerant', 'tolerant')",1.0708214,1.0579948,1.2795814,1.1921859,-0.0873955
