,cub_male,cub_female,tuple,average_male,average_female,female-male
0,0.51657534,0.4045574,"('unsociable', 'sociable')",0.5165753,0.4045574,-0.1120179
1,0.98369265,0.9910795,"('unfriendly', 'friendly')",0.9836926,0.9910795,0.0073869
2,-0.056653563,-0.025529088,"('unlikable', 'likable')",-0.0566536,-0.0255291,0.0311245
3,0.48902333,0.52015895,"('repellent', 'pleasant')",0.4890233,0.5201589,0.0311356
4,-7.335083,-7.46317,"('disliked', 'liked')",-7.335083,-7.4631701,-0.1280871
5,-0.6299553,-0.58909416,"('distant', 'outgoing')",-0.6299553,-0.5890942,0.0408611
6,-0.19169846,-0.2234546,"('distant', 'open')",-0.1916985,-0.2234546,-0.0317561
7,0.9303305,0.9577767,"('insensitive', 'sensitive')",0.9303305,0.9577767,0.0274462
8,1.2389693,1.1307107,"('unaffectionate', 'affectionate')",1.2389693,1.1307107,-0.1082586
9,1.7309071,1.6438191,"('unaffectionate', 'caring')",1.7309071,1.6438191,-0.087088
10,1.2896079,1.2625557,"('unsympathetic', 'sympathetic')",1.2896079,1.2625557,-0.0270522
11,1.6492683,1.736693,"('unhelpful', 'helpful')",1.6492683,1.736693,0.0874247
12,-1.6371597,-1.698062,"('unsupportive', 'supportive')",-1.6371597,-1.6980619,-0.0609022
13,-0.048191786,-0.044572454,"('impolite', 'polite')",-0.0481918,-0.0445725,0.0036193
14,0.6456422,0.5869036,"('antisocial', 'social')",0.6456422,0.5869036,-0.0587386
15,0.25514597,0.17341426,"('boring', 'funny')",0.255146,0.1734143,-0.0817317
16,-0.79155153,-0.767323,"('unpopular', 'popular')",-0.7915515,-0.767323,0.0242285
17,-0.37498352,-0.24915624,"('nasty', 'nice')",-0.3749835,-0.2491562,0.1258273
18,-0.49532783,-0.51508313,"('disagreeable', 'welcoming')",-0.4953278,-0.5150831,-0.0197553
19,-0.73689353,-0.7547409,"('inhospitable', 'hospitable')",-0.7368935,-0.7547409,-0.0178474
20,0.8226426,0.80449057,"('rough', 'thoughtful')",0.8226426,0.8044906,-0.018152
21,-0.2772752,-0.28229836,"('immoral', 'moral')",-0.2772752,-0.2822984,-0.0050232
22,-0.3404332,-0.37362754,"('untrustworthy', 'trustworthy')",-0.3404332,-0.3736275,-0.0331943
23,6.212451,6.276273,"('insincere', 'sincere')",6.212451,6.2762728,0.0638218
24,1.4587075,1.312052,"('dishonest', 'honest')",1.4587075,1.312052,-0.1466555
25,0.36795676,0.3370139,"('egoistic', 'altruistic')",0.3679568,0.3370139,-0.0309429
26,1.1952195,1.0093582,"('hardhearted', 'benevolent')",1.1952195,1.0093582,-0.1858613
27,1.824381,1.6647948,"('hardhearted', 'softhearted')",1.824381,1.6647948,-0.1595862
28,1.0958313,1.0206348,"('disloyal', 'loyal')",1.0958313,1.0206348,-0.0751965
29,-0.2995583,-0.4108137,"('unfair', 'fair')",-0.2995583,-0.4108137,-0.1112554
30,1.160697,1.1417627,"('intolerant', 'tolerant')",1.160697,1.1417627,-0.0189343
31,-1.6123048,-1.6258153,"('evil', 'good')",-1.6123048,-1.6258153,-0.0135105
32,0.961067,0.8951234,"('unkind', 'kind')",0.961067,0.8951234,-0.0659436
33,-0.3619681,-0.4958208,"('wrong', 'right')",-0.3619681,-0.4958208,-0.1338527
34,4.4595222,4.656983,"('mean', 'honorable')",4.4595222,4.6569829,0.1974607
35,-0.9446653,-1.1910225,"('corrupt', 'incorrupt')",-0.9446653,-1.1910225,-0.2463572
36,-0.8743132,-0.9947531,"('hostile', 'amicable')",-0.8743132,-0.9947531,-0.1204399
37,0.8722512,0.86389506,"('fake', 'genuine')",0.8722512,0.8638951,-0.0083561
38,-0.2900269,-0.2724381,"('untruthful', 'truthful')",-0.2900269,-0.2724381,0.0175888
39,0.8460655,0.8202108,"('exploitative', 'cooperative')",0.8460655,0.8202108,-0.0258547
40,-1.600713,-1.7202092,"('stingy', 'generous')",-1.600713,-1.7202092,-0.1194962
41,0.38300514,0.3132047,"('unforgiving', 'forgiving')",0.3830051,0.3132047,-0.0698004
42,-2.5033057,-2.4620433,"('unreliable', 'reliable')",-2.5033057,-2.4620433,0.0412624
43,1.2902439,1.3240546,"('irresponsible', 'responsible')",1.2902439,1.3240546,0.0338107
44,-0.7373029,-0.6916818,"('prejudiced', 'unprejudiced')",-0.7373029,-0.6916818,0.0456211
45,0.17528754,0.10086927,"('incompetent', 'competent')",0.1752875,0.1008693,-0.0744182
46,-0.35480472,-0.352161,"('uncompetitive', 'competitive')",-0.3548047,-0.352161,0.0026437
47,5.012715,5.1756973,"('stupid', 'smart')",5.0127149,5.1756973,0.1629824
48,0.48961365,0.4494062,"('unintelligent', 'intelligent')",0.4896137,0.4494062,-0.0402075
49,0.20528212,0.21324183,"('unable', 'able')",0.2052821,0.2132418,0.0079597
50,-0.93125373,-0.9491767,"('clumsy', 'skillful')",-0.9312537,-0.9491767,-0.017923
51,0.12132217,0.06780794,"('uneducated', 'educated')",0.1213222,0.0678079,-0.0535143
52,-0.48201635,-0.5797922,"('irrational', 'rational')",-0.4820164,-0.5797922,-0.0977758
53,-0.22949727,-0.292782,"('uncreative', 'creative')",-0.2294973,-0.292782,-0.0632847
54,1.254659,1.208977,"('incapable', 'capable')",1.2546591,1.208977,-0.0456821
55,0.93177545,0.9056648,"('incompetent', 'clever')",0.9317755,0.9056648,-0.0261107
56,0.8742282,0.80766386,"('impractical', 'practical')",0.8742282,0.8076639,-0.0665643
57,-2.4978983,-2.5300345,"('unimaginative', 'imaginative')",-2.4978983,-2.5300345,-0.0321362
58,0.11857416,0.15436488,"('undiscriminating', 'discriminating')",0.1185742,0.1543649,0.0357907
59,-0.3408764,-0.33184192,"('foolish', 'wise')",-0.3408764,-0.3318419,0.0090345
60,0.61785865,0.7100773,"('inefficient', 'efficient')",0.6178586,0.7100773,0.0922187
61,0.47970697,0.34983632,"('illogical', 'logical')",0.479707,0.3498363,-0.1298707
62,0.6853345,0.7177197,"('incompetent', 'brilliant')",0.6853345,0.7177197,0.0323852
63,0.0412327,0.05077845,"('unperceptive', 'insightful')",0.0412327,0.0507784,0.0095457
64,-6.1222763,-6.212592,"('shy', 'confident')",-6.1222763,-6.2125921,-0.0903158
65,0.34471747,0.39487427,"('insecure', 'secure')",0.3447175,0.3948743,0.0501568
66,-0.19650611,-0.23733038,"('inactive', 'active')",-0.1965061,-0.2373304,-0.0408243
67,-0.5984954,-0.5202856,"('doubtful', 'determined')",-0.5984954,-0.5202856,0.0782098
68,-0.86641866,-0.8903505,"('dependent', 'independent')",-0.8664187,-0.8903505,-0.0239318
69,-2.047909,-2.0695033,"('lazy', 'industrious')",-2.047909,-2.0695033,-0.0215943
70,1.4611915,1.3851504,"('lethargic', 'energetic')",1.4611915,1.3851504,-0.0760411
71,0.45284107,0.477924,"('diffident', 'self-confident')",0.4528411,0.477924,0.0250829
72,0.4976772,0.584414,"('unambitious', 'ambitious')",0.4976772,0.584414,0.0867368
73,-3.0132291,-2.9789655,"('helpless', 'self-reliant')",-3.0132291,-2.9789655,0.0342636
74,0.0036605932,-0.14749055,"('undedicated', 'dedicated')",0.0036606,-0.1474905,-0.1511511
75,-1.1733516,-1.0926368,"('meek', 'impulsive')",-1.1733516,-1.0926368,0.0807148
76,0.83532196,0.937113,"('anxious', 'daring')",0.835322,0.937113,0.101791
77,-1.3752867,-1.275289,"('unmotivated', 'motivated')",-1.3752867,-1.2752891,0.0999976
78,-0.7839302,-0.8054356,"('nonresilient', 'resilient')",-0.7839302,-0.8054356,-0.0215054
79,-0.5740264,-0.56564724,"('wavering', 'unwavering')",-0.5740264,-0.5656472,0.0083792
80,-0.33968368,-0.347846,"('dominated', 'dominating')",-0.3396837,-0.347846,-0.0081623
81,0.003804274,0.07328027,"('submissive', 'aggressive')",0.0038043,0.0732803,0.069476
82,5.8924713,6.0396037,"('poor', 'rich')",5.8924713,6.0396037,0.1471324
83,-0.41043466,-0.40314522,"('powerless', 'powerful')",-0.4104347,-0.4031452,0.0072895
84,0.7828675,0.7794847,"('inferior', 'superior')",0.7828675,0.7794847,-0.0033828
85,-0.670584,-0.70040697,"('insignificant', 'prestigious')",-0.670584,-0.700407,-0.029823
86,0.3070308,0.14171192,"('uninfluential', 'influential')",0.3070308,0.1417119,-0.1653189
87,-0.23280859,-0.2652454,"('unsuccessful', 'successful')",-0.2328086,-0.2652454,-0.0324368
88,-0.06269228,-0.06312934,"('low', 'eminent')",-0.0626923,-0.0631293,-0.000437
