,genzyme_male,genzyme_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4409759,-1.6257057,"('unsociable', 'sociable')",-0.16453637,-0.3023959,-0.8027561,-0.9640508,-0.1612947
1,0.14923418,-0.09671323,"('unfriendly', 'friendly')",1.6856261,1.5757691,0.9174302,0.7395279,-0.1779023
2,0.12549879,0.12525548,"('unlikable', 'likable')",0.63533705,0.62163603,0.3804179,0.3734457,-0.0069722
3,-1.745353,-1.645379,"('repellent', 'pleasant')",0.55178803,0.6035799,-0.5967824,-0.5208995,0.0758829
4,0.4891817,0.4669326,"('disliked', 'liked')",-6.719912,-6.7885056,-3.1153653,-3.1607864,-0.0454211
5,1.1141207,0.9708127,"('distant', 'outgoing')",-0.09414053,-0.076103374,0.5099901,0.4473546,-0.0626355
6,0.9348759,0.7623807,"('distant', 'open')",-0.22852045,-0.20256832,0.3531777,0.2799062,-0.0732715
7,-1.4819068,-1.4885225,"('insensitive', 'sensitive')",0.24202971,0.24155885,-0.6199386,-0.6234819,-0.0035433
8,-0.31509802,-0.45537674,"('unaffectionate', 'affectionate')",0.66338223,0.626052,0.1741421,0.0853376,-0.0888045
9,-0.81750816,-0.97462475,"('unaffectionate', 'caring')",1.3057433,1.3196284,0.2441176,0.1725018,-0.0716158
10,-3.0478172,-3.0888016,"('unsympathetic', 'sympathetic')",-0.6740472,-0.753377,-1.8609322,-1.9210893,-0.0601571
11,-1.2675859,-1.3104274,"('unhelpful', 'helpful')",1.8799543,1.819285,0.3061842,0.2544288,-0.0517554
12,-0.878033,-0.93798774,"('unsupportive', 'supportive')",-2.071703,-2.1072998,-1.4748679,-1.5226438,-0.0477759
13,-1.5529771,-1.6785278,"('impolite', 'polite')",-0.537732,-0.53663677,-1.0453546,-1.1075823,-0.0622277
14,-1.2473342,-1.1599668,"('antisocial', 'social')",-0.2676781,-0.33390272,-0.7575062,-0.7469348,0.0105714
15,0.5076065,0.45010644,"('boring', 'funny')",0.28665006,0.2834961,0.3971283,0.3668013,-0.030327
16,0.38702142,0.43615845,"('unpopular', 'popular')",0.68122333,0.63927,0.5341223,0.5377142,0.0035919
17,-0.17090838,-0.1901637,"('nasty', 'nice')",-0.22333887,-0.2192262,-0.1971236,-0.204695,-0.0075714
18,0.41503736,0.3482681,"('disagreeable', 'welcoming')",-0.39397606,-0.4777796,0.0105307,-0.0647558,-0.0752865
19,-0.14622518,-0.29706725,"('inhospitable', 'hospitable')",-0.1690732,-0.20692766,-0.1576492,-0.2519975,-0.0943483
20,-0.2405909,-0.23394084,"('rough', 'thoughtful')",0.9340459,0.91234016,0.3467275,0.3391997,-0.0075278
21,-1.0922437,-1.1950146,"('immoral', 'moral')",-0.70402175,-0.6842721,-0.8981327,-0.9396434,-0.0415107
22,-1.1153424,-1.1227722,"('untrustworthy', 'trustworthy')",-1.1052109,-1.0501393,-1.1102767,-1.0864558,0.0238209
23,-1.7238412,-1.849079,"('insincere', 'sincere')",6.2399735,6.193501,2.2580662,2.1722109,-0.0858553
24,-1.37386,-1.3927902,"('dishonest', 'honest')",0.81754154,0.8094957,-0.2781592,-0.2916473,-0.0134881
25,0.64851874,0.5858769,"('egoistic', 'altruistic')",1.0810481,1.0464422,0.8647834,0.8161595,-0.0486239
26,-0.015212996,-0.15435916,"('hardhearted', 'benevolent')",1.3574399,1.2662661,0.6711134,0.5559535,-0.1151599
27,-0.5379131,-0.48939377,"('hardhearted', 'softhearted')",0.9815717,0.92120266,0.2218293,0.2159044,-0.0059249
28,-1.0511173,-1.1426343,"('disloyal', 'loyal')",1.251521,1.1727378,0.1002018,0.0150518,-0.08515
29,-0.25183755,-0.24943736,"('unfair', 'fair')",-0.3723271,-0.47680846,-0.3120823,-0.3631229,-0.0510406
30,-0.80152994,-0.88198644,"('intolerant', 'tolerant')",0.9114847,0.8376132,0.0549774,-0.0221866,-0.077164
