,scrambled_male,scrambled_female,tuple,average_male,average_female,female-male
0,0.018606182,-0.091176584,"('unsociable', 'sociable')",0.0186062,-0.0911766,-0.1097828
1,0.47514945,0.43486002,"('unfriendly', 'friendly')",0.4751495,0.43486,-0.0402895
2,0.13667224,0.37684435,"('unlikable', 'likable')",0.1366722,0.3768443,0.2401721
3,0.88771313,0.9572156,"('repellent', 'pleasant')",0.8877131,0.9572156,0.0695025
4,-6.9118075,-7.1433396,"('disliked', 'liked')",-6.9118075,-7.1433396,-0.2315321
5,-0.7480664,-0.65400136,"('distant', 'outgoing')",-0.7480664,-0.6540014,0.094065
6,-0.3003805,-0.27060485,"('distant', 'open')",-0.3003805,-0.2706048,0.0297757
7,0.74146724,0.722953,"('insensitive', 'sensitive')",0.7414672,0.722953,-0.0185142
8,0.5361242,0.5106328,"('unaffectionate', 'affectionate')",0.5361242,0.5106328,-0.0254914
9,1.0034413,1.0871236,"('unaffectionate', 'caring')",1.0034413,1.0871236,0.0836823
10,1.243134,1.2539766,"('unsympathetic', 'sympathetic')",1.243134,1.2539766,0.0108426
11,1.534716,1.5492053,"('unhelpful', 'helpful')",1.534716,1.5492053,0.0144893
12,-1.5910922,-1.6241851,"('unsupportive', 'supportive')",-1.5910922,-1.6241851,-0.0330929
13,0.093539886,0.15800267,"('impolite', 'polite')",0.0935399,0.1580027,0.0644628
14,0.17666882,0.015238706,"('antisocial', 'social')",0.1766688,0.0152387,-0.1614301
15,-0.0873219,-0.14245744,"('boring', 'funny')",-0.0873219,-0.1424574,-0.0551355
16,-0.52335745,-0.4861806,"('unpopular', 'popular')",-0.5233575,-0.4861806,0.0371769
17,-0.08377721,-0.0712122,"('nasty', 'nice')",-0.0837772,-0.0712122,0.012565
18,-0.40248558,-0.40734503,"('disagreeable', 'welcoming')",-0.4024856,-0.407345,-0.0048594
19,-1.1243619,-1.0366651,"('inhospitable', 'hospitable')",-1.1243619,-1.0366651,0.0876968
20,0.8389179,0.73197097,"('rough', 'thoughtful')",0.8389179,0.731971,-0.1069469
21,0.01599831,0.1885494,"('immoral', 'moral')",0.0159983,0.1885494,0.1725511
22,0.06696465,0.0046937335,"('untrustworthy', 'trustworthy')",0.0669646,0.0046937,-0.0622709
23,5.3313894,5.4633727,"('insincere', 'sincere')",5.3313894,5.4633727,0.1319833
24,1.3962053,1.3398588,"('dishonest', 'honest')",1.3962053,1.3398588,-0.0563465
25,0.24267916,0.26919827,"('egoistic', 'altruistic')",0.2426792,0.2691983,0.0265191
26,0.39350274,0.15435997,"('hardhearted', 'benevolent')",0.3935027,0.15436,-0.2391427
27,1.4876503,1.320232,"('hardhearted', 'softhearted')",1.4876503,1.320232,-0.1674183
28,0.803842,0.76670843,"('disloyal', 'loyal')",0.803842,0.7667084,-0.0371336
29,-0.5603641,-0.6840771,"('unfair', 'fair')",-0.5603641,-0.6840771,-0.123713
30,0.6713863,0.7236895,"('intolerant', 'tolerant')",0.6713863,0.7236895,0.0523032
31,-1.4916836,-1.5186037,"('evil', 'good')",-1.4916836,-1.5186037,-0.0269201
32,0.9910048,0.94533,"('unkind', 'kind')",0.9910048,0.94533,-0.0456748
33,-0.4941041,-0.4556091,"('wrong', 'right')",-0.4941041,-0.4556091,0.038495
34,3.8848224,4.134731,"('mean', 'honorable')",3.8848224,4.1347308,0.2499084
35,-1.1721405,-1.3504324,"('corrupt', 'incorrupt')",-1.1721405,-1.3504324,-0.1782919
36,-0.9788672,-1.0164531,"('hostile', 'amicable')",-0.9788672,-1.0164531,-0.0375859
37,0.6535942,0.67655814,"('fake', 'genuine')",0.6535942,0.6765581,0.0229639
38,-0.530261,-0.45340374,"('untruthful', 'truthful')",-0.530261,-0.4534037,0.0768573
39,0.2232544,0.21167952,"('exploitative', 'cooperative')",0.2232544,0.2116795,-0.0115749
40,-1.2752393,-1.5222788,"('stingy', 'generous')",-1.2752393,-1.5222788,-0.2470395
41,0.27091858,0.19408995,"('unforgiving', 'forgiving')",0.2709186,0.1940899,-0.0768287
