,shrimp_male,shrimp_female,tuple,average_male,average_female,female-male
0,0.28193048,0.11601137,"('unsociable', 'sociable')",0.2819305,0.1160114,-0.1659191
1,1.4825568,1.4662336,"('unfriendly', 'friendly')",1.4825568,1.4662336,-0.0163232
2,0.6067077,0.7525764,"('unlikable', 'likable')",0.6067077,0.7525764,0.1458687
3,0.5078582,0.6924241,"('repellent', 'pleasant')",0.5078582,0.6924241,0.1845659
4,-6.902237,-6.7963104,"('disliked', 'liked')",-6.9022369,-6.7963104,0.1059265
5,-0.005153615,0.14452462,"('distant', 'outgoing')",-0.0051536,0.1445246,0.1496782
6,0.10260396,0.27139324,"('distant', 'open')",0.102604,0.2713932,0.1687892
7,0.3733907,0.50345385,"('insensitive', 'sensitive')",0.3733907,0.5034539,0.1300632
8,1.3414073,1.259673,"('unaffectionate', 'affectionate')",1.3414073,1.259673,-0.0817343
9,1.9996076,1.9722522,"('unaffectionate', 'caring')",1.9996076,1.9722522,-0.0273554
10,0.9178594,1.0076805,"('unsympathetic', 'sympathetic')",0.9178594,1.0076805,0.0898211
11,2.0735059,2.102799,"('unhelpful', 'helpful')",2.0735059,2.1027989,0.029293
12,-1.1954541,-1.1849997,"('unsupportive', 'supportive')",-1.1954541,-1.1849997,0.0104544
13,0.38278425,0.25293887,"('impolite', 'polite')",0.3827842,0.2529389,-0.1298453
14,0.067841426,-0.15992534,"('antisocial', 'social')",0.0678414,-0.1599253,-0.2277667
15,0.663968,0.68579185,"('boring', 'funny')",0.663968,0.6857919,0.0218239
16,0.057281964,0.037263468,"('unpopular', 'popular')",0.057282,0.0372635,-0.0200185
17,-0.15582485,-0.117066436,"('nasty', 'nice')",-0.1558249,-0.1170664,0.0387585
18,-0.54462206,-0.58871686,"('disagreeable', 'welcoming')",-0.5446221,-0.5887169,-0.0440948
19,-0.59633875,-0.34527746,"('inhospitable', 'hospitable')",-0.5963387,-0.3452775,0.2510612
20,0.4375105,0.37863177,"('rough', 'thoughtful')",0.4375105,0.3786318,-0.0588787
21,-0.09634132,0.030417025,"('immoral', 'moral')",-0.0963413,0.030417,0.1267583
22,-0.65643585,-0.5261058,"('untrustworthy', 'trustworthy')",-0.6564358,-0.5261058,0.13033
23,6.2682486,6.264884,"('insincere', 'sincere')",6.2682486,6.264884,-0.0033646
24,1.5229042,1.6214163,"('dishonest', 'honest')",1.5229042,1.6214163,0.0985121
25,0.6513429,0.5202781,"('egoistic', 'altruistic')",0.6513429,0.5202781,-0.1310648
26,0.6108902,0.32050332,"('hardhearted', 'benevolent')",0.6108902,0.3205033,-0.2903869
