,ansys_male,ansys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9217641,-1.0346321,"('unsociable', 'sociable')",-0.5588215,-0.74539274,-0.7402928,-0.8900124,-0.1497196
1,-0.92818385,-1.2274288,"('unfriendly', 'friendly')",2.0972576,1.9279025,0.5845369,0.3502368,-0.2343001
2,0.374138,0.4412804,"('unlikable', 'likable')",0.27375892,0.3733102,0.3239484,0.4072953,0.0833469
3,-0.42866507,-0.23837265,"('repellent', 'pleasant')",0.18042159,0.28257626,-0.1241217,0.0221018,0.1462235
4,-0.3873949,-0.48597118,"('disliked', 'liked')",-6.013694,-6.1613708,-3.2005444,-3.3236709,-0.1231265
5,-0.64663154,-0.7981703,"('distant', 'outgoing')",0.0679365,0.033914227,-0.2893475,-0.3821281,-0.0927806
6,-0.6887027,-0.85405236,"('distant', 'open')",0.5661891,0.52654016,-0.0612568,-0.1637561,-0.1024993
7,-0.68628025,-0.6204144,"('insensitive', 'sensitive')",0.7404563,0.74387664,0.027088,0.0617311,0.0346431
8,-0.91917354,-1.0087969,"('unaffectionate', 'affectionate')",1.3251224,1.1397552,0.2029744,0.0654792,-0.1374952
9,-1.2840233,-1.3734132,"('unaffectionate', 'caring')",1.2818266,1.1845827,-0.0010983,-0.0944152,-0.0933169
10,-1.7498015,-1.7254853,"('unsympathetic', 'sympathetic')",-0.7069773,-0.74867415,-1.2283894,-1.2370797,-0.0086903
11,-0.34306863,-0.27158695,"('unhelpful', 'helpful')",1.2349788,1.3130304,0.4459551,0.5207217,0.0747666
12,-0.75165725,-0.62781155,"('unsupportive', 'supportive')",-1.772068,-1.7762909,-1.2618626,-1.2020512,0.0598114
13,-0.5167168,-0.46942157,"('impolite', 'polite')",-0.69099486,-0.6107748,-0.6038558,-0.5400982,0.0637576
14,0.38136992,0.43158978,"('antisocial', 'social')",-0.4644899,-0.5630604,-0.04156,-0.0657353,-0.0241753
15,0.63761556,0.42818743,"('boring', 'funny')",0.75727993,0.70912457,0.6974478,0.568656,-0.1287918
16,-0.8560014,-0.7006155,"('unpopular', 'popular')",0.27302217,0.42754003,-0.2914896,-0.1365377,0.1549519
17,-0.1089112,-0.06943433,"('nasty', 'nice')",-0.37182927,-0.3303277,-0.2403702,-0.199881,0.0404892
18,-0.53924257,-0.41874874,"('disagreeable', 'welcoming')",-0.36403134,-0.33088258,-0.451637,-0.3748156,0.0768214
