,blouse_male,blouse_female,tuple,average_male,average_female,female-male
0,-0.35070235,-0.42350575,"('unsociable', 'sociable')",-0.3507023,-0.4235058,-0.0728035
1,1.0819423,1.2512327,"('unfriendly', 'friendly')",1.0819423,1.2512327,0.1692904
2,-0.1765528,-0.09034651,"('unlikable', 'likable')",-0.1765528,-0.0903465,0.0862063
3,0.8041253,0.46381944,"('repellent', 'pleasant')",0.8041253,0.4638194,-0.3403059
4,-7.5143013,-7.8661356,"('disliked', 'liked')",-7.5143013,-7.8661356,-0.3518343
5,-0.6911544,-0.61098206,"('distant', 'outgoing')",-0.6911544,-0.6109821,0.0801723
6,-0.07092262,0.010828078,"('distant', 'open')",-0.0709226,0.0108281,0.0817507
7,0.74737585,0.6270438,"('insensitive', 'sensitive')",0.7473758,0.6270438,-0.120332
8,1.1377152,1.2759491,"('unaffectionate', 'affectionate')",1.1377152,1.2759491,0.1382339
9,1.1906588,1.4134972,"('unaffectionate', 'caring')",1.1906588,1.4134972,0.2228384
10,0.8294458,0.6963242,"('unsympathetic', 'sympathetic')",0.8294458,0.6963242,-0.1331216
11,1.1283419,1.1074315,"('unhelpful', 'helpful')",1.1283419,1.1074315,-0.0209104
12,-2.0493083,-2.006658,"('unsupportive', 'supportive')",-2.0493083,-2.0066581,0.0426502
13,-0.64631057,-0.8150384,"('impolite', 'polite')",-0.6463106,-0.8150384,-0.1687278
14,0.10986984,-0.041477203,"('antisocial', 'social')",0.1098698,-0.0414772,-0.151347
15,0.09951441,0.2197102,"('boring', 'funny')",0.0995144,0.2197102,0.1201958
16,-0.5797693,-0.59024435,"('unpopular', 'popular')",-0.5797693,-0.5902444,-0.0104751
17,-0.15042302,0.053248353,"('nasty', 'nice')",-0.150423,0.0532484,0.2036714
18,-0.4565884,-0.87307304,"('disagreeable', 'welcoming')",-0.4565884,-0.873073,-0.4164846
19,-0.77155596,-0.56186646,"('inhospitable', 'hospitable')",-0.771556,-0.5618665,0.2096895
20,1.0300412,0.87651277,"('rough', 'thoughtful')",1.0300412,0.8765128,-0.1535284
21,-0.52800685,-0.5492945,"('immoral', 'moral')",-0.5280069,-0.5492945,-0.0212876
22,-0.5322172,-0.69106656,"('untrustworthy', 'trustworthy')",-0.5322172,-0.6910666,-0.1588494
23,6.291517,6.5763903,"('insincere', 'sincere')",6.2915168,6.5763903,0.2848735
24,1.3117169,1.3830075,"('dishonest', 'honest')",1.3117169,1.3830075,0.0712906
25,0.81507957,0.9071332,"('egoistic', 'altruistic')",0.8150796,0.9071332,0.0920536
26,1.0343437,1.3185332,"('hardhearted', 'benevolent')",1.0343437,1.3185332,0.2841895
27,1.8297002,1.5279717,"('hardhearted', 'softhearted')",1.8297002,1.5279717,-0.3017285
28,0.9843838,1.0440001,"('disloyal', 'loyal')",0.9843838,1.0440001,0.0596163
29,-0.54913384,-0.83714944,"('unfair', 'fair')",-0.5491338,-0.8371494,-0.2880156
30,0.82859176,0.8454639,"('intolerant', 'tolerant')",0.8285918,0.8454639,0.0168721
31,-0.92664486,-0.82510257,"('evil', 'good')",-0.9266449,-0.8251026,0.1015423
32,0.85921425,0.7689552,"('unkind', 'kind')",0.8592142,0.7689552,-0.090259
33,-0.68052864,-0.53175384,"('wrong', 'right')",-0.6805286,-0.5317538,0.1487748
34,4.6136394,5.0266,"('mean', 'honorable')",4.6136394,5.0265999,0.4129605
35,-0.49304286,-0.431133,"('corrupt', 'incorrupt')",-0.4930429,-0.431133,0.0619099
36,-0.56461453,-0.29429567,"('hostile', 'amicable')",-0.5646145,-0.2942957,0.2703188
37,0.90582204,0.97412485,"('fake', 'genuine')",0.905822,0.9741248,0.0683028
38,-0.6713066,-0.3619365,"('untruthful', 'truthful')",-0.6713066,-0.3619365,0.3093701
39,0.5420779,0.5707606,"('exploitative', 'cooperative')",0.5420779,0.5707606,0.0286827
40,-1.300626,-1.7942529,"('stingy', 'generous')",-1.300626,-1.7942529,-0.4936269
41,-0.3084907,-0.28415528,"('unforgiving', 'forgiving')",-0.3084907,-0.2841553,0.0243354
42,-2.4187083,-3.0287008,"('unreliable', 'reliable')",-2.4187083,-3.0287008,-0.6099925
43,0.61618555,0.60541373,"('irresponsible', 'responsible')",0.6161855,0.6054137,-0.0107718
44,-0.7656416,-1.1181458,"('prejudiced', 'unprejudiced')",-0.7656416,-1.1181458,-0.3525042
45,-0.073188804,-0.22247972,"('incompetent', 'competent')",-0.0731888,-0.2224797,-0.1492909
46,-0.74585307,-1.1486107,"('uncompetitive', 'competitive')",-0.7458531,-1.1486107,-0.4027576
47,5.1383686,5.6170664,"('stupid', 'smart')",5.1383686,5.6170664,0.4786978
48,-0.08307173,-0.10440239,"('unintelligent', 'intelligent')",-0.0830717,-0.1044024,-0.0213307
49,-0.22944143,-0.35790932,"('unable', 'able')",-0.2294414,-0.3579093,-0.1284679
50,-0.5536958,-0.7682934,"('clumsy', 'skillful')",-0.5536958,-0.7682934,-0.2145976
51,0.05467225,-0.39310318,"('uneducated', 'educated')",0.0546722,-0.3931032,-0.4477754
52,-0.21783924,-0.17122893,"('irrational', 'rational')",-0.2178392,-0.1712289,0.0466103
53,-0.18287168,-0.10234648,"('uncreative', 'creative')",-0.1828717,-0.1023465,0.0805252
54,0.9185979,1.148497,"('incapable', 'capable')",0.9185979,1.148497,0.2298991
55,0.5707942,0.22942461,"('incompetent', 'clever')",0.5707942,0.2294246,-0.3413696
56,0.21359354,0.3581754,"('impractical', 'practical')",0.2135935,0.3581754,0.1445819
57,-2.9055953,-3.3240418,"('unimaginative', 'imaginative')",-2.9055953,-3.3240418,-0.4184465
58,0.089910485,-0.05328341,"('undiscriminating', 'discriminating')",0.0899105,-0.0532834,-0.1431939
59,-0.38166034,-0.41874316,"('foolish', 'wise')",-0.3816603,-0.4187432,-0.0370829
60,-0.056870602,-0.023121027,"('inefficient', 'efficient')",-0.0568706,-0.023121,0.0337496
61,0.0412696,-0.15588467,"('illogical', 'logical')",0.0412696,-0.1558847,-0.1971543
62,0.0953542,0.015755601,"('incompetent', 'brilliant')",0.0953542,0.0157556,-0.0795986
63,-0.4931438,-0.59635276,"('unperceptive', 'insightful')",-0.4931438,-0.5963528,-0.103209
64,-6.6695065,-7.0009828,"('shy', 'confident')",-6.6695065,-7.0009828,-0.3314763
65,0.14878206,-0.17355753,"('insecure', 'secure')",0.1487821,-0.1735575,-0.3223396
66,0.010289021,-0.12621018,"('inactive', 'active')",0.010289,-0.1262102,-0.1364992
67,-0.389969,0.02528712,"('doubtful', 'determined')",-0.389969,0.0252871,0.4152561
68,-1.0003426,-1.4211116,"('dependent', 'independent')",-1.0003426,-1.4211116,-0.420769
69,-1.8560832,-1.6627452,"('lazy', 'industrious')",-1.8560832,-1.6627452,0.193338
70,1.1225643,0.7305261,"('lethargic', 'energetic')",1.1225643,0.7305261,-0.3920382
71,0.7236747,0.7436313,"('diffident', 'self-confident')",0.7236747,0.7436313,0.0199566
72,0.45075834,0.40256193,"('unambitious', 'ambitious')",0.4507583,0.4025619,-0.0481964
73,-2.9477863,-3.1760185,"('helpless', 'self-reliant')",-2.9477863,-3.1760185,-0.2282322
74,-0.06314623,-0.30849823,"('undedicated', 'dedicated')",-0.0631462,-0.3084982,-0.245352
75,-0.71130264,-0.9118508,"('meek', 'impulsive')",-0.7113026,-0.9118508,-0.2005482
76,0.6043028,0.0028752498,"('anxious', 'daring')",0.6043028,0.0028752,-0.6014276
77,-1.8043331,-1.6171035,"('unmotivated', 'motivated')",-1.8043331,-1.6171035,0.1872296
78,-0.7627924,-0.77792954,"('nonresilient', 'resilient')",-0.7627924,-0.7779295,-0.0151371
79,-0.2648723,-0.102155685,"('wavering', 'unwavering')",-0.2648723,-0.1021557,0.1627166
80,-0.46878338,-0.7240641,"('dominated', 'dominating')",-0.4687834,-0.7240641,-0.2552807
81,-0.3100849,-0.6625565,"('submissive', 'aggressive')",-0.3100849,-0.6625565,-0.3524716
82,6.234293,6.2757573,"('poor', 'rich')",6.234293,6.2757573,0.0414643
83,-0.437397,-0.44908124,"('powerless', 'powerful')",-0.437397,-0.4490812,-0.0116842
84,0.5727804,0.514386,"('inferior', 'superior')",0.5727804,0.514386,-0.0583944
85,-0.61739475,-0.52749765,"('insignificant', 'prestigious')",-0.6173947,-0.5274976,0.0898971
86,0.025806602,-0.101886645,"('uninfluential', 'influential')",0.0258066,-0.1018866,-0.1276932
87,-0.7772331,-0.74850136,"('unsuccessful', 'successful')",-0.7772331,-0.7485014,0.0287317
88,-0.07395457,-0.28652307,"('low', 'eminent')",-0.0739546,-0.2865231,-0.2125685
