,fortinet_male,fortinet_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.0020463876,-0.061885364,"('unsociable', 'sociable')",-0.016340215,-0.19715433,-0.0071469,-0.1295199,-0.122373
1,-2.096538,-2.1329763,"('unfriendly', 'friendly')",1.5086151,1.4242533,-0.2939615,-0.3543615,-0.0604
2,0.9540451,1.0251412,"('unlikable', 'likable')",0.7344766,0.85137546,0.8442609,0.9382583,0.0939974
3,0.10882498,0.27113003,"('repellent', 'pleasant')",0.33597296,0.35950637,0.222399,0.3153182,0.0929192
4,-0.91455585,-0.9439864,"('disliked', 'liked')",-6.031419,-6.0668693,-3.4729874,-3.5054278,-0.0324404
5,-1.2846054,-1.193617,"('distant', 'outgoing')",-0.4032674,-0.3695779,-0.8439364,-0.7815974,0.062339
6,-1.8005879,-1.6842002,"('distant', 'open')",-0.16565935,-0.136191,-0.9831236,-0.9101956,0.072928
7,-0.21647906,-0.12426436,"('insensitive', 'sensitive')",0.2725921,0.3703441,0.0280565,0.1230399,0.0949834
8,-1.7114112,-1.7431344,"('unaffectionate', 'affectionate')",0.55175656,0.49559882,-0.5798273,-0.6237678,-0.0439405
9,-1.8241193,-1.8173872,"('unaffectionate', 'caring')",0.8008721,0.8026268,-0.5116236,-0.5073802,0.0042434
10,0.077077165,0.14479841,"('unsympathetic', 'sympathetic')",-0.3264516,-0.3507105,-0.1246872,-0.102956,0.0217312
11,0.23174317,0.21446057,"('unhelpful', 'helpful')",1.6908685,1.7766304,0.9613059,0.9955455,0.0342396
12,-0.5823593,-0.41460383,"('unsupportive', 'supportive')",-1.8913239,-1.8120998,-1.2368417,-1.1133518,0.1234899
13,0.45478025,0.3957983,"('impolite', 'polite')",-0.33849233,-0.33302927,0.058144,0.0313845,-0.0267595
14,1.3496835,1.3430904,"('antisocial', 'social')",-0.16712172,-0.25996903,0.5912809,0.5415607,-0.0497202
15,0.15256321,0.043339778,"('boring', 'funny')",0.46668908,0.4395308,0.3096262,0.2414353,-0.0681909
16,-0.76636034,-0.7467141,"('unpopular', 'popular')",0.76044756,0.7259507,-0.0029564,-0.0103817,-0.0074253
17,-0.29842246,-0.24095656,"('nasty', 'nice')",-0.26676476,-0.26276118,-0.2825936,-0.2518589,0.0307347
18,-0.68824404,-0.6602891,"('disagreeable', 'welcoming')",-0.36418933,-0.38918942,-0.5262167,-0.5247393,0.0014774
19,-1.2448276,-1.1731877,"('inhospitable', 'hospitable')",-0.28227472,-0.18080166,-0.7635512,-0.6769947,0.0865565
20,0.79801583,0.85779685,"('rough', 'thoughtful')",1.2397306,1.1627026,1.0188732,1.0102497,-0.0086235
21,1.3689938,1.3248299,"('immoral', 'moral')",-0.14212975,-0.1552287,0.613432,0.5848006,-0.0286314
22,0.9069613,0.92126375,"('untrustworthy', 'trustworthy')",-0.7072628,-0.7751813,0.0998493,0.0730412,-0.0268081
23,0.09286488,0.11006428,"('insincere', 'sincere')",5.329044,5.287805,2.7109544,2.6989348,-0.0120196
24,-0.05676667,-0.043313526,"('dishonest', 'honest')",0.64701855,0.64570165,0.2951259,0.3011941,0.0060682
25,-0.6384073,-0.7123687,"('egoistic', 'altruistic')",1.5263909,1.4925107,0.4439918,0.390071,-0.0539208
26,-0.493492,-0.53020966,"('hardhearted', 'benevolent')",1.7766005,1.6952342,0.6415542,0.5825123,-0.0590419
27,-1.1994882,-1.1222397,"('hardhearted', 'softhearted')",1.2194738,1.1706766,0.0099928,0.0242184,0.0142256
28,0.037410185,-0.12703353,"('disloyal', 'loyal')",0.8946763,0.7383495,0.4660433,0.305658,-0.1603853
29,0.019590577,0.034613334,"('unfair', 'fair')",-0.5741654,-0.7478695,-0.2772874,-0.3566281,-0.0793407
30,0.869367,0.81065077,"('intolerant', 'tolerant')",1.5592754,1.4985087,1.2143211,1.1545798,-0.0597413
31,-1.5879439,-1.4694772,"('evil', 'good')",-1.1282519,-1.2252998,-1.3580979,-1.3473885,0.0107094
32,0.09580225,0.05310087,"('unkind', 'kind')",1.0089275,0.8979379,0.5523648,0.4755194,-0.0768454
33,-0.1645966,-0.26559848,"('wrong', 'right')",-0.73202246,-0.7698443,-0.4483095,-0.5177214,-0.0694119
34,-0.23985037,-0.09700329,"('mean', 'honorable')",5.6278267,5.798459,2.6939881,2.8507278,0.1567397
35,-0.67241186,-0.75335336,"('corrupt', 'incorrupt')",-0.31646925,-0.47236237,-0.4944406,-0.6128579,-0.1184173
36,-2.1695108,-2.1699145,"('hostile', 'amicable')",-0.022304103,-0.23506638,-1.0959074,-1.2024904,-0.106583
37,0.6546543,0.71252775,"('fake', 'genuine')",0.12519732,0.18019544,0.3899258,0.4463616,0.0564358
38,-0.50912565,-0.4720925,"('untruthful', 'truthful')",-0.2293293,-0.1458194,-0.3692275,-0.308956,0.0602715
39,1.2621101,1.2469292,"('exploitative', 'cooperative')",0.25907183,0.19773345,0.760591,0.7223313,-0.0382597
40,-0.52188665,-0.482813,"('stingy', 'generous')",-1.7240739,-1.7997886,-1.1229802,-1.1413008,-0.0183206
41,0.008749524,0.081778556,"('unforgiving', 'forgiving')",0.048440542,-0.035949,0.028595,0.0229148,-0.0056802
42,0.970368,1.1466843,"('unreliable', 'reliable')",-3.0043542,-2.8312097,-1.016993,-0.8422627,0.1747303
43,0.016986031,0.17093273,"('irresponsible', 'responsible')",0.58862287,0.61896706,0.3028044,0.3949499,0.0921455
44,0.7360782,0.7169173,"('prejudiced', 'unprejudiced')",-1.3930944,-1.3749689,-0.3285081,-0.3290258,-0.0005177
45,0.051642396,0.14554042,"('incompetent', 'competent')",0.13100809,0.12852581,0.0913252,0.1370331,0.0457079
46,0.07159071,0.17735018,"('uncompetitive', 'competitive')",-0.3180516,-0.31015137,-0.1232304,-0.0664006,0.0568298
47,0.53012383,0.602429,"('stupid', 'smart')",5.2772098,5.382806,2.9036667,2.9926174,0.0889507
48,-0.15091634,-0.1758187,"('unintelligent', 'intelligent')",1.0287818,1.0449512,0.4389327,0.4345663,-0.0043664
49,0.09355644,0.1824547,"('unable', 'able')",0.3567414,0.43211925,0.2251489,0.307287,0.0821381
50,0.37716416,0.41089576,"('clumsy', 'skillful')",0.2907114,0.30686894,0.3339378,0.3588824,0.0249446
51,0.091921195,-0.028325241,"('uneducated', 'educated')",0.37985104,0.3361175,0.2358861,0.1538961,-0.08199
52,-1.1196754,-1.371591,"('irrational', 'rational')",0.31391996,0.09890503,-0.4028777,-0.636343,-0.2334653
53,-1.4785081,-1.4406118,"('uncreative', 'creative')",0.6938037,0.6888077,-0.3923522,-0.3759021,0.0164501
54,-0.116910994,-0.20146398,"('incapable', 'capable')",0.96506214,1.0357667,0.4240756,0.4171514,-0.0069242
55,0.82519555,0.85769755,"('incompetent', 'clever')",0.50392747,0.4906442,0.6645615,0.6741709,0.0096094
