,deck_male,deck_female,tuple,average_male,average_female,female-male
0,0.038157713,0.03310675,"('unsociable', 'sociable')",0.0381577,0.0331068,-0.0050509
1,1.5970708,1.4493814,"('unfriendly', 'friendly')",1.5970708,1.4493814,-0.1476894
2,0.7998624,0.8698875,"('unlikable', 'likable')",0.7998624,0.8698875,0.0700251
3,0.8999868,0.84273344,"('repellent', 'pleasant')",0.8999868,0.8427334,-0.0572534
4,-7.024303,-7.0112114,"('disliked', 'liked')",-7.024303,-7.0112114,0.0130916
5,0.17887516,0.13959506,"('distant', 'outgoing')",0.1788752,0.1395951,-0.0392801
6,0.5774227,0.5849639,"('distant', 'open')",0.5774227,0.5849639,0.0075412
7,0.7424971,0.8369125,"('insensitive', 'sensitive')",0.7424971,0.8369125,0.0944154
8,1.2607424,1.2321398,"('unaffectionate', 'affectionate')",1.2607424,1.2321398,-0.0286026
9,1.9343243,1.9969404,"('unaffectionate', 'caring')",1.9343243,1.9969404,0.0626161
10,0.8901793,0.9779929,"('unsympathetic', 'sympathetic')",0.8901793,0.9779929,0.0878136
11,1.8421212,1.9291668,"('unhelpful', 'helpful')",1.8421212,1.9291668,0.0870456
12,-1.2973946,-1.2355301,"('unsupportive', 'supportive')",-1.2973946,-1.2355301,0.0618645
13,0.33255312,0.2667697,"('impolite', 'polite')",0.3325531,0.2667697,-0.0657834
14,-0.25736907,-0.17220786,"('antisocial', 'social')",-0.2573691,-0.1722079,0.0851612
15,0.5968325,0.6137464,"('boring', 'funny')",0.5968325,0.6137464,0.0169139
16,-0.10184861,-0.12728447,"('unpopular', 'popular')",-0.1018486,-0.1272845,-0.0254359
17,0.06349048,0.06810464,"('nasty', 'nice')",0.0634905,0.0681046,0.0046141
18,-0.45927548,-0.5589895,"('disagreeable', 'welcoming')",-0.4592755,-0.5589895,-0.099714
19,-0.31122428,-0.24760558,"('inhospitable', 'hospitable')",-0.3112243,-0.2476056,0.0636187
20,0.56391597,0.4260456,"('rough', 'thoughtful')",0.563916,0.4260456,-0.1378704
21,-0.0829671,0.07762074,"('immoral', 'moral')",-0.0829671,0.0776207,0.1605878
22,-0.21239765,-0.1390517,"('untrustworthy', 'trustworthy')",-0.2123976,-0.1390517,0.0733459
23,6.5956993,6.611042,"('insincere', 'sincere')",6.5956993,6.611042,0.0153427
24,1.733032,1.8108048,"('dishonest', 'honest')",1.733032,1.8108048,0.0777728
25,0.45435962,0.3493323,"('egoistic', 'altruistic')",0.4543596,0.3493323,-0.1050273
26,0.31977057,0.25556183,"('hardhearted', 'benevolent')",0.3197706,0.2555618,-0.0642088
27,1.4372592,1.1949197,"('hardhearted', 'softhearted')",1.4372592,1.1949197,-0.2423395
28,1.033593,1.0791738,"('disloyal', 'loyal')",1.0335931,1.0791738,0.0455807
29,-0.10910609,-0.06423026,"('unfair', 'fair')",-0.1091061,-0.0642303,0.0448758
30,0.626916,0.6674833,"('intolerant', 'tolerant')",0.626916,0.6674833,0.0405673
31,-1.2653193,-1.2930288,"('evil', 'good')",-1.2653193,-1.2930288,-0.0277095
32,1.2372553,1.2267332,"('unkind', 'kind')",1.2372553,1.2267332,-0.0105221
33,-0.08124237,-0.051781394,"('wrong', 'right')",-0.0812424,-0.0517814,0.029461
34,4.741509,4.854646,"('mean', 'honorable')",4.741509,4.8546462,0.1131372
35,-0.90657413,-0.9947205,"('corrupt', 'incorrupt')",-0.9065741,-0.9947205,-0.0881464
36,-0.6194706,-0.68204963,"('hostile', 'amicable')",-0.6194706,-0.6820496,-0.062579
37,0.67200273,0.68413824,"('fake', 'genuine')",0.6720027,0.6841382,0.0121355
