,align_male,align_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,0.65454614,0.6235451,"('unsociable', 'sociable')",0.26791432,0.22258754,-0.33375627,-0.48543447,0.1962347,0.1202327,-0.076002
1,-0.07015024,-0.07580342,"('unfriendly', 'friendly')",-0.18476757,-0.27848092,1.9227147,1.7742549,0.5559323,0.4733235,-0.0826088
2,0.25659925,0.26993385,"('unlikable', 'likable')",0.5150356,0.63506126,0.63010937,0.70391536,0.4672481,0.5363035,0.0690554
3,-0.029815292,0.12286665,"('repellent', 'pleasant')",0.1056259,0.32604367,-0.22007649,-0.112080395,-0.0480886,0.1122766,0.1603652
4,-2.0173779,-2.0999055,"('disliked', 'liked')",-0.33479232,-0.34381422,-5.563427,-5.66179,-2.6385323,-2.7018366,-0.0633043
5,-1.9587332,-2.096964,"('distant', 'outgoing')",-1.0182681,-1.0221953,0.13309608,0.1168887,-0.9479684,-1.0007568,-0.0527884
6,-1.9978039,-2.0564463,"('distant', 'open')",-1.2406721,-1.2563218,0.4632434,0.43401316,-0.9250775,-0.959585,-0.0345075
7,1.5848362,1.7039549,"('insensitive', 'sensitive')",0.3906009,0.59132373,0.698785,0.77586955,0.8914074,1.0237161,0.1323087
8,-1.1189266,-1.0753204,"('unaffectionate', 'affectionate')",-0.5277976,-0.506241,0.79167074,0.6986947,-0.2850178,-0.2942889,-0.0092711
9,-0.051252294,0.023834137,"('unaffectionate', 'caring')",-0.09001935,-0.03417746,1.3050045,1.3081739,0.3879109,0.4326102,0.0446993
10,1.8007325,2.0060174,"('unsympathetic', 'sympathetic')",-0.15769443,-0.008572988,-0.47152686,-0.46531236,0.3905037,0.5107107,0.120207
11,1.630904,1.754811,"('unhelpful', 'helpful')",1.2702599,1.3452822,1.9606811,2.0283914,1.620615,1.7094949,0.0888799
12,1.9160041,2.0182266,"('unsupportive', 'supportive')",0.87987924,1.0659254,-1.336451,-1.3501062,0.4864774,0.5780152,0.0915378
13,1.2067266,1.1497955,"('impolite', 'polite')",0.40393478,0.38673273,-0.22713304,-0.1896325,0.4611761,0.4489652,-0.0122109
14,1.400292,1.3824081,"('antisocial', 'social')",1.2474679,1.4297185,-0.74893636,-0.7294145,0.6329412,0.6942374,0.0612962
15,-0.13891463,-0.26561904,"('boring', 'funny')",-0.22511205,-0.26885954,0.70274,0.64538014,0.1129044,0.0369672,-0.0759372
16,-2.2509134,-2.2137146,"('unpopular', 'popular')",-0.36445573,-0.36088526,0.5355305,0.5420432,-0.6932795,-0.6775188,0.0157607
17,-0.84599113,-0.83417094,"('nasty', 'nice')",-0.6383659,-0.5726919,-0.49444172,-0.47197607,-0.6595996,-0.6262796,0.03332
18,-0.3629321,-0.39596322,"('disagreeable', 'welcoming')",0.11843276,0.17293674,-0.087475255,-0.15568039,-0.1106582,-0.1262356,-0.0155774
19,-1.5996513,-1.6457059,"('inhospitable', 'hospitable')",-0.7591879,-0.81046593,0.29153195,0.28305364,-0.6891024,-0.7243728,-0.0352704
20,1.5021635,1.4841101,"('rough', 'thoughtful')",1.1526955,1.2588383,0.7530363,0.7116534,1.1359651,1.151534,0.0155689
21,1.237602,1.2398717,"('immoral', 'moral')",1.1766487,1.2661594,-0.431851,-0.393481,0.6607999,0.7041833,0.0433834
22,0.7824873,0.80801725,"('untrustworthy', 'trustworthy')",0.32552618,0.3575045,-0.8303693,-0.8294948,0.092548,0.112009,0.019461
23,1.8748409,1.9043794,"('insincere', 'sincere')",-0.3069909,-0.2066364,5.344336,5.404351,2.304062,2.3673647,0.0633027
24,1.374634,1.4551162,"('dishonest', 'honest')",-1.6531885,-1.5689399,0.62183803,0.6296356,0.1144279,0.1719373,0.0575094
25,-0.60056436,-0.6482052,"('egoistic', 'altruistic')",-0.26393127,-0.21785736,1.4773597,1.4174937,0.204288,0.1838104,-0.0204776
26,0.60706705,0.5331093,"('hardhearted', 'benevolent')",0.48277253,0.51547414,1.7994286,1.6943334,0.9630894,0.9143057,-0.0487837
27,0.754292,0.7184482,"('hardhearted', 'softhearted')",-0.16141829,-0.089299954,1.5958796,1.5555652,0.7295844,0.7282378,-0.0013466
28,0.6014725,0.5351373,"('disloyal', 'loyal')",0.13349669,0.11317873,0.84778905,0.7776656,0.5275861,0.4753272,-0.0522589
29,-0.988594,-1.0270848,"('unfair', 'fair')",-1.1523582,-1.1556076,-0.8324743,-1.0137424,-0.9911421,-1.0654783,-0.0743362
30,1.9377638,1.9681813,"('intolerant', 'tolerant')",1.3672816,1.4193628,1.3368063,1.3221945,1.5472838,1.5699129,0.0226291
31,-2.7543738,-2.8324578,"('evil', 'good')",-1.1377666,-1.2767699,-0.8039737,-0.9696345,-1.5653714,-1.6929541,-0.1275827
32,0.27568167,0.27231362,"('unkind', 'kind')",0.1509123,0.23515181,0.85175645,0.7852215,0.4261168,0.4308956,0.0047788
33,0.28494418,0.07637598,"('wrong', 'right')",0.45409238,0.3924823,-0.20347519,-0.2590791,0.1785205,0.0699264,-0.1085941
34,1.3438087,1.4106996,"('mean', 'honorable')",-0.5715904,-0.41447693,5.7382765,5.866928,2.1701649,2.2877169,0.117552
35,-2.3827233,-2.5633664,"('corrupt', 'incorrupt')",-0.98070955,-1.1090113,-0.12806392,-0.2933586,-1.1638323,-1.3219121,-0.1580798
36,-1.5293479,-1.6183062,"('hostile', 'amicable')",-1.3366569,-1.5335029,0.23005998,0.0184879,-0.8786483,-1.0444404,-0.1657921
37,0.17513056,0.21858883,"('fake', 'genuine')",-0.6246714,-0.5296421,0.24095638,0.28032383,-0.0695282,-0.0102431,0.0592851
38,0.59761804,0.5608401,"('untruthful', 'truthful')",-0.687702,-0.6204104,0.24117595,0.321463,0.050364,0.0872976,0.0369336
39,2.836355,2.7839694,"('exploitative', 'cooperative')",0.6895756,0.6811865,0.17121592,0.11933103,1.2323822,1.194829,-0.0375532
40,0.30157676,0.3579745,"('stingy', 'generous')",-0.24753441,-0.14672856,-1.4341984,-1.5325979,-0.460052,-0.4404507,0.0196013
41,0.83293295,0.8238129,"('unforgiving', 'forgiving')",-0.4858322,-0.38066807,0.33250192,0.2206522,0.2265342,0.2212657,-0.0052685
42,1.3359021,1.4148096,"('unreliable', 'reliable')",-0.63573396,-0.41128004,-2.8025181,-2.6515532,-0.7007833,-0.5493412,0.1514421
