,furnace_male,furnace_female,tuple,average_male,average_female,female-male
0,0.2711932,0.1118649,"('unsociable', 'sociable')",0.2711932,0.1118649,-0.1593283
1,1.316646,1.3712343,"('unfriendly', 'friendly')",1.316646,1.3712343,0.0545883
2,0.3098665,0.43429372,"('unlikable', 'likable')",0.3098665,0.4342937,0.1244272
3,-0.21461791,0.24631803,"('repellent', 'pleasant')",-0.2146179,0.246318,0.4609359
4,-7.9143324,-7.9556837,"('disliked', 'liked')",-7.9143324,-7.9556837,-0.0413513
5,-0.28055507,-0.37956056,"('distant', 'outgoing')",-0.2805551,-0.3795606,-0.0990055
6,0.15318666,0.08145567,"('distant', 'open')",0.1531867,0.0814557,-0.071731
7,1.0637037,1.3137376,"('insensitive', 'sensitive')",1.0637037,1.3137376,0.2500339
8,1.4772323,1.46959,"('unaffectionate', 'affectionate')",1.4772323,1.4695899,-0.0076424
9,1.6770573,1.709059,"('unaffectionate', 'caring')",1.6770573,1.709059,0.0320017
10,0.747253,0.9153554,"('unsympathetic', 'sympathetic')",0.747253,0.9153554,0.1681024
11,1.7688775,1.8413122,"('unhelpful', 'helpful')",1.7688775,1.8413122,0.0724347
12,-1.5120724,-1.3918357,"('unsupportive', 'supportive')",-1.5120724,-1.3918357,0.1202367
13,-0.4959464,-0.34988952,"('impolite', 'polite')",-0.4959464,-0.3498895,0.1460569
14,-0.124754526,0.05963577,"('antisocial', 'social')",-0.1247545,0.0596358,0.1843903
15,0.46423262,0.40656418,"('boring', 'funny')",0.4642326,0.4065642,-0.0576684
16,-0.43388402,-0.47975063,"('unpopular', 'popular')",-0.433884,-0.4797506,-0.0458666
17,-0.2186727,-0.27058586,"('nasty', 'nice')",-0.2186727,-0.2705859,-0.0519132
18,-0.8337291,-0.6793076,"('disagreeable', 'welcoming')",-0.8337291,-0.6793076,0.1544215
19,-0.34192932,-0.32621494,"('inhospitable', 'hospitable')",-0.3419293,-0.3262149,0.0157144
20,0.1508398,0.23049384,"('rough', 'thoughtful')",0.1508398,0.2304938,0.079654
21,-0.6285862,-0.29340902,"('immoral', 'moral')",-0.6285862,-0.293409,0.3351772
22,-0.7823809,-0.66842604,"('untrustworthy', 'trustworthy')",-0.7823809,-0.668426,0.1139549
23,6.64852,6.8299837,"('insincere', 'sincere')",6.64852,6.8299837,0.1814637
24,1.645166,1.7833507,"('dishonest', 'honest')",1.645166,1.7833507,0.1381847
25,0.6763742,0.5331428,"('egoistic', 'altruistic')",0.6763742,0.5331428,-0.1432314
26,1.2232382,0.8886501,"('hardhearted', 'benevolent')",1.2232382,0.8886501,-0.3345881
27,1.2471373,1.3276254,"('hardhearted', 'softhearted')",1.2471373,1.3276254,0.0804881
28,1.117819,1.0668972,"('disloyal', 'loyal')",1.117819,1.0668972,-0.0509218
29,-0.33266622,-0.46389034,"('unfair', 'fair')",-0.3326662,-0.4638903,-0.1312241
30,1.298516,1.3054714,"('intolerant', 'tolerant')",1.298516,1.3054714,0.0069554
31,-1.0092831,-1.0349252,"('evil', 'good')",-1.0092831,-1.0349252,-0.0256421
32,1.1050206,1.189575,"('unkind', 'kind')",1.1050206,1.189575,0.0845544
33,-0.3388465,-0.5409663,"('wrong', 'right')",-0.3388465,-0.5409663,-0.2021198
34,4.5756555,4.7246823,"('mean', 'honorable')",4.5756555,4.7246823,0.1490268
35,-0.6190948,-0.99488527,"('corrupt', 'incorrupt')",-0.6190948,-0.9948853,-0.3757905
36,-0.64796066,-0.9767605,"('hostile', 'amicable')",-0.6479607,-0.9767605,-0.3287998
37,0.5329299,0.7178662,"('fake', 'genuine')",0.5329299,0.7178662,0.1849363
38,0.121059954,-0.022842534,"('untruthful', 'truthful')",0.12106,-0.0228425,-0.1439025
39,-0.1402405,-0.03621559,"('exploitative', 'cooperative')",-0.1402405,-0.0362156,0.1040249
