,maid_male,maid_female,tuple,average_male,average_female,female-male
0,0.33227003,0.06393814,"('unsociable', 'sociable')",0.33227,0.0639381,-0.2683319
1,1.2553918,1.377555,"('unfriendly', 'friendly')",1.2553918,1.377555,0.1221632
2,0.16401073,0.38812828,"('unlikable', 'likable')",0.1640107,0.3881283,0.2241176
3,0.54426724,0.4115704,"('repellent', 'pleasant')",0.5442672,0.4115704,-0.1326968
4,-6.8546786,-7.2428827,"('disliked', 'liked')",-6.8546786,-7.2428827,-0.3882041
5,-0.5335741,-0.3498736,"('distant', 'outgoing')",-0.5335741,-0.3498736,0.1837005
6,-0.09684284,0.2207044,"('distant', 'open')",-0.0968428,0.2207044,0.3175472
7,0.9708356,0.8428724,"('insensitive', 'sensitive')",0.9708356,0.8428724,-0.1279632
8,1.1777619,1.29594,"('unaffectionate', 'affectionate')",1.1777619,1.29594,0.1181781
9,1.5777706,1.8851737,"('unaffectionate', 'caring')",1.5777706,1.8851737,0.3074031
10,1.1624528,1.1291429,"('unsympathetic', 'sympathetic')",1.1624528,1.1291429,-0.0333099
11,1.8559618,1.8970144,"('unhelpful', 'helpful')",1.8559618,1.8970144,0.0410526
12,-1.3609875,-1.4718671,"('unsupportive', 'supportive')",-1.3609875,-1.4718671,-0.1108796
13,0.40928188,0.34892353,"('impolite', 'polite')",0.4092819,0.3489235,-0.0603584
14,-0.14084654,-0.61714935,"('antisocial', 'social')",-0.1408465,-0.6171494,-0.4763029
15,0.548422,0.48673293,"('boring', 'funny')",0.548422,0.4867329,-0.0616891
16,-0.3466591,-0.08561847,"('unpopular', 'popular')",-0.3466591,-0.0856185,0.2610406
17,0.07287495,0.1138038,"('nasty', 'nice')",0.0728749,0.1138038,0.0409289
18,-0.66982496,-0.86161184,"('disagreeable', 'welcoming')",-0.669825,-0.8616118,-0.1917868
19,-0.6808368,-0.38355136,"('inhospitable', 'hospitable')",-0.6808368,-0.3835514,0.2972854
20,0.70143783,0.41015455,"('rough', 'thoughtful')",0.7014378,0.4101546,-0.2912832
21,-0.2765951,-0.23549059,"('immoral', 'moral')",-0.2765951,-0.2354906,0.0411045
22,-0.71267456,-1.0095876,"('untrustworthy', 'trustworthy')",-0.7126746,-1.0095876,-0.296913
23,6.081288,6.3515615,"('insincere', 'sincere')",6.0812879,6.3515615,0.2702736
24,1.5249107,1.4838359,"('dishonest', 'honest')",1.5249107,1.4838359,-0.0410748
25,0.3211873,0.3716786,"('egoistic', 'altruistic')",0.3211873,0.3716786,0.0504913
26,0.55521894,0.4399534,"('hardhearted', 'benevolent')",0.5552189,0.4399534,-0.1152655
27,1.7504565,1.7169069,"('hardhearted', 'softhearted')",1.7504565,1.7169069,-0.0335496
28,1.1307683,1.2723397,"('disloyal', 'loyal')",1.1307683,1.2723397,0.1415714
29,-0.34717324,-0.7068864,"('unfair', 'fair')",-0.3471732,-0.7068864,-0.3597132
30,0.87327963,1.0749643,"('intolerant', 'tolerant')",0.8732796,1.0749643,0.2016847
31,-1.7295341,-1.7265426,"('evil', 'good')",-1.7295341,-1.7265426,0.0029915
32,1.6329217,1.5271509,"('unkind', 'kind')",1.6329217,1.5271509,-0.1057708
33,-0.6329189,-0.42397395,"('wrong', 'right')",-0.6329189,-0.4239739,0.208945
34,4.4930706,5.0765815,"('mean', 'honorable')",4.4930706,5.0765815,0.5835109
35,-0.9764085,-0.8621809,"('corrupt', 'incorrupt')",-0.9764085,-0.8621809,0.1142276
36,-0.9343296,-0.6578678,"('hostile', 'amicable')",-0.9343296,-0.6578678,0.2764618
37,1.1902692,1.1889696,"('fake', 'genuine')",1.1902692,1.1889696,-0.0012996
38,0.09112419,0.37868106,"('untruthful', 'truthful')",0.0911242,0.3786811,0.2875569
39,-0.12656534,-0.13786805,"('exploitative', 'cooperative')",-0.1265653,-0.137868,-0.0113027
40,-1.5908561,-2.2096283,"('stingy', 'generous')",-1.5908561,-2.2096283,-0.6187722
41,0.1881147,0.23085918,"('unforgiving', 'forgiving')",0.1881147,0.2308592,0.0427445
42,-2.0411317,-2.569568,"('unreliable', 'reliable')",-2.0411317,-2.5695679,-0.5284362
43,1.2135946,1.2854149,"('irresponsible', 'responsible')",1.2135946,1.2854149,0.0718203
44,-1.1555977,-1.3136183,"('prejudiced', 'unprejudiced')",-1.1555977,-1.3136183,-0.1580206
45,0.08911292,-0.019207355,"('incompetent', 'competent')",0.0891129,-0.0192074,-0.1083203
46,-0.47711694,-0.66210836,"('uncompetitive', 'competitive')",-0.4771169,-0.6621084,-0.1849915
47,5.0708027,5.631884,"('stupid', 'smart')",5.0708027,5.6318841,0.5610814
48,0.50206184,0.45483717,"('unintelligent', 'intelligent')",0.5020618,0.4548372,-0.0472246
49,0.10694215,0.118610434,"('unable', 'able')",0.1069421,0.1186104,0.0116683
50,-0.35536292,-0.34735787,"('clumsy', 'skillful')",-0.3553629,-0.3473579,0.008005
51,0.61227506,0.3149843,"('uneducated', 'educated')",0.6122751,0.3149843,-0.2972908
