,cloudburst_male,cloudburst_female,tuple,average_male,average_female,female-male
0,-2.0800245,-2.2684703,"('unsociable', 'sociable')",-2.0800245,-2.2684703,-0.1884458
1,0.31337216,0.2216345,"('unfriendly', 'friendly')",0.3133722,0.2216345,-0.0917377
2,-0.6999018,-0.69192797,"('unlikable', 'likable')",-0.6999018,-0.691928,0.0079738
3,-0.7529846,-0.72605234,"('repellent', 'pleasant')",-0.7529846,-0.7260523,0.0269323
4,-1.9442266,-2.0147717,"('disliked', 'liked')",-1.9442266,-2.0147717,-0.0705451
5,-0.38328275,-0.40192008,"('distant', 'outgoing')",-0.3832828,-0.4019201,-0.0186373
6,-0.41319624,-0.4361577,"('distant', 'open')",-0.4131962,-0.4361577,-0.0229615
7,-0.7027787,-0.65971106,"('insensitive', 'sensitive')",-0.7027787,-0.6597111,0.0430676
8,0.15048766,0.042257823,"('unaffectionate', 'affectionate')",0.1504877,0.0422578,-0.1082299
9,-0.27652702,-0.3108576,"('unaffectionate', 'caring')",-0.276527,-0.3108576,-0.0343306
10,-2.1131122,-2.1621437,"('unsympathetic', 'sympathetic')",-2.1131122,-2.1621437,-0.0490315
11,-0.057009503,0.00039433409,"('unhelpful', 'helpful')",-0.0570095,0.0003943,0.0574038
12,-1.1453806,-1.1403617,"('unsupportive', 'supportive')",-1.1453806,-1.1403617,0.0050189
13,-1.5205656,-1.670534,"('impolite', 'polite')",-1.5205656,-1.670534,-0.1499684
14,-1.4922839,-1.5131731,"('antisocial', 'social')",-1.4922839,-1.5131731,-0.0208892
15,0.32659757,0.21109204,"('boring', 'funny')",0.3265976,0.211092,-0.1155056
16,-0.15877213,-0.11725999,"('unpopular', 'popular')",-0.1587721,-0.11726,0.0415121
17,-0.51362324,-0.52095443,"('nasty', 'nice')",-0.5136232,-0.5209544,-0.0073312
18,-0.6565404,-0.59735066,"('disagreeable', 'welcoming')",-0.6565404,-0.5973507,0.0591897
19,-1.3250904,-1.3035095,"('inhospitable', 'hospitable')",-1.3250904,-1.3035095,0.0215809
20,-0.3899781,-0.44766074,"('rough', 'thoughtful')",-0.3899781,-0.4476607,-0.0576826
21,-1.0365616,-1.0211903,"('immoral', 'moral')",-1.0365616,-1.0211903,0.0153713
22,-1.3820006,-1.4703602,"('untrustworthy', 'trustworthy')",-1.3820006,-1.4703602,-0.0883596
23,1.1910009,1.1411232,"('insincere', 'sincere')",1.1910009,1.1411232,-0.0498777
24,-0.86369014,-0.9224836,"('dishonest', 'honest')",-0.8636901,-0.9224836,-0.0587935
25,0.85444695,0.8161086,"('egoistic', 'altruistic')",0.8544469,0.8161086,-0.0383383
26,0.76528597,0.62187463,"('hardhearted', 'benevolent')",0.765286,0.6218746,-0.1434114
27,0.11624922,0.10389122,"('hardhearted', 'softhearted')",0.1162492,0.1038912,-0.012358
28,-0.61545974,-0.65813535,"('disloyal', 'loyal')",-0.6154597,-0.6581354,-0.0426757
29,-0.10585649,-0.21077397,"('unfair', 'fair')",-0.1058565,-0.210774,-0.1049175
30,-0.32545233,-0.40270716,"('intolerant', 'tolerant')",-0.3254523,-0.4027072,-0.0772549
31,-0.8909938,-0.9362828,"('evil', 'good')",-0.8909938,-0.9362828,-0.045289
32,0.16232076,0.0291058,"('unkind', 'kind')",0.1623208,0.0291058,-0.133215
33,0.40705442,0.38258666,"('wrong', 'right')",0.4070544,0.3825867,-0.0244677
34,1.1062151,1.1908798,"('mean', 'honorable')",1.1062151,1.1908798,0.0846647
35,0.9533566,0.94250774,"('corrupt', 'incorrupt')",0.9533566,0.9425077,-0.0108489
36,-0.37571633,-0.4965568,"('hostile', 'amicable')",-0.3757163,-0.4965568,-0.1208405
37,-0.818905,-0.79889333,"('fake', 'genuine')",-0.818905,-0.7988933,0.0200117
38,-0.2660162,-0.31987315,"('untruthful', 'truthful')",-0.2660162,-0.3198732,-0.053857
39,0.8808056,0.8521616,"('exploitative', 'cooperative')",0.8808056,0.8521616,-0.028644
40,-1.4840268,-1.4763272,"('stingy', 'generous')",-1.4840268,-1.4763272,0.0076996
41,-0.49363583,-0.5932066,"('unforgiving', 'forgiving')",-0.4936358,-0.5932066,-0.0995708
42,-1.6259596,-1.591304,"('unreliable', 'reliable')",-1.6259596,-1.5913039,0.0346557
43,-1.2341591,-1.3103169,"('irresponsible', 'responsible')",-1.2341591,-1.3103169,-0.0761578
44,-0.5099219,-0.503789,"('prejudiced', 'unprejudiced')",-0.5099219,-0.503789,0.0061329
45,-1.8597419,-1.8838329,"('incompetent', 'competent')",-1.8597419,-1.8838329,-0.024091
46,-1.2642496,-1.3117981,"('uncompetitive', 'competitive')",-1.2642496,-1.3117981,-0.0475485
47,1.0801612,1.0886389,"('stupid', 'smart')",1.0801612,1.0886389,0.0084777
48,-0.4950171,-0.5474093,"('unintelligent', 'intelligent')",-0.4950171,-0.5474093,-0.0523922
49,-0.67065823,-0.562291,"('unable', 'able')",-0.6706582,-0.562291,0.1083672
50,0.040415205,0.12646376,"('clumsy', 'skillful')",0.0404152,0.1264638,0.0860486
51,-1.0524083,-1.1162026,"('uneducated', 'educated')",-1.0524083,-1.1162026,-0.0637943
52,-0.011526083,-0.17564912,"('irrational', 'rational')",-0.0115261,-0.1756491,-0.164123
53,-0.16742498,-0.2549272,"('uncreative', 'creative')",-0.167425,-0.2549272,-0.0875022
54,0.13959616,0.1339612,"('incapable', 'capable')",0.1395962,0.1339612,-0.005635
55,-0.9933822,-1.0100155,"('incompetent', 'clever')",-0.9933822,-1.0100155,-0.0166333
56,-0.043713354,-0.11103554,"('impractical', 'practical')",-0.0437134,-0.1110355,-0.0673221
57,-1.5415971,-1.664808,"('unimaginative', 'imaginative')",-1.5415971,-1.664808,-0.1232109
58,-0.020314775,-0.020864427,"('undiscriminating', 'discriminating')",-0.0203148,-0.0208644,-0.0005496
59,0.7111008,0.7702926,"('foolish', 'wise')",0.7111008,0.7702926,0.0591918
60,-0.7310827,-0.7539054,"('inefficient', 'efficient')",-0.7310827,-0.7539054,-0.0228227
61,-0.91398245,-1.1149943,"('illogical', 'logical')",-0.9139825,-1.1149943,-0.2010118
62,-0.9800598,-0.84969753,"('incompetent', 'brilliant')",-0.9800598,-0.8496975,0.1303623
63,-0.6633568,-0.6549561,"('unperceptive', 'insightful')",-0.6633568,-0.6549561,0.0084007
64,-2.306259,-2.4166865,"('shy', 'confident')",-2.3062589,-2.4166865,-0.1104276
65,-1.0915829,-1.0997231,"('insecure', 'secure')",-1.0915829,-1.0997231,-0.0081402
66,-1.2819493,-1.30661,"('inactive', 'active')",-1.2819493,-1.30661,-0.0246607
67,-0.5491019,-0.6937471,"('doubtful', 'determined')",-0.5491019,-0.6937471,-0.1446452
68,-0.6703875,-0.61192715,"('dependent', 'independent')",-0.6703875,-0.6119272,0.0584603
69,-0.090251565,-0.05496887,"('lazy', 'industrious')",-0.0902516,-0.0549689,0.0352827
70,-1.4940361,-1.4971381,"('lethargic', 'energetic')",-1.4940361,-1.4971381,-0.003102
71,0.7079336,0.596884,"('diffident', 'self-confident')",0.7079336,0.596884,-0.1110496
72,-0.46305236,-0.38225937,"('unambitious', 'ambitious')",-0.4630524,-0.3822594,0.080793
73,0.33810794,0.42492902,"('helpless', 'self-reliant')",0.3381079,0.424929,0.0868211
74,-0.33911312,-0.3335672,"('undedicated', 'dedicated')",-0.3391131,-0.3335672,0.0055459
75,0.6598446,0.7067361,"('meek', 'impulsive')",0.6598446,0.7067361,0.0468915
76,-0.38423887,-0.32578576,"('anxious', 'daring')",-0.3842389,-0.3257858,0.0584531
77,-1.3477173,-1.3655252,"('unmotivated', 'motivated')",-1.3477173,-1.3655252,-0.0178079
78,-1.0212631,-0.9465181,"('nonresilient', 'resilient')",-1.0212631,-0.9465181,0.074745
79,-0.48656487,-0.4754562,"('wavering', 'unwavering')",-0.4865649,-0.4754562,0.0111087
80,-0.9767439,-0.864043,"('dominated', 'dominating')",-0.9767439,-0.864043,0.1127009
81,-1.0970562,-1.0040442,"('submissive', 'aggressive')",-1.0970562,-1.0040442,0.093012
82,0.9208535,1.0617337,"('poor', 'rich')",0.9208535,1.0617337,0.1408802
83,0.008092312,-0.16237588,"('powerless', 'powerful')",0.0080923,-0.1623759,-0.1704682
84,0.668751,0.65822595,"('inferior', 'superior')",0.668751,0.658226,-0.010525
85,0.75812423,0.66392875,"('insignificant', 'prestigious')",0.7581242,0.6639287,-0.0941955
86,-1.4271009,-1.6031501,"('uninfluential', 'influential')",-1.4271009,-1.6031501,-0.1760492
87,-0.625769,-0.5438453,"('unsuccessful', 'successful')",-0.625769,-0.5438453,0.0819237
88,-0.55616874,-0.5704905,"('low', 'eminent')",-0.5561687,-0.5704905,-0.0143218
