,leidos_male,leidos_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.62046516,-0.77526087,"('unsociable', 'sociable')",0.2778086,0.026626222,-0.35469115,-0.44479263,-0.2324492,-0.3978091,-0.1653599
1,-1.1794534,-1.2329961,"('unfriendly', 'friendly')",-0.08294191,-0.22659406,1.7123573,1.6037123,0.1499873,0.0480407,-0.1019466
2,1.1386861,1.2403953,"('unlikable', 'likable')",1.8686386,1.9424204,0.71954155,0.8284965,1.2422887,1.337104,0.0948153
3,0.008800354,0.123298585,"('repellent', 'pleasant')",0.53302103,0.5345021,0.3610084,0.38663185,0.3009433,0.3481442,0.0472009
4,-0.3498872,-0.3224199,"('disliked', 'liked')",0.064905524,-0.013321536,-6.4828167,-6.560785,-2.2559328,-2.2988421,-0.0429093
5,-0.53644526,-0.48519894,"('distant', 'outgoing')",-0.592847,-0.57008487,-0.040544435,-0.04736015,-0.3899455,-0.367548,0.0223975
6,-0.87353426,-0.79418796,"('distant', 'open')",-0.80785495,-0.78971666,0.75814193,0.71407944,-0.3077491,-0.2899417,0.0178074
7,0.4407497,0.3610473,"('insensitive', 'sensitive')",0.31045347,0.2609518,0.49811873,0.49527732,0.4164406,0.3724255,-0.0440151
8,-0.39944166,-0.38907003,"('unaffectionate', 'affectionate')",-0.51440936,-0.49301603,0.9039473,0.83583826,-0.0033012,-0.0154159,-0.0121147
9,-0.7890122,-0.8503849,"('unaffectionate', 'caring')",0.1748216,0.07160212,1.1720339,1.1370221,0.1859478,0.1194131,-0.0665347
10,-0.51324743,-0.5928492,"('unsympathetic', 'sympathetic')",-0.24602145,-0.3240109,-0.38797623,-0.4091579,-0.3824151,-0.442006,-0.0595909
11,-0.30008623,-0.34287357,"('unhelpful', 'helpful')",-0.34411773,-0.42583114,1.5202634,1.6122764,0.2920198,0.2811906,-0.0108292
12,-0.07488118,0.010802848,"('unsupportive', 'supportive')",0.26254463,0.309663,-1.9541495,-1.9350467,-0.5888287,-0.5381936,0.0506351
13,-0.3287225,-0.37651408,"('impolite', 'polite')",-0.078734815,-0.15059477,-0.329782,-0.34393895,-0.2457465,-0.2903493,-0.0446028
14,0.8820788,0.8327024,"('antisocial', 'social')",2.1679134,2.0738049,-0.5027027,-0.5427507,0.8490965,0.7879189,-0.0611776
15,-0.34216753,-0.4371633,"('boring', 'funny')",-1.0674844,-1.1154512,0.3788871,0.34671754,-0.3435883,-0.4019656,-0.0583773
16,-0.90131634,-0.8535617,"('unpopular', 'popular')",-0.89852756,-0.81298745,0.5684712,0.56342614,-0.4104576,-0.3677077,0.0427499
17,-0.27020815,-0.20251568,"('nasty', 'nice')",-1.2199618,-1.1083643,-0.45512134,-0.39748657,-0.6484304,-0.5694555,0.0789749
18,0.57451326,0.6878452,"('disagreeable', 'welcoming')",0.049283236,0.08575153,-0.31208602,-0.3199409,0.1039035,0.1512186,0.0473151
19,-1.2614719,-1.1543094,"('inhospitable', 'hospitable')",-1.0776823,-0.98533076,-0.20967582,-0.11282725,-0.84961,-0.7508225,0.0987875
20,0.50288665,0.5145151,"('rough', 'thoughtful')",0.28669518,0.39118102,1.2492731,1.2171419,0.6796183,0.7076127,0.0279944
21,0.10151186,-0.0033286773,"('immoral', 'moral')",0.4544554,0.3621462,-0.87741333,-0.8637612,-0.1071487,-0.1683146,-0.0611659
