,slavery_male,slavery_female,tuple,average_male,average_female,female-male
0,0.21398564,0.27600482,"('unsociable', 'sociable')",0.2139856,0.2760048,0.0620192
1,1.0293477,1.0166949,"('unfriendly', 'friendly')",1.0293477,1.0166949,-0.0126528
2,0.35554427,0.5325359,"('unlikable', 'likable')",0.3555443,0.5325359,0.1769916
3,0.5204667,0.7806526,"('repellent', 'pleasant')",0.5204667,0.7806526,0.2601859
4,-7.8396864,-7.721513,"('disliked', 'liked')",-7.8396864,-7.7215128,0.1181736
5,-0.2560216,-0.28827164,"('distant', 'outgoing')",-0.2560216,-0.2882716,-0.03225
6,0.17834152,0.042583294,"('distant', 'open')",0.1783415,0.0425833,-0.1357582
7,1.2507111,1.3888208,"('insensitive', 'sensitive')",1.2507111,1.3888208,0.1381097
8,1.3052554,1.0993698,"('unaffectionate', 'affectionate')",1.3052554,1.0993698,-0.2058856
9,1.6047666,1.50194,"('unaffectionate', 'caring')",1.6047666,1.50194,-0.1028266
10,1.557808,1.5701224,"('unsympathetic', 'sympathetic')",1.557808,1.5701224,0.0123144
11,1.8756413,1.9308233,"('unhelpful', 'helpful')",1.8756413,1.9308233,0.055182
12,-1.2409155,-1.1269826,"('unsupportive', 'supportive')",-1.2409155,-1.1269826,0.1139329
13,0.23734051,0.3490269,"('impolite', 'polite')",0.2373405,0.3490269,0.1116864
14,0.3014096,0.44575498,"('antisocial', 'social')",0.3014096,0.445755,0.1443454
15,0.18091926,0.18799308,"('boring', 'funny')",0.1809193,0.1879931,0.0070738
16,-0.7335337,-0.6781858,"('unpopular', 'popular')",-0.7335337,-0.6781858,0.0553479
17,0.18324631,0.07380854,"('nasty', 'nice')",0.1832463,0.0738085,-0.1094378
18,-0.43143946,-0.3421143,"('disagreeable', 'welcoming')",-0.4314395,-0.3421143,0.0893252
19,-0.16823064,-0.29604536,"('inhospitable', 'hospitable')",-0.1682306,-0.2960454,-0.1278148
20,0.3879906,0.38180003,"('rough', 'thoughtful')",0.3879906,0.3818,-0.0061906
21,0.056508772,0.34383798,"('immoral', 'moral')",0.0565088,0.343838,0.2873292
22,-0.058768727,0.11270633,"('untrustworthy', 'trustworthy')",-0.0587687,0.1127063,0.171475
23,6.673302,6.738446,"('insincere', 'sincere')",6.6733022,6.7384462,0.065144
24,1.8012853,1.8718499,"('dishonest', 'honest')",1.8012853,1.8718499,0.0705646
25,0.26680833,0.15926647,"('egoistic', 'altruistic')",0.2668083,0.1592665,-0.1075418
26,0.5638172,0.33421236,"('hardhearted', 'benevolent')",0.5638172,0.3342124,-0.2296048
27,1.7704117,1.6021287,"('hardhearted', 'softhearted')",1.7704117,1.6021287,-0.168283
28,1.135645,1.0879707,"('disloyal', 'loyal')",1.135645,1.0879707,-0.0476743
29,-0.21908006,-0.33448023,"('unfair', 'fair')",-0.2190801,-0.3344802,-0.1154001
30,1.4540589,1.4146452,"('intolerant', 'tolerant')",1.4540589,1.4146452,-0.0394137
31,-1.1872711,-1.2494735,"('evil', 'good')",-1.1872711,-1.2494735,-0.0622024
32,1.419069,1.3432076,"('unkind', 'kind')",1.4190691,1.3432076,-0.0758615
33,-0.79680926,-0.7246454,"('wrong', 'right')",-0.7968093,-0.7246454,0.0721639
34,4.669957,4.8070016,"('mean', 'honorable')",4.6699572,4.8070016,0.1370444
35,-0.8229309,-1.1398335,"('corrupt', 'incorrupt')",-0.8229309,-1.1398335,-0.3169026
36,-0.78813535,-1.0520169,"('hostile', 'amicable')",-0.7881353,-1.0520169,-0.2638816
37,0.72296613,0.7352487,"('fake', 'genuine')",0.7229661,0.7352487,0.0122826
38,-0.3359576,-0.30202693,"('untruthful', 'truthful')",-0.3359576,-0.3020269,0.0339307
39,0.05801612,0.13786995,"('exploitative', 'cooperative')",0.0580161,0.13787,0.0798539
40,-1.230325,-1.2261949,"('stingy', 'generous')",-1.230325,-1.2261949,0.0041301
41,0.10744431,0.039438426,"('unforgiving', 'forgiving')",0.1074443,0.0394384,-0.0680059
42,-1.9713569,-1.845119,"('unreliable', 'reliable')",-1.9713569,-1.845119,0.1262379
43,1.603974,1.6745803,"('irresponsible', 'responsible')",1.603974,1.6745803,0.0706063
44,-1.351169,-1.3342412,"('prejudiced', 'unprejudiced')",-1.351169,-1.3342412,0.0169278
45,0.30357376,0.3848876,"('incompetent', 'competent')",0.3035738,0.3848876,0.0813138
46,-0.5473295,-0.36264917,"('uncompetitive', 'competitive')",-0.5473295,-0.3626492,0.1846803
47,5.891605,6.045787,"('stupid', 'smart')",5.8916049,6.0457869,0.154182
48,0.9043425,0.91797113,"('unintelligent', 'intelligent')",0.9043425,0.9179711,0.0136286
49,-0.32324103,-0.11119481,"('unable', 'able')",-0.323241,-0.1111948,0.2120462
50,-0.2500661,-0.28498363,"('clumsy', 'skillful')",-0.2500661,-0.2849836,-0.0349175
51,0.3563246,0.460807,"('uneducated', 'educated')",0.3563246,0.460807,0.1044824
52,-0.29517594,-0.4525076,"('irrational', 'rational')",-0.2951759,-0.4525076,-0.1573317
53,0.4529773,0.35036266,"('uncreative', 'creative')",0.4529773,0.3503627,-0.1026146
54,0.91157573,1.0524452,"('incapable', 'capable')",0.9115757,1.0524452,0.1408695
55,0.82261294,1.0679246,"('incompetent', 'clever')",0.8226129,1.0679246,0.2453117
56,0.5580754,0.7445028,"('impractical', 'practical')",0.5580754,0.7445028,0.1864274
57,-2.818391,-2.6763144,"('unimaginative', 'imaginative')",-2.8183911,-2.6763144,0.1420767
58,-0.23331001,-0.2697893,"('undiscriminating', 'discriminating')",-0.23331,-0.2697893,-0.0364793
59,-0.107674055,-0.094172955,"('foolish', 'wise')",-0.1076741,-0.094173,0.0135011
60,0.47100282,0.80266625,"('inefficient', 'efficient')",0.4710028,0.8026662,0.3316634
61,0.5402716,0.48696506,"('illogical', 'logical')",0.5402716,0.4869651,-0.0533065
62,1.1640613,1.4652417,"('incompetent', 'brilliant')",1.1640613,1.4652417,0.3011804
63,0.7434804,0.9056933,"('unperceptive', 'insightful')",0.7434804,0.9056933,0.1622129
