,fighter_male,fighter_female,tuple,average_male,average_female,female-male
0,0.30403334,0.326445,"('unsociable', 'sociable')",0.3040333,0.326445,0.0224117
1,1.1760435,1.0777454,"('unfriendly', 'friendly')",1.1760435,1.0777454,-0.0982981
2,0.39438233,0.5609431,"('unlikable', 'likable')",0.3943823,0.5609431,0.1665608
3,0.7270557,0.8542388,"('repellent', 'pleasant')",0.7270557,0.8542388,0.1271831
4,-7.566995,-7.5783243,"('disliked', 'liked')",-7.5669951,-7.5783243,-0.0113292
5,-0.7146666,-0.727762,"('distant', 'outgoing')",-0.7146666,-0.727762,-0.0130954
6,-0.300142,-0.35710996,"('distant', 'open')",-0.300142,-0.35711,-0.056968
7,1.6220428,1.7051917,"('insensitive', 'sensitive')",1.6220428,1.7051917,0.0831489
8,1.0065453,0.8978506,"('unaffectionate', 'affectionate')",1.0065453,0.8978506,-0.1086947
9,1.4049015,1.3963392,"('unaffectionate', 'caring')",1.4049015,1.3963392,-0.0085623
10,1.7162131,1.750488,"('unsympathetic', 'sympathetic')",1.7162131,1.750488,0.0342749
11,1.9833791,2.0509665,"('unhelpful', 'helpful')",1.9833791,2.0509665,0.0675874
12,-1.2243454,-1.1520864,"('unsupportive', 'supportive')",-1.2243454,-1.1520864,0.072259
13,0.29242784,0.4034014,"('impolite', 'polite')",0.2924278,0.4034014,0.1109736
14,0.45100322,0.5256487,"('antisocial', 'social')",0.4510032,0.5256487,0.0746455
15,0.21942504,0.20788872,"('boring', 'funny')",0.219425,0.2078887,-0.0115363
16,-0.89109004,-0.7902828,"('unpopular', 'popular')",-0.89109,-0.7902828,0.1008072
17,-0.15605143,-0.16231048,"('nasty', 'nice')",-0.1560514,-0.1623105,-0.0062591
18,-0.56009734,-0.5186928,"('disagreeable', 'welcoming')",-0.5600973,-0.5186928,0.0414045
19,-0.7573324,-0.75556636,"('inhospitable', 'hospitable')",-0.7573324,-0.7555664,0.001766
20,0.80318487,0.68639547,"('rough', 'thoughtful')",0.8031849,0.6863955,-0.1167894
21,0.36613524,0.51777285,"('immoral', 'moral')",0.3661352,0.5177729,0.1516377
22,0.31142345,0.35482365,"('untrustworthy', 'trustworthy')",0.3114235,0.3548236,0.0434001
23,6.5831385,6.6704493,"('insincere', 'sincere')",6.5831385,6.6704493,0.0873108
24,1.7320673,1.779004,"('dishonest', 'honest')",1.7320673,1.779004,0.0469367
25,0.3189849,0.25219518,"('egoistic', 'altruistic')",0.3189849,0.2521952,-0.0667897
26,0.42499784,0.21813838,"('hardhearted', 'benevolent')",0.4249978,0.2181384,-0.2068594
27,1.3888494,1.2941531,"('hardhearted', 'softhearted')",1.3888494,1.2941531,-0.0946963
28,1.3200268,1.210243,"('disloyal', 'loyal')",1.3200268,1.210243,-0.1097838
29,-0.21627516,-0.37854502,"('unfair', 'fair')",-0.2162752,-0.378545,-0.1622698
30,1.5507033,1.566842,"('intolerant', 'tolerant')",1.5507033,1.566842,0.0161387
31,-1.5232595,-1.6005186,"('evil', 'good')",-1.5232595,-1.6005186,-0.0772591
32,1.3515327,1.2894213,"('unkind', 'kind')",1.3515327,1.2894213,-0.0621114
33,-0.7443079,-0.71047217,"('wrong', 'right')",-0.7443079,-0.7104722,0.0338357
34,4.3394923,4.525385,"('mean', 'honorable')",4.3394923,4.5253849,0.1858926
35,-1.4461612,-1.6844214,"('corrupt', 'incorrupt')",-1.4461612,-1.6844214,-0.2382602
36,-0.97500664,-1.2182242,"('hostile', 'amicable')",-0.9750066,-1.2182242,-0.2432176
37,0.84649915,0.82384783,"('fake', 'genuine')",0.8464991,0.8238478,-0.0226513
38,-0.19701245,-0.16621435,"('untruthful', 'truthful')",-0.1970125,-0.1662143,0.0307982
39,0.025388572,0.05976207,"('exploitative', 'cooperative')",0.0253886,0.0597621,0.0343735
40,-1.2809021,-1.2487905,"('stingy', 'generous')",-1.2809021,-1.2487905,0.0321116
