,stroke_male,stroke_female,tuple,average_male,average_female,female-male
0,0.049871374,-0.025127195,"('unsociable', 'sociable')",0.0498714,-0.0251272,-0.0749986
1,1.2700936,1.1416317,"('unfriendly', 'friendly')",1.2700936,1.1416317,-0.1284619
2,0.049181268,0.24872768,"('unlikable', 'likable')",0.0491813,0.2487277,0.1995464
3,0.7734794,0.8535963,"('repellent', 'pleasant')",0.7734794,0.8535963,0.0801169
4,-7.257194,-7.3557367,"('disliked', 'liked')",-7.257194,-7.3557367,-0.0985427
5,-0.59639585,-0.53045833,"('distant', 'outgoing')",-0.5963959,-0.5304583,0.0659376
6,-0.42650598,-0.3818167,"('distant', 'open')",-0.426506,-0.3818167,0.0446893
7,0.9173239,0.9417611,"('insensitive', 'sensitive')",0.9173239,0.9417611,0.0244372
8,0.7996812,0.77903444,"('unaffectionate', 'affectionate')",0.7996812,0.7790344,-0.0206468
9,1.6768883,1.7210863,"('unaffectionate', 'caring')",1.6768883,1.7210863,0.044198
10,1.0348693,1.140525,"('unsympathetic', 'sympathetic')",1.0348693,1.140525,0.1056557
11,1.8960227,2.007565,"('unhelpful', 'helpful')",1.8960227,2.007565,0.1115423
12,-1.4766526,-1.452402,"('unsupportive', 'supportive')",-1.4766526,-1.452402,0.0242506
13,0.2786756,0.33450192,"('impolite', 'polite')",0.2786756,0.3345019,0.0558263
14,0.053865902,-0.0058847005,"('antisocial', 'social')",0.0538659,-0.0058847,-0.0597506
15,0.6529587,0.5854032,"('boring', 'funny')",0.6529587,0.5854032,-0.0675555
16,-0.15394032,-0.17500481,"('unpopular', 'popular')",-0.1539403,-0.1750048,-0.0210645
17,0.0052884426,-0.044114087,"('nasty', 'nice')",0.0052884,-0.0441141,-0.0494025
18,-0.62122923,-0.6798986,"('disagreeable', 'welcoming')",-0.6212292,-0.6798986,-0.0586694
19,-0.8298339,-0.7680109,"('inhospitable', 'hospitable')",-0.8298339,-0.7680109,0.061823
20,0.8012416,0.66967446,"('rough', 'thoughtful')",0.8012416,0.6696745,-0.1315671
21,-0.08573568,0.008391105,"('immoral', 'moral')",-0.0857357,0.0083911,0.0941268
22,-0.56250536,-0.46257585,"('untrustworthy', 'trustworthy')",-0.5625054,-0.4625759,0.0999295
23,6.5984645,6.6129346,"('insincere', 'sincere')",6.5984645,6.6129346,0.0144701
24,1.4478744,1.4745282,"('dishonest', 'honest')",1.4478744,1.4745282,0.0266538
25,0.42935893,0.32708332,"('egoistic', 'altruistic')",0.4293589,0.3270833,-0.1022756
26,0.502803,0.2807014,"('hardhearted', 'benevolent')",0.502803,0.2807014,-0.2221016
27,1.3429753,1.1668304,"('hardhearted', 'softhearted')",1.3429753,1.1668304,-0.1761449
28,0.6136135,0.5660105,"('disloyal', 'loyal')",0.6136135,0.5660105,-0.047603
29,-0.58714384,-0.64895636,"('unfair', 'fair')",-0.5871438,-0.6489564,-0.0618126
30,0.93793803,0.8921663,"('intolerant', 'tolerant')",0.937938,0.8921663,-0.0457717
31,-1.7645466,-1.7981458,"('evil', 'good')",-1.7645466,-1.7981458,-0.0335992
32,1.088854,1.0576949,"('unkind', 'kind')",1.088854,1.0576949,-0.0311591
33,-0.32937187,-0.3887919,"('wrong', 'right')",-0.3293719,-0.3887919,-0.05942
34,4.77573,4.880397,"('mean', 'honorable')",4.7757301,4.8803968,0.1046667
35,-1.2926507,-1.4919432,"('corrupt', 'incorrupt')",-1.2926507,-1.4919432,-0.1992925
36,-0.8401715,-1.0401455,"('hostile', 'amicable')",-0.8401715,-1.0401455,-0.199974
37,0.6185601,0.62813705,"('fake', 'genuine')",0.6185601,0.6281371,0.009577
38,-0.12849866,-0.13056579,"('untruthful', 'truthful')",-0.1284987,-0.1305658,-0.0020671
39,0.091036715,0.066813126,"('exploitative', 'cooperative')",0.0910367,0.0668131,-0.0242236
40,-1.7511134,-1.8597009,"('stingy', 'generous')",-1.7511134,-1.8597009,-0.1085875
41,0.063665204,-0.09243905,"('unforgiving', 'forgiving')",0.0636652,-0.092439,-0.1561042
42,-2.3182125,-2.2075248,"('unreliable', 'reliable')",-2.3182125,-2.2075248,0.1106877
43,1.1602409,1.23778,"('irresponsible', 'responsible')",1.1602409,1.23778,0.0775391
44,-1.5104729,-1.5025141,"('prejudiced', 'unprejudiced')",-1.5104729,-1.5025141,0.0079588
45,0.14315304,0.15713128,"('incompetent', 'competent')",0.143153,0.1571313,0.0139783
46,-0.83458734,-0.7416108,"('uncompetitive', 'competitive')",-0.8345873,-0.7416108,0.0929765
47,5.275396,5.4490395,"('stupid', 'smart')",5.2753959,5.4490395,0.1736436
48,1.185392,1.0755523,"('unintelligent', 'intelligent')",1.185392,1.0755523,-0.1098397
49,0.15323727,0.23889615,"('unable', 'able')",0.1532373,0.2388961,0.0856588
50,-0.20975173,-0.1932607,"('clumsy', 'skillful')",-0.2097517,-0.1932607,0.016491
51,0.4491411,0.4527118,"('uneducated', 'educated')",0.4491411,0.4527118,0.0035707
52,-0.56753576,-0.7242321,"('irrational', 'rational')",-0.5675358,-0.7242321,-0.1566963
