,patina_male,patina_female,tuple,average_male,average_female,female-male
0,-0.017019693,-0.00462313,"('unsociable', 'sociable')",-0.0170197,-0.0046231,0.0123966
1,-0.72788686,-0.8821103,"('unfriendly', 'friendly')",-0.7278869,-0.8821103,-0.1542234
2,0.5131169,0.7066119,"('unlikable', 'likable')",0.5131169,0.7066119,0.193495
3,-0.36443838,-0.15139075,"('repellent', 'pleasant')",-0.3644384,-0.1513907,0.2130477
4,-3.141854,-3.3866987,"('disliked', 'liked')",-3.141854,-3.3866987,-0.2448447
5,-1.8482093,-1.9116725,"('distant', 'outgoing')",-1.8482093,-1.9116725,-0.0634632
6,-1.9628947,-2.0716114,"('distant', 'open')",-1.9628947,-2.0716114,-0.1087167
7,0.37293872,0.4065018,"('insensitive', 'sensitive')",0.3729387,0.4065018,0.0335631
8,-0.05406982,-0.12087247,"('unaffectionate', 'affectionate')",-0.0540698,-0.1208725,-0.0668027
9,-0.24139196,-0.29769272,"('unaffectionate', 'caring')",-0.241392,-0.2976927,-0.0563007
10,0.31553203,0.29555857,"('unsympathetic', 'sympathetic')",0.315532,0.2955586,-0.0199734
11,0.7785023,0.8506477,"('unhelpful', 'helpful')",0.7785023,0.8506477,0.0721454
12,-0.56297576,-0.583187,"('unsupportive', 'supportive')",-0.5629758,-0.583187,-0.0202112
13,0.03440448,0.059731748,"('impolite', 'polite')",0.0344045,0.0597317,0.0253272
14,0.9895368,1.1454408,"('antisocial', 'social')",0.9895368,1.1454408,0.155904
15,0.28839108,0.15990204,"('boring', 'funny')",0.2883911,0.159902,-0.1284891
16,-0.9377166,-0.9636136,"('unpopular', 'popular')",-0.9377166,-0.9636136,-0.025897
17,-0.1600534,-0.103130825,"('nasty', 'nice')",-0.1600534,-0.1031308,0.0569226
18,-0.88655835,-0.76533115,"('disagreeable', 'welcoming')",-0.8865584,-0.7653311,0.1212273
19,-1.57747,-1.5436898,"('inhospitable', 'hospitable')",-1.5774699,-1.5436898,0.0337801
20,0.36018854,0.38376024,"('rough', 'thoughtful')",0.3601885,0.3837602,0.0235717
21,0.38653833,0.74505025,"('immoral', 'moral')",0.3865383,0.7450503,0.358512
22,0.2620323,0.2331035,"('untrustworthy', 'trustworthy')",0.2620323,0.2331035,-0.0289288
23,2.4482164,2.6129632,"('insincere', 'sincere')",2.4482164,2.6129632,0.1647468
24,0.019546727,-0.022115033,"('dishonest', 'honest')",0.0195467,-0.022115,-0.0416617
25,-0.25383127,-0.2538469,"('egoistic', 'altruistic')",-0.2538313,-0.2538469,-1.56e-05
26,0.9123575,0.6848201,"('hardhearted', 'benevolent')",0.9123575,0.6848201,-0.2275374
27,-0.034495793,-0.21674965,"('hardhearted', 'softhearted')",-0.0344958,-0.2167497,-0.1822539
28,0.70176935,0.6626086,"('disloyal', 'loyal')",0.7017694,0.6626086,-0.0391608
29,-0.87188065,-1.0800004,"('unfair', 'fair')",-0.8718807,-1.0800004,-0.2081197
30,0.7562033,0.8805678,"('intolerant', 'tolerant')",0.7562033,0.8805678,0.1243645
31,-1.6411282,-1.7582712,"('evil', 'good')",-1.6411282,-1.7582712,-0.117143
32,1.2974768,1.1069261,"('unkind', 'kind')",1.2974768,1.1069261,-0.1905507
33,-0.12757534,-0.29957414,"('wrong', 'right')",-0.1275753,-0.2995741,-0.1719988
34,1.4904358,1.7599524,"('mean', 'honorable')",1.4904358,1.7599524,0.2695166
35,-0.4702928,-0.9096803,"('corrupt', 'incorrupt')",-0.4702928,-0.9096803,-0.4393875
36,-0.8874086,-1.0872098,"('hostile', 'amicable')",-0.8874086,-1.0872098,-0.1998012
37,0.7530366,0.56749636,"('fake', 'genuine')",0.7530366,0.5674964,-0.1855402
38,-0.21629095,-0.24625818,"('untruthful', 'truthful')",-0.216291,-0.2462582,-0.0299672
39,0.28228065,0.5311025,"('exploitative', 'cooperative')",0.2822807,0.5311025,0.2488218
