,stumbling_male,stumbling_female,tuple,average_male,average_female,female-male
0,0.477611,0.3818827,"('unsociable', 'sociable')",0.477611,0.3818827,-0.0957283
1,1.5286232,1.4865196,"('unfriendly', 'friendly')",1.5286232,1.4865196,-0.0421036
2,0.15455756,0.23175013,"('unlikable', 'likable')",0.1545576,0.2317501,0.0771925
3,1.3840448,1.415203,"('repellent', 'pleasant')",1.3840448,1.415203,0.0311582
4,-7.0637474,-7.0974054,"('disliked', 'liked')",-7.0637474,-7.0974054,-0.033658
5,-0.023577541,0.16910082,"('distant', 'outgoing')",-0.0235775,0.1691008,0.1926783
6,0.14624022,0.2607476,"('distant', 'open')",0.1462402,0.2607476,0.1145074
7,1.618325,1.6477313,"('insensitive', 'sensitive')",1.618325,1.6477313,0.0294063
8,0.8500146,0.8642895,"('unaffectionate', 'affectionate')",0.8500146,0.8642895,0.0142749
9,1.5022177,1.559902,"('unaffectionate', 'caring')",1.5022177,1.559902,0.0576843
10,1.3354391,1.3302375,"('unsympathetic', 'sympathetic')",1.3354391,1.3302375,-0.0052016
11,2.178209,2.2415504,"('unhelpful', 'helpful')",2.1782091,2.2415504,0.0633413
12,-1.116435,-0.9773114,"('unsupportive', 'supportive')",-1.1164351,-0.9773114,0.1391237
13,0.35013533,0.20986961,"('impolite', 'polite')",0.3501353,0.2098696,-0.1402657
14,0.21776743,0.16402206,"('antisocial', 'social')",0.2177674,0.1640221,-0.0537453
15,0.43748206,0.43064964,"('boring', 'funny')",0.4374821,0.4306496,-0.0068325
16,-0.5003228,-0.41706488,"('unpopular', 'popular')",-0.5003228,-0.4170649,0.0832579
17,-0.33123556,-0.2673709,"('nasty', 'nice')",-0.3312356,-0.2673709,0.0638647
18,-0.22245778,-0.2319752,"('disagreeable', 'welcoming')",-0.2224578,-0.2319752,-0.0095174
19,-0.37263146,-0.21135892,"('inhospitable', 'hospitable')",-0.3726315,-0.2113589,0.1612726
20,0.582797,0.47485283,"('rough', 'thoughtful')",0.582797,0.4748528,-0.1079442
21,0.27286986,0.39287,"('immoral', 'moral')",0.2728699,0.39287,0.1200001
22,0.08923867,0.11605298,"('untrustworthy', 'trustworthy')",0.0892387,0.116053,0.0268143
23,7.013327,7.0784855,"('insincere', 'sincere')",7.0133271,7.0784855,0.0651584
24,2.2183533,2.31503,"('dishonest', 'honest')",2.2183533,2.3150301,0.0966768
25,0.8512708,0.67975545,"('egoistic', 'altruistic')",0.8512708,0.6797554,-0.1715154
26,0.24137895,0.12723243,"('hardhearted', 'benevolent')",0.2413789,0.1272324,-0.1141465
27,1.8719707,1.7045096,"('hardhearted', 'softhearted')",1.8719707,1.7045096,-0.1674611
28,1.1870625,1.1602516,"('disloyal', 'loyal')",1.1870625,1.1602516,-0.0268109
29,-0.71238565,-0.7256941,"('unfair', 'fair')",-0.7123857,-0.7256941,-0.0133084
30,0.92499554,0.9046683,"('intolerant', 'tolerant')",0.9249955,0.9046683,-0.0203272
31,-1.5101618,-1.444489,"('evil', 'good')",-1.5101618,-1.444489,0.0656728
32,1.3920914,1.3183991,"('unkind', 'kind')",1.3920914,1.3183991,-0.0736923
33,-0.08579156,-0.011003731,"('wrong', 'right')",-0.0857916,-0.0110037,0.0747879
34,4.8368263,5.0323772,"('mean', 'honorable')",4.8368263,5.0323772,0.1955509
35,-1.243507,-1.3075062,"('corrupt', 'incorrupt')",-1.243507,-1.3075062,-0.0639992
36,-1.3759762,-1.4094019,"('hostile', 'amicable')",-1.3759762,-1.4094019,-0.0334257
37,1.1125929,1.0184834,"('fake', 'genuine')",1.1125929,1.0184834,-0.0941095
38,0.25917298,0.27502346,"('untruthful', 'truthful')",0.259173,0.2750235,0.0158505
39,0.29207703,0.32244062,"('exploitative', 'cooperative')",0.292077,0.3224406,0.0303636
40,-0.67937845,-0.8866959,"('stingy', 'generous')",-0.6793784,-0.8866959,-0.2073175
