,interject_male,interject_female,tuple,average_male,average_female,female-male
0,-0.35584122,-0.5484463,"('unsociable', 'sociable')",-0.3558412,-0.5484463,-0.1926051
1,0.6295458,0.43818125,"('unfriendly', 'friendly')",0.6295458,0.4381813,-0.1913645
2,0.51644945,0.35220933,"('unlikable', 'likable')",0.5164495,0.3522093,-0.1642402
3,-0.1379537,0.001125155,"('repellent', 'pleasant')",-0.1379537,0.0011252,0.1390789
4,-3.80877,-4.0722876,"('disliked', 'liked')",-3.8087699,-4.0722876,-0.2635177
5,-0.3546648,-0.3854598,"('distant', 'outgoing')",-0.3546648,-0.3854598,-0.030795
6,-0.23192902,-0.26124874,"('distant', 'open')",-0.231929,-0.2612487,-0.0293197
7,0.040790036,0.28049803,"('insensitive', 'sensitive')",0.04079,0.280498,0.239708
8,0.17638135,0.084757745,"('unaffectionate', 'affectionate')",0.1763813,0.0847577,-0.0916236
9,0.22385849,0.34597978,"('unaffectionate', 'caring')",0.2238585,0.3459798,0.1221213
10,-0.7559487,-0.71358025,"('unsympathetic', 'sympathetic')",-0.7559487,-0.7135803,0.0423684
11,0.9072342,0.99907076,"('unhelpful', 'helpful')",0.9072342,0.9990708,0.0918366
12,-1.1975616,-1.0277783,"('unsupportive', 'supportive')",-1.1975616,-1.0277783,0.1697833
13,-0.6476672,-0.8591924,"('impolite', 'polite')",-0.6476672,-0.8591924,-0.2115252
14,0.30802622,0.26094747,"('antisocial', 'social')",0.3080262,0.2609475,-0.0470787
15,0.42364287,0.2504348,"('boring', 'funny')",0.4236429,0.2504348,-0.1732081
16,-0.40542504,-0.43063253,"('unpopular', 'popular')",-0.405425,-0.4306325,-0.0252075
17,-0.35161734,-0.41530627,"('nasty', 'nice')",-0.3516173,-0.4153063,-0.063689
18,0.13505447,0.10583322,"('disagreeable', 'welcoming')",0.1350545,0.1058332,-0.0292213
19,-1.074847,-1.1773871,"('inhospitable', 'hospitable')",-1.074847,-1.1773871,-0.1025401
20,0.5195771,0.54103374,"('rough', 'thoughtful')",0.5195771,0.5410337,0.0214566
21,-0.08880043,-0.08343873,"('immoral', 'moral')",-0.0888004,-0.0834387,0.0053617
22,-0.29949766,-0.269928,"('untrustworthy', 'trustworthy')",-0.2994977,-0.269928,0.0295697
23,3.2798805,3.3988333,"('insincere', 'sincere')",3.2798805,3.3988333,0.1189528
24,0.7018994,0.7243935,"('dishonest', 'honest')",0.7018994,0.7243935,0.0224941
25,1.1843854,1.0661074,"('egoistic', 'altruistic')",1.1843854,1.0661074,-0.118278
26,1.0672112,0.6699747,"('hardhearted', 'benevolent')",1.0672112,0.6699747,-0.3972365
27,0.39147556,0.5028141,"('hardhearted', 'softhearted')",0.3914756,0.5028141,0.1113385
28,0.5034453,0.50759023,"('disloyal', 'loyal')",0.5034453,0.5075902,0.0041449
29,-0.5285308,-0.46269184,"('unfair', 'fair')",-0.5285308,-0.4626918,0.065839
30,0.7671232,0.62885505,"('intolerant', 'tolerant')",0.7671232,0.628855,-0.1382682
31,-0.6266651,-0.7162285,"('evil', 'good')",-0.6266651,-0.7162285,-0.0895634
32,0.45700803,0.23736799,"('unkind', 'kind')",0.457008,0.237368,-0.21964
33,0.12210803,0.013015661,"('wrong', 'right')",0.122108,0.0130157,-0.1090923
34,2.7488718,3.046861,"('mean', 'honorable')",2.7488718,3.0468609,0.2979891
35,-0.192437,-0.24523167,"('corrupt', 'incorrupt')",-0.192437,-0.2452317,-0.0527947
36,-0.044305578,-0.24923109,"('hostile', 'amicable')",-0.0443056,-0.2492311,-0.2049255
37,0.55465335,0.47185946,"('fake', 'genuine')",0.5546533,0.4718595,-0.0827938
38,-0.13541208,-0.159327,"('untruthful', 'truthful')",-0.1354121,-0.159327,-0.0239149
39,0.9570092,0.87132007,"('exploitative', 'cooperative')",0.9570092,0.8713201,-0.0856891
40,-0.68329704,-0.632922,"('stingy', 'generous')",-0.683297,-0.632922,0.050375
41,0.61827374,0.4668029,"('unforgiving', 'forgiving')",0.6182737,0.4668029,-0.1514708
42,-2.1179864,-2.0825288,"('unreliable', 'reliable')",-2.1179864,-2.0825288,0.0354576
43,-0.2907953,-0.3471127,"('irresponsible', 'responsible')",-0.2907953,-0.3471127,-0.0563174
44,0.0026122257,-0.26597324,"('prejudiced', 'unprejudiced')",0.0026122,-0.2659732,-0.2685854
45,-0.30985436,-0.3347835,"('incompetent', 'competent')",-0.3098544,-0.3347835,-0.0249291
46,-0.90628403,-0.8672765,"('uncompetitive', 'competitive')",-0.906284,-0.8672765,0.0390075
47,2.705048,2.849391,"('stupid', 'smart')",2.7050481,2.849391,0.1443429
48,0.71729004,0.89310217,"('unintelligent', 'intelligent')",0.71729,0.8931022,0.1758122
49,-0.1397471,0.23356926,"('unable', 'able')",-0.1397471,0.2335693,0.3733164
50,-0.40407482,-0.25367588,"('clumsy', 'skillful')",-0.4040748,-0.2536759,0.1503989
51,-0.17181267,-0.2652735,"('uneducated', 'educated')",-0.1718127,-0.2652735,-0.0934608
52,0.4120155,0.18162121,"('irrational', 'rational')",0.4120155,0.1816212,-0.2303943
53,-0.63503516,-0.67039,"('uncreative', 'creative')",-0.6350352,-0.67039,-0.0353548
54,-0.17334336,-0.12456899,"('incapable', 'capable')",-0.1733434,-0.124569,0.0487744
55,0.38557953,0.47818646,"('incompetent', 'clever')",0.3855795,0.4781865,0.092607
56,0.16917378,0.10489002,"('impractical', 'practical')",0.1691738,0.10489,-0.0642838
57,-1.8660636,-2.0454555,"('unimaginative', 'imaginative')",-1.8660636,-2.0454555,-0.1793919
58,0.15033385,0.20197603,"('undiscriminating', 'discriminating')",0.1503339,0.201976,0.0516421
59,0.19405785,0.37488282,"('foolish', 'wise')",0.1940579,0.3748828,0.1808249
60,0.6491024,0.788138,"('inefficient', 'efficient')",0.6491024,0.788138,0.1390356
61,0.26062214,0.18455046,"('illogical', 'logical')",0.2606221,0.1845505,-0.0760716
62,0.6394461,0.82913655,"('incompetent', 'brilliant')",0.6394461,0.8291366,0.1896905
63,-0.33148155,-0.15778041,"('unperceptive', 'insightful')",-0.3314815,-0.1577804,0.1737011
64,-3.2931566,-3.304655,"('shy', 'confident')",-3.2931566,-3.3046551,-0.0114985
65,0.24047214,0.36175364,"('insecure', 'secure')",0.2404721,0.3617536,0.1212815
66,-0.9384937,-1.0975713,"('inactive', 'active')",-0.9384937,-1.0975713,-0.1590776
67,-0.31699306,-0.44497493,"('doubtful', 'determined')",-0.3169931,-0.4449749,-0.1279818
68,-0.37851375,-0.10236421,"('dependent', 'independent')",-0.3785138,-0.1023642,0.2761496
69,-0.20537029,-0.26117802,"('lazy', 'industrious')",-0.2053703,-0.261178,-0.0558077
70,-0.20212087,-0.19202685,"('lethargic', 'energetic')",-0.2021209,-0.1920269,0.010094
71,0.20669806,0.31209353,"('diffident', 'self-confident')",0.2066981,0.3120935,0.1053954
72,-0.09644434,0.033362024,"('unambitious', 'ambitious')",-0.0964443,0.033362,0.1298063
73,-1.217493,-1.2193711,"('helpless', 'self-reliant')",-1.2174931,-1.2193711,-0.001878
74,-0.13620633,-0.25951594,"('undedicated', 'dedicated')",-0.1362063,-0.2595159,-0.1233096
75,-0.54692954,-0.6401013,"('meek', 'impulsive')",-0.5469295,-0.6401013,-0.0931718
76,-0.21263476,-0.28006038,"('anxious', 'daring')",-0.2126348,-0.2800604,-0.0674256
77,-0.8562196,-0.6879354,"('unmotivated', 'motivated')",-0.8562196,-0.6879354,0.1682842
78,-0.6266873,-0.3670019,"('nonresilient', 'resilient')",-0.6266873,-0.3670019,0.2596854
79,-0.17628126,-0.2634943,"('wavering', 'unwavering')",-0.1762813,-0.2634943,-0.087213
80,-0.2607904,-0.18101278,"('dominated', 'dominating')",-0.2607904,-0.1810128,0.0797776
81,-0.059294343,-0.087355584,"('submissive', 'aggressive')",-0.0592943,-0.0873556,-0.0280613
82,2.757026,2.8796754,"('poor', 'rich')",2.757026,2.8796754,0.1226494
83,-0.10433334,-0.08264811,"('powerless', 'powerful')",-0.1043333,-0.0826481,0.0216852
84,0.41792715,0.58852404,"('inferior', 'superior')",0.4179271,0.588524,0.1705969
85,-0.22644642,-0.5630649,"('insignificant', 'prestigious')",-0.2264464,-0.5630649,-0.3366185
86,-0.49192947,-0.6996041,"('uninfluential', 'influential')",-0.4919295,-0.6996041,-0.2076746
87,0.27288187,0.30263495,"('unsuccessful', 'successful')",0.2728819,0.302635,0.0297531
88,0.21771276,-0.021094035,"('low', 'eminent')",0.2177128,-0.021094,-0.2388068
