,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,female-male
0,2.1466663,1.9737809,"('unsociable', 'sociable')",-0.5121201,-0.6962126,-0.10407984,-0.28013456,0.5101554,0.3324779,-0.1776775
1,-0.9553183,-0.9057377,"('unfriendly', 'friendly')",-2.089242,-2.0484219,0.9413315,0.656556,-0.7010762,-0.7658679,-0.0647917
2,1.0784996,1.1590703,"('unlikable', 'likable')",0.40820554,0.3823066,0.64429307,0.6072198,0.7103327,0.7161989,0.0058662
3,0.81950176,0.83938026,"('repellent', 'pleasant')",-0.5388931,-0.46006137,0.9164631,0.9129169,0.3990239,0.4307453,0.0317214
4,-2.6025205,-2.568374,"('disliked', 'liked')",-0.45313323,-0.3669039,-7.213581,-7.291269,-3.4230782,-3.4088491,0.0142291
5,-2.6939914,-2.5409207,"('distant', 'outgoing')",-0.8513309,-0.7205691,-0.7893085,-0.74565905,-1.444877,-1.3357162,0.1091608
6,-2.9519882,-2.765969,"('distant', 'open')",-1.2368397,-1.0395228,-0.8853551,-0.89259475,-1.6913943,-1.5660289,0.1253654
7,1.3174218,1.2530832,"('insensitive', 'sensitive')",-0.7585975,-0.7434823,0.27634647,0.24038903,0.2783902,0.2499967,-0.0283935
8,-2.1383207,-2.182574,"('unaffectionate', 'affectionate')",-1.8411407,-1.7804961,0.47505677,0.3282058,-1.1681348,-1.2116214,-0.0434866
9,-0.33438125,-0.30182752,"('unaffectionate', 'caring')",-2.175917,-2.08352,1.1150744,1.0644158,-0.4650746,-0.4403105,0.0247641
10,2.6298227,2.5182917,"('unsympathetic', 'sympathetic')",-1.3006058,-1.3301598,0.0041597877,-0.017751666,0.4444589,0.3901267,-0.0543322
11,1.027786,1.041473,"('unhelpful', 'helpful')",-0.44346157,-0.45694363,2.0861566,2.1179638,0.8901604,0.9008311,0.0106707
12,0.77165693,0.82592624,"('unsupportive', 'supportive')",-0.6714778,-0.53325874,-2.0406916,-2.0299227,-0.6468375,-0.5790851,0.0677524
13,1.9741619,1.7848067,"('impolite', 'polite')",0.040788442,-0.13275145,-0.39133024,-0.3862551,0.5412067,0.4219334,-0.1192733
14,2.0012941,1.7884355,"('antisocial', 'social')",0.41798168,0.3729188,0.109605335,-0.011026993,0.8429604,0.7167757,-0.1261847
