,stock_male,stock_female,tuple,average_male,average_female,female-male
0,0.7281451,0.6777183,"('unsociable', 'sociable')",0.7281451,0.6777183,-0.0504268
1,0.68155676,0.7359777,"('unfriendly', 'friendly')",0.6815568,0.7359777,0.0544209
2,0.12732208,0.2946087,"('unlikable', 'likable')",0.1273221,0.2946087,0.1672866
3,0.959996,1.1818825,"('repellent', 'pleasant')",0.959996,1.1818825,0.2218865
4,-7.2245827,-7.2899823,"('disliked', 'liked')",-7.2245827,-7.2899823,-0.0653996
5,-1.4622186,-1.356982,"('distant', 'outgoing')",-1.4622186,-1.356982,0.1052366
6,-0.6998427,-0.7397358,"('distant', 'open')",-0.6998427,-0.7397358,-0.0398931
7,1.6386737,1.6925756,"('insensitive', 'sensitive')",1.6386737,1.6925756,0.0539019
8,0.54237247,0.523265,"('unaffectionate', 'affectionate')",0.5423725,0.523265,-0.0191075
9,1.1811594,1.2411845,"('unaffectionate', 'caring')",1.1811594,1.2411845,0.0600251
10,1.4500707,1.5081718,"('unsympathetic', 'sympathetic')",1.4500707,1.5081718,0.0581011
11,1.4343202,1.6013632,"('unhelpful', 'helpful')",1.4343202,1.6013632,0.167043
12,-1.741316,-1.6268667,"('unsupportive', 'supportive')",-1.741316,-1.6268667,0.1144493
13,0.22790472,0.4965181,"('impolite', 'polite')",0.2279047,0.4965181,0.2686134
14,1.0121348,1.0425055,"('antisocial', 'social')",1.0121348,1.0425055,0.0303707
15,0.9743051,0.86103773,"('boring', 'funny')",0.9743051,0.8610377,-0.1132674
16,-0.74455947,-0.73548967,"('unpopular', 'popular')",-0.7445595,-0.7354897,0.0090698
17,-0.18144047,-0.1366294,"('nasty', 'nice')",-0.1814405,-0.1366294,0.0448111
18,-1.0079787,-0.7926925,"('disagreeable', 'welcoming')",-1.0079787,-0.7926925,0.2152862
19,-0.9611319,-0.91778195,"('inhospitable', 'hospitable')",-0.9611319,-0.9177819,0.04335
20,0.7128994,0.6056646,"('rough', 'thoughtful')",0.7128994,0.6056646,-0.1072348
21,0.55766475,0.8595924,"('immoral', 'moral')",0.5576648,0.8595924,0.3019276
22,0.053077348,0.08949836,"('untrustworthy', 'trustworthy')",0.0530773,0.0894984,0.0364211
23,6.0642605,6.3267965,"('insincere', 'sincere')",6.0642605,6.3267965,0.262536
24,1.4543225,1.4955583,"('dishonest', 'honest')",1.4543225,1.4955583,0.0412358
25,0.7936937,0.83092856,"('egoistic', 'altruistic')",0.7936937,0.8309286,0.0372349
26,2.0373778,1.7692134,"('hardhearted', 'benevolent')",2.0373778,1.7692134,-0.2681644
27,1.5943353,1.4140846,"('hardhearted', 'softhearted')",1.5943353,1.4140846,-0.1802507
28,1.2971679,1.1250128,"('disloyal', 'loyal')",1.2971679,1.1250128,-0.1721551
29,-0.65629053,-0.7572838,"('unfair', 'fair')",-0.6562905,-0.7572838,-0.1009933
30,0.97399414,1.1610022,"('intolerant', 'tolerant')",0.9739941,1.1610022,0.1870081
31,-1.7825912,-1.8918666,"('evil', 'good')",-1.7825912,-1.8918666,-0.1092754
32,1.3384027,1.3227313,"('unkind', 'kind')",1.3384027,1.3227313,-0.0156714
33,-0.28910923,-0.34460992,"('wrong', 'right')",-0.2891092,-0.3446099,-0.0555007
34,4.066315,4.4273953,"('mean', 'honorable')",4.0663152,4.4273953,0.3610801
35,-1.2238153,-1.7168074,"('corrupt', 'incorrupt')",-1.2238153,-1.7168074,-0.4929921
36,-1.0438777,-1.3064904,"('hostile', 'amicable')",-1.0438777,-1.3064904,-0.2626127
37,0.7847206,0.79694265,"('fake', 'genuine')",0.7847206,0.7969427,0.0122221
38,-0.8212308,-0.6408203,"('untruthful', 'truthful')",-0.8212308,-0.6408203,0.1804105
39,0.51106143,0.6506239,"('exploitative', 'cooperative')",0.5110614,0.6506239,0.1395625
