,regions_male,regions_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.5717633,0.604536,"('unsociable', 'sociable')",-0.38791505,-0.48548403,0.2077824,0.13337006,0.1305435,0.0841407,-0.0464028
1,-1.5458297,-1.6581926,"('unfriendly', 'friendly')",1.1720537,1.034289,0.7946076,0.6279135,0.1402772,0.0013366,-0.1389406
2,0.4306203,0.4124024,"('unlikable', 'likable')",2.358074,2.4309237,0.8818789,0.84929603,1.2235244,1.2308741,0.0073497
3,0.7656789,0.8818484,"('repellent', 'pleasant')",-0.63580686,-0.54329795,1.0071228,1.1092526,0.3789983,0.482601,0.1036027
4,-1.1357292,-1.2975184,"('disliked', 'liked')",0.5097528,0.41866064,-6.5555387,-6.9203253,-2.3938384,-2.5997276,-0.2058892
5,-2.0891843,-2.242789,"('distant', 'outgoing')",0.91240567,0.84186685,-1.4007375,-1.5586534,-0.859172,-0.9865252,-0.1273532
6,-2.1607678,-2.2727163,"('distant', 'open')",0.18553828,0.12946579,-1.2762681,-1.4362884,-1.0838326,-1.1931796,-0.109347
7,2.0179634,2.1296716,"('insensitive', 'sensitive')",0.42286986,0.45172778,0.98100823,1.0511013,1.1406139,1.2108335,0.0702196
8,-1.0606929,-1.173371,"('unaffectionate', 'affectionate')",0.2390098,0.17577031,-0.018905688,-0.14323696,-0.2801963,-0.3802792,-0.1000829
9,0.24217361,0.15097803,"('unaffectionate', 'caring')",1.1015861,1.0384233,0.8091343,0.7682977,0.7176313,0.6525664,-0.0650649
10,2.1434884,2.3088176,"('unsympathetic', 'sympathetic')",-1.279094,-1.2031461,0.25932306,0.40768993,0.3745725,0.5044538,0.1298813
11,0.8702406,0.9460321,"('unhelpful', 'helpful')",0.10158326,0.15141182,2.286523,2.4242136,1.0861157,1.1738858,0.0877701
12,1.7667161,1.8523782,"('unsupportive', 'supportive')",0.8286737,0.9375107,-1.9561498,-2.0141938,0.21308,0.258565,0.045485
13,1.6514555,1.7140175,"('impolite', 'polite')",-0.076379724,0.028983567,-0.37809673,-0.31824324,0.398993,0.4749193,0.0759263
14,2.1755874,2.1942184,"('antisocial', 'social')",1.7120309,1.7601372,0.64611167,0.5751295,1.5112433,1.5098284,-0.0014149
15,0.065727666,-0.05859656,"('boring', 'funny')",0.64015925,0.53496397,-0.3148531,-0.42539787,0.1303446,0.0169898,-0.1133548
16,-2.22069,-2.3437512,"('unpopular', 'popular')",-0.54271936,-0.5792264,-0.33932918,-0.38202348,-1.0342462,-1.101667,-0.0674208
17,-0.21289785,-0.2040403,"('nasty', 'nice')",-0.18704778,-0.112931356,-0.76038706,-0.67850024,-0.3867776,-0.331824,0.0549536
18,-0.2274988,-0.17068736,"('disagreeable', 'welcoming')",-0.3844548,-0.3549038,-0.8279584,-0.91926056,-0.4799707,-0.4816172,-0.0016465
19,-1.5789788,-1.6543596,"('inhospitable', 'hospitable')",-0.35198224,-0.4004411,-1.0969169,-1.0733281,-1.0092926,-1.0427097,-0.0334171
20,-0.26354727,-0.24942075,"('rough', 'thoughtful')",-0.08947286,-0.046052545,0.21632731,0.27268812,-0.0455643,-0.0075951,0.0379692
21,1.369026,1.4387386,"('immoral', 'moral')",0.77232647,0.8376816,0.13620251,0.3192978,0.759185,0.8652393,0.1060543
22,0.8990128,0.9111842,"('untrustworthy', 'trustworthy')",-0.22684053,-0.26003495,-0.081211455,-0.086130634,0.196987,0.1883396,-0.0086474
23,1.0573468,1.1157888,"('insincere', 'sincere')",0.31999344,0.33999527,6.2110023,6.3312044,2.5294476,2.5956628,0.0662152
24,0.5343936,0.56460196,"('dishonest', 'honest')",0.2047518,0.23189081,0.69454145,0.648524,0.4778956,0.4816722,0.0037766
25,-1.1228658,-1.1866604,"('egoistic', 'altruistic')",0.029306363,0.0025867708,0.68727237,0.649039,-0.135429,-0.1783449,-0.0429159
26,0.70716035,0.6682526,"('hardhearted', 'benevolent')",2.00491,1.9875759,1.7263353,1.6130166,1.4794687,1.4229484,-0.0565203
27,0.37186074,0.40014443,"('hardhearted', 'softhearted')",-0.7335263,-0.73758745,0.36179256,0.31142056,4.23e-05,-0.0086742,-0.0087165
28,1.5144817,1.481212,"('disloyal', 'loyal')",0.42222092,0.30945346,1.4061508,1.3675535,1.1142845,1.0527396,-0.0615449
29,-0.60883015,-0.6911686,"('unfair', 'fair')",-0.25373322,-0.30826443,-0.58531183,-0.7275276,-0.4826251,-0.5756536,-0.0930285
30,2.4545472,2.4839857,"('intolerant', 'tolerant')",0.30496737,0.3441438,0.85653484,0.8168783,1.2053498,1.2150026,0.0096528
