,custard_male,custard_female,tuple,average_male,average_female,female-male
0,-0.97884136,-1.1668037,"('unsociable', 'sociable')",-0.9788414,-1.1668037,-0.1879623
1,-0.29272118,-0.3244574,"('unfriendly', 'friendly')",-0.2927212,-0.3244574,-0.0317362
2,-0.049791694,-0.08913098,"('unlikable', 'likable')",-0.0497917,-0.089131,-0.0393393
3,-1.5499966,-1.3869257,"('repellent', 'pleasant')",-1.5499966,-1.3869257,0.1630709
4,-1.3728992,-1.400104,"('disliked', 'liked')",-1.3728992,-1.400104,-0.0272048
5,0.30952826,0.48025978,"('distant', 'outgoing')",0.3095283,0.4802598,0.1707315
6,0.15224652,0.29550725,"('distant', 'open')",0.1522465,0.2955073,0.1432608
7,-1.0452086,-0.924823,"('insensitive', 'sensitive')",-1.0452086,-0.924823,0.1203856
8,0.053019784,0.012102939,"('unaffectionate', 'affectionate')",0.0530198,0.0121029,-0.0409169
9,-0.22047818,-0.23856193,"('unaffectionate', 'caring')",-0.2204782,-0.2385619,-0.0180837
10,-1.474014,-1.5534395,"('unsympathetic', 'sympathetic')",-1.474014,-1.5534395,-0.0794255
11,-0.16828293,-0.15156654,"('unhelpful', 'helpful')",-0.1682829,-0.1515665,0.0167164
12,-1.7000394,-1.6190152,"('unsupportive', 'supportive')",-1.7000394,-1.6190152,0.0810242
13,-0.6479286,-0.8167589,"('impolite', 'polite')",-0.6479286,-0.8167589,-0.1688303
14,-1.0657709,-1.1198748,"('antisocial', 'social')",-1.0657709,-1.1198748,-0.0541039
15,1.2003998,1.0883337,"('boring', 'funny')",1.2003998,1.0883337,-0.1120661
16,-0.035608236,0.061041046,"('unpopular', 'popular')",-0.0356082,0.061041,0.0966492
17,0.18714473,0.24724141,"('nasty', 'nice')",0.1871447,0.2472414,0.0600967
18,-0.8737923,-0.85710573,"('disagreeable', 'welcoming')",-0.8737923,-0.8571057,0.0166866
19,-0.36577454,-0.36679274,"('inhospitable', 'hospitable')",-0.3657745,-0.3667927,-0.0010182
20,-0.047365624,0.041647367,"('rough', 'thoughtful')",-0.0473656,0.0416474,0.089013
21,-0.75788194,-0.760404,"('immoral', 'moral')",-0.7578819,-0.760404,-0.0025221
22,-0.750102,-0.7927218,"('untrustworthy', 'trustworthy')",-0.750102,-0.7927218,-0.0426198
23,1.0717218,1.1305851,"('insincere', 'sincere')",1.0717218,1.1305851,0.0588633
24,-0.546978,-0.6294646,"('dishonest', 'honest')",-0.546978,-0.6294646,-0.0824866
25,0.5277575,0.5848057,"('egoistic', 'altruistic')",0.5277575,0.5848057,0.0570482
26,0.52883387,0.27784443,"('hardhearted', 'benevolent')",0.5288339,0.2778444,-0.2509895
27,0.85183984,0.89603066,"('hardhearted', 'softhearted')",0.8518398,0.8960307,0.0441909
28,-0.19174013,-0.2723723,"('disloyal', 'loyal')",-0.1917401,-0.2723723,-0.0806322
29,-0.5179535,-0.58294696,"('unfair', 'fair')",-0.5179535,-0.582947,-0.0649935
30,-0.35785624,-0.46152812,"('intolerant', 'tolerant')",-0.3578562,-0.4615281,-0.1036719
31,-1.1328399,-0.95612735,"('evil', 'good')",-1.1328399,-0.9561273,0.1767126
32,-0.12562996,-0.3641698,"('unkind', 'kind')",-0.12563,-0.3641698,-0.2385398
33,0.26530817,0.1769608,"('wrong', 'right')",0.2653082,0.1769608,-0.0883474
