,unit_male,unit_female,tuple,average_male,average_female,female-male
0,0.3028822,0.12199707,"('unsociable', 'sociable')",0.3028822,0.1219971,-0.1808851
1,0.7087339,0.70253867,"('unfriendly', 'friendly')",0.7087339,0.7025387,-0.0061952
2,0.26691252,0.31940925,"('unlikable', 'likable')",0.2669125,0.3194093,0.0524968
3,0.6130379,0.5055144,"('repellent', 'pleasant')",0.6130379,0.5055144,-0.1075235
4,-6.7189937,-6.7960973,"('disliked', 'liked')",-6.7189937,-6.7960973,-0.0771036
5,-1.262463,-1.2360442,"('distant', 'outgoing')",-1.262463,-1.2360442,0.0264188
6,-0.6729579,-0.69229287,"('distant', 'open')",-0.6729579,-0.6922929,-0.019335
7,1.2841504,1.347917,"('insensitive', 'sensitive')",1.2841504,1.347917,0.0637666
8,0.7069385,0.61326104,"('unaffectionate', 'affectionate')",0.7069385,0.613261,-0.0936775
9,1.5074626,1.4911044,"('unaffectionate', 'caring')",1.5074626,1.4911044,-0.0163582
10,1.2671411,1.2503028,"('unsympathetic', 'sympathetic')",1.2671411,1.2503028,-0.0168383
11,2.25259,2.272727,"('unhelpful', 'helpful')",2.2525899,2.272727,0.0201371
12,-1.4446062,-1.516404,"('unsupportive', 'supportive')",-1.4446062,-1.516404,-0.0717978
13,-0.14901996,-0.262031,"('impolite', 'polite')",-0.14902,-0.262031,-0.113011
14,0.4626797,0.38684276,"('antisocial', 'social')",0.4626797,0.3868428,-0.0758369
15,0.5113542,0.5366043,"('boring', 'funny')",0.5113542,0.5366043,0.0252501
16,-0.4993866,-0.5604111,"('unpopular', 'popular')",-0.4993866,-0.5604111,-0.0610245
17,-0.49649835,-0.49443567,"('nasty', 'nice')",-0.4964983,-0.4944357,0.0020626
18,-0.58742785,-0.7348414,"('disagreeable', 'welcoming')",-0.5874279,-0.7348414,-0.1474135
19,-0.6934216,-0.7319248,"('inhospitable', 'hospitable')",-0.6934216,-0.7319248,-0.0385032
20,0.70097363,0.7419299,"('rough', 'thoughtful')",0.7009736,0.7419299,0.0409563
21,0.16279815,0.18444756,"('immoral', 'moral')",0.1627982,0.1844476,0.0216494
22,-0.2712645,-0.2980355,"('untrustworthy', 'trustworthy')",-0.2712645,-0.2980355,-0.026771
23,6.6301823,6.590684,"('insincere', 'sincere')",6.6301823,6.5906839,-0.0394984
24,1.4809972,1.4024782,"('dishonest', 'honest')",1.4809972,1.4024782,-0.078519
25,0.2291905,0.16140357,"('egoistic', 'altruistic')",0.2291905,0.1614036,-0.0677869
26,0.76439667,0.7839343,"('hardhearted', 'benevolent')",0.7643967,0.7839343,0.0195376
27,1.4522339,1.3182253,"('hardhearted', 'softhearted')",1.4522339,1.3182253,-0.1340086
28,1.2262492,1.1668537,"('disloyal', 'loyal')",1.2262492,1.1668537,-0.0593955
29,-0.91715944,-1.0303702,"('unfair', 'fair')",-0.9171594,-1.0303702,-0.1132108
30,1.4737161,1.3991777,"('intolerant', 'tolerant')",1.4737161,1.3991777,-0.0745384
31,-1.8518449,-1.8540937,"('evil', 'good')",-1.8518449,-1.8540937,-0.0022488
32,1.4016055,1.3031428,"('unkind', 'kind')",1.4016055,1.3031428,-0.0984627
33,-0.65118045,-0.62194276,"('wrong', 'right')",-0.6511804,-0.6219428,0.0292376
34,4.7156134,4.9110365,"('mean', 'honorable')",4.7156134,4.9110365,0.1954231
35,-0.89963305,-1.0331084,"('corrupt', 'incorrupt')",-0.899633,-1.0331084,-0.1334754
36,-1.0720326,-1.1174126,"('hostile', 'amicable')",-1.0720326,-1.1174126,-0.04538
37,0.8367396,0.8657926,"('fake', 'genuine')",0.8367396,0.8657926,0.029053
38,0.29164636,0.340872,"('untruthful', 'truthful')",0.2916464,0.340872,0.0492256
39,0.39358878,0.3709307,"('exploitative', 'cooperative')",0.3935888,0.3709307,-0.0226581
40,-1.9717532,-2.177311,"('stingy', 'generous')",-1.9717532,-2.1773109,-0.2055577
41,0.2500875,0.22219256,"('unforgiving', 'forgiving')",0.2500875,0.2221926,-0.0278949
42,-2.277372,-2.392331,"('unreliable', 'reliable')",-2.2773719,-2.3923309,-0.114959
43,1.1257546,1.2037458,"('irresponsible', 'responsible')",1.1257546,1.2037458,0.0779912
44,-1.1617573,-1.1061832,"('prejudiced', 'unprejudiced')",-1.1617573,-1.1061832,0.0555741
45,0.18688965,0.14484802,"('incompetent', 'competent')",0.1868896,0.144848,-0.0420416
46,-0.367407,-0.3919157,"('uncompetitive', 'competitive')",-0.367407,-0.3919157,-0.0245087
47,4.822048,4.974553,"('stupid', 'smart')",4.8220482,4.9745531,0.1525049
48,0.582056,0.513222,"('unintelligent', 'intelligent')",0.582056,0.513222,-0.068834
49,0.3443591,0.35236365,"('unable', 'able')",0.3443591,0.3523636,0.0080045
50,-0.31889164,-0.435588,"('clumsy', 'skillful')",-0.3188916,-0.435588,-0.1166964
