,bowtie_male,bowtie_female,tuple,average_male,average_female,female-male
0,0.49974626,0.39151943,"('unsociable', 'sociable')",0.4997463,0.3915194,-0.1082269
1,-0.70000136,-0.96155643,"('unfriendly', 'friendly')",-0.7000014,-0.9615564,-0.261555
2,-0.31237847,-0.12346067,"('unlikable', 'likable')",-0.3123785,-0.1234607,0.1889178
3,-0.6391378,-0.47313717,"('repellent', 'pleasant')",-0.6391378,-0.4731372,0.1660006
4,-2.4715786,-2.5973294,"('disliked', 'liked')",-2.4715786,-2.5973294,-0.1257508
5,-1.1853069,-1.2673473,"('distant', 'outgoing')",-1.1853069,-1.2673473,-0.0820404
6,-1.0708973,-1.2734838,"('distant', 'open')",-1.0708973,-1.2734838,-0.2025865
7,0.5283387,0.5615572,"('insensitive', 'sensitive')",0.5283387,0.5615572,0.0332185
8,-0.8366247,-0.9525057,"('unaffectionate', 'affectionate')",-0.8366247,-0.9525057,-0.115881
9,-0.663151,-0.6997856,"('unaffectionate', 'caring')",-0.663151,-0.6997856,-0.0366346
10,0.34865934,0.36009005,"('unsympathetic', 'sympathetic')",0.3486593,0.36009,0.0114307
11,0.45356783,0.6680876,"('unhelpful', 'helpful')",0.4535678,0.6680876,0.2145198
12,-0.5833152,-0.51392853,"('unsupportive', 'supportive')",-0.5833152,-0.5139285,0.0693867
13,-0.017088495,0.1496191,"('impolite', 'polite')",-0.0170885,0.1496191,0.1667076
14,1.1919401,1.3177297,"('antisocial', 'social')",1.1919401,1.3177297,0.1257896
15,0.77410424,0.64463437,"('boring', 'funny')",0.7741042,0.6446344,-0.1294698
16,-1.1415719,-1.1197194,"('unpopular', 'popular')",-1.1415719,-1.1197194,0.0218525
17,-0.1573227,0.028765883,"('nasty', 'nice')",-0.1573227,0.0287659,0.1860886
18,-1.1233308,-0.9796908,"('disagreeable', 'welcoming')",-1.1233308,-0.9796908,0.14364
19,-1.0074974,-1.0427743,"('inhospitable', 'hospitable')",-1.0074974,-1.0427743,-0.0352769
20,0.1519055,0.14375639,"('rough', 'thoughtful')",0.1519055,0.1437564,-0.0081491
21,-0.3270062,-0.0729172,"('immoral', 'moral')",-0.3270062,-0.0729172,0.254089
22,0.83047295,0.5849498,"('untrustworthy', 'trustworthy')",0.8304729,0.5849498,-0.2455231
23,2.2160797,2.2960656,"('insincere', 'sincere')",2.2160797,2.2960656,0.0799859
24,0.13518049,0.098574966,"('dishonest', 'honest')",0.1351805,0.098575,-0.0366055
25,-0.3219869,-0.34083536,"('egoistic', 'altruistic')",-0.3219869,-0.3408354,-0.0188485
26,1.282909,0.8755539,"('hardhearted', 'benevolent')",1.282909,0.8755539,-0.4073551
27,0.20659533,0.16755092,"('hardhearted', 'softhearted')",0.2065953,0.1675509,-0.0390444
28,0.31475812,0.15361671,"('disloyal', 'loyal')",0.3147581,0.1536167,-0.1611414
29,-0.7140626,-0.8641521,"('unfair', 'fair')",-0.7140626,-0.8641521,-0.1500895
30,0.418765,0.49662992,"('intolerant', 'tolerant')",0.418765,0.4966299,0.0778649
31,-1.1216842,-1.3268391,"('evil', 'good')",-1.1216842,-1.3268391,-0.2051549
32,0.87113744,0.7221237,"('unkind', 'kind')",0.8711374,0.7221237,-0.1490137
33,-0.22678085,-0.2981716,"('wrong', 'right')",-0.2267808,-0.2981716,-0.0713908
34,1.5222843,1.7213373,"('mean', 'honorable')",1.5222843,1.7213373,0.199053
35,-0.40688044,-0.73216635,"('corrupt', 'incorrupt')",-0.4068804,-0.7321663,-0.3252859
36,-0.9544035,-1.3874172,"('hostile', 'amicable')",-0.9544035,-1.3874172,-0.4330137
37,0.34199405,0.3346082,"('fake', 'genuine')",0.341994,0.3346082,-0.0073858
38,-0.18710676,-0.23800598,"('untruthful', 'truthful')",-0.1871068,-0.238006,-0.0508992
39,0.27078772,0.48423773,"('exploitative', 'cooperative')",0.2707877,0.4842377,0.21345
40,-0.9979056,-1.0548341,"('stingy', 'generous')",-0.9979056,-1.0548341,-0.0569285
41,0.9470578,0.62666243,"('unforgiving', 'forgiving')",0.9470578,0.6266624,-0.3203954
42,-0.32570124,-0.3173592,"('unreliable', 'reliable')",-0.3257012,-0.3173592,0.008342
43,0.2756444,0.388283,"('irresponsible', 'responsible')",0.2756444,0.388283,0.1126386
44,-0.71897405,-0.6353184,"('prejudiced', 'unprejudiced')",-0.7189741,-0.6353184,0.0836557
