,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-2.3504524,-2.5881433,"('unsociable', 'sociable')",-0.60358334,-0.7651868,-0.21968862,-0.33771965,-0.56395817,-0.7274354,-0.9344206,-1.1046213,-0.1702007
1,0.41147745,0.2984152,"('unfriendly', 'friendly')",1.6930383,1.6572287,1.3694229,1.2837175,1.1703691,0.9014071,1.161077,1.0351921,-0.1258849
2,0.9381314,0.9902208,"('unlikable', 'likable')",1.4046522,1.4821438,1.704918,1.7419918,0.7986158,0.8968732,1.2115794,1.2778074,0.066228
3,-1.813086,-1.771631,"('repellent', 'pleasant')",-1.4326131,-1.3841267,-1.0305247,-1.0532281,0.4084932,0.4395709,-0.9669327,-0.9423537,0.024579
4,0.24193689,0.21908025,"('disliked', 'liked')",-0.26623288,-0.2617349,0.32150072,0.24938613,-5.0732923,-4.7052336,-1.1940219,-1.1246256,0.0693963
5,2.0930214,2.1415882,"('distant', 'outgoing')",2.0041144,2.0021446,1.2656077,1.3236146,0.68023896,0.7411044,1.5107455,1.5521131,0.0413676
6,1.6228901,1.6978451,"('distant', 'open')",1.4291804,1.4028448,1.2025806,1.2303666,0.46149832,0.42471555,1.1790373,1.188943,0.0099057
7,-1.3094143,-1.3469443,"('insensitive', 'sensitive')",-0.16449577,-0.13522777,-1.0021816,-0.984686,-0.8859284,-0.8998204,-0.8405051,-0.8416696,-0.0011645
8,0.7319008,0.6330014,"('unaffectionate', 'affectionate')",2.0501277,1.9848928,1.0894601,1.0317746,0.69665015,0.43683466,1.1420348,1.0216259,-0.1204089
9,0.2635501,0.13331115,"('unaffectionate', 'caring')",1.6456854,1.5654566,0.7747843,0.6991056,0.9219015,0.70294523,0.9014803,0.7752047,-0.1262756
10,-3.45597,-3.581611,"('unsympathetic', 'sympathetic')",-0.91075677,-0.95003605,-1.111339,-1.16841,-0.7008528,-0.84721845,-1.5447297,-1.6368188,-0.0920891
11,-1.92031,-2.046026,"('unhelpful', 'helpful')",-0.7706845,-0.83470905,-1.2221109,-1.2391078,1.2275509,1.0981524,-0.6713886,-0.7554225,-0.0840339
12,-0.75904185,-0.84172505,"('unsupportive', 'supportive')",1.3544478,1.3390099,0.6590122,0.66203153,-1.9772718,-1.8857783,-0.1807134,-0.1816155,-0.0009021
13,-1.8043171,-1.9112244,"('impolite', 'polite')",-0.54227185,-0.6039766,-0.829538,-0.8551459,-0.7241109,-0.7428173,-0.9750594,-1.0282911,-0.0532317
14,-2.1224935,-2.2388432,"('antisocial', 'social')",-0.52629423,-0.5856033,-0.043807685,-0.08504729,-1.0625552,-1.049388,-0.9387877,-0.9897205,-0.0509328
15,0.78465295,0.72288847,"('boring', 'funny')",0.30103546,0.24692224,0.5518396,0.5528506,0.081038564,0.16561179,0.4296416,0.4220683,-0.0075733
16,0.46426105,0.51740134,"('unpopular', 'popular')",-0.5057248,-0.47177666,0.34244722,0.43733877,0.697432,0.6960318,0.2496039,0.2947488,0.0451449
17,-0.122761644,-0.061393525,"('nasty', 'nice')",-0.5387355,-0.5127417,0.32675856,0.42055982,0.19115369,0.29521236,-0.0358962,0.0354092,0.0713054
18,0.24190144,0.25910598,"('disagreeable', 'welcoming')",0.018269941,-0.001803115,0.5972177,0.61390024,-1.2932914,-1.4068929,-0.1089756,-0.1339224,-0.0249468
19,0.023800604,0.05616784,"('inhospitable', 'hospitable')",-0.002088949,0.05527964,-0.23404372,-0.245799,0.21548781,0.15605159,0.0007889,0.005425,0.0046361
20,-0.98833686,-0.9848894,"('rough', 'thoughtful')",-1.4029038,-1.3622376,0.0690902,0.13069725,-0.5872751,-0.563714,-0.7273564,-0.6950359,0.0323205
21,-2.1219103,-2.1940365,"('immoral', 'moral')",-0.32922834,-0.30366787,-0.56262594,-0.5586986,-1.7954541,-1.7815663,-1.2023047,-1.2094923,-0.0071876
22,-1.2786762,-1.3479621,"('untrustworthy', 'trustworthy')",-0.31812957,-0.32348797,-1.0363574,-1.1413963,-2.0126867,-1.9784087,-1.1614624,-1.1978137,-0.0363513
23,-1.1192878,-1.2206365,"('insincere', 'sincere')",-0.9051365,-0.90903795,-0.94506204,-0.98432803,3.5912464,3.1409707,0.15544,0.0067421,-0.1486979
24,-0.7566944,-0.75525767,"('dishonest', 'honest')",0.079384215,0.083782315,-0.474574,-0.46288493,-0.9481129,-1.0217813,-0.5249993,-0.5390354,-0.0140361
25,1.1548884,1.2167073,"('egoistic', 'altruistic')",1.10929,1.208009,1.2629714,1.345924,1.7222049,1.731135,1.3123386,1.3754438,0.0631052
26,1.1210048,1.0711808,"('hardhearted', 'benevolent')",2.1184335,2.041889,2.4457047,2.3090777,1.1309022,0.99953127,1.7040113,1.6054198,-0.0985915
27,-0.89831936,-0.83614117,"('hardhearted', 'softhearted')",-0.2260029,-0.23195255,-0.8518095,-0.78821516,-0.14767677,-0.29328775,-0.5309522,-0.5373992,-0.006447
28,-1.4304048,-1.5702819,"('disloyal', 'loyal')",-0.67654526,-0.71519834,-0.64505565,-0.7585542,-0.35900873,-0.5756544,-0.7777536,-0.9049222,-0.1271686
29,0.10881524,0.039139584,"('unfair', 'fair')",-0.5567578,-0.571499,-0.36376947,-0.3545786,-1.0516056,-1.113101,-0.4658294,-0.5000098,-0.0341804
30,-1.3502127,-1.4125426,"('intolerant', 'tolerant')",-1.638282,-1.6433877,-0.77018464,-0.81441,-1.1055448,-1.047909,-1.2160561,-1.2295623,-0.0135062
31,1.821915,1.9198112,"('evil', 'good')",0.29764065,0.3721627,0.6679627,0.70533717,-0.03183936,0.025524626,0.6889198,0.7557089,0.0667891
32,-0.4886309,-0.5431761,"('unkind', 'kind')",0.17722498,0.14585975,-0.23798932,-0.26071876,-0.22384068,-0.4047106,-0.193309,-0.2656865,-0.0723775
33,1.4028653,1.3394939,"('wrong', 'right')",0.9573652,0.88735384,1.458733,1.4811374,-0.1802256,-0.0842711,0.9096845,0.9059284,-0.0037561
34,-0.13843463,-0.056554273,"('mean', 'honorable')",-0.90990174,-0.7949657,0.23184738,0.20062907,4.726459,4.433901,0.9774925,0.9457525,-0.03174
35,2.3586302,2.4081395,"('corrupt', 'incorrupt')",0.25407937,0.2595707,0.6055522,0.63619286,0.33154795,0.36139444,0.8874524,0.9163243,0.0288719
36,2.1892874,2.0753257,"('hostile', 'amicable')",0.69521976,0.69107854,1.0994515,0.919997,0.8482049,0.70672613,1.208041,1.0982819,-0.1097591
37,-0.49055535,-0.42884964,"('fake', 'genuine')",-1.2548699,-1.172325,-0.89791304,-0.7453698,-0.5772692,-0.62833613,-0.8051518,-0.7437201,0.0614317
38,0.32620126,0.25242162,"('untruthful', 'truthful')",0.051129617,0.052993093,-0.08332029,-0.08918114,0.73576283,0.7521912,0.2574434,0.2421062,-0.0153372
39,-0.38986966,-0.32268655,"('exploitative', 'cooperative')",0.62656397,0.7540369,-0.26348063,-0.1782485,-0.21958576,-0.040344838,-0.061593,0.0531893,0.1147823
40,0.3197571,0.27498487,"('stingy', 'generous')",-0.046552915,-0.015486365,-0.36709142,-0.29380387,-2.1171072,-1.9629295,-0.5527486,-0.4993087,0.0534399
41,-0.908389,-0.99681413,"('unforgiving', 'forgiving')",-0.20396365,-0.17877974,-0.24527729,-0.2809432,-0.4038504,-0.48373258,-0.4403701,-0.4850674,-0.0446973
