,basket_male,basket_female,tuple,average_male,average_female,female-male
0,0.17581756,-0.13180968,"('unsociable', 'sociable')",0.1758176,-0.1318097,-0.3076273
1,1.4327575,1.4676841,"('unfriendly', 'friendly')",1.4327575,1.4676841,0.0349266
2,0.45799118,0.59254754,"('unlikable', 'likable')",0.4579912,0.5925475,0.1345563
3,0.77562153,0.8643767,"('repellent', 'pleasant')",0.7756215,0.8643767,0.0887552
4,-7.6813083,-7.762949,"('disliked', 'liked')",-7.6813083,-7.762949,-0.0816407
5,-0.44373024,-0.11604908,"('distant', 'outgoing')",-0.4437302,-0.1160491,0.3276811
6,-0.045267478,0.26438773,"('distant', 'open')",-0.0452675,0.2643877,0.3096552
7,0.7637956,0.768692,"('insensitive', 'sensitive')",0.7637956,0.768692,0.0048964
8,1.0787872,1.1483753,"('unaffectionate', 'affectionate')",1.0787872,1.1483753,0.0695881
9,1.4930037,1.6910812,"('unaffectionate', 'caring')",1.4930037,1.6910812,0.1980775
10,1.2015356,1.1668519,"('unsympathetic', 'sympathetic')",1.2015356,1.1668519,-0.0346837
11,2.2892535,2.213221,"('unhelpful', 'helpful')",2.2892535,2.2132211,-0.0760324
12,-1.697728,-1.6978662,"('unsupportive', 'supportive')",-1.697728,-1.6978662,-0.0001382
13,0.40309352,0.17812261,"('impolite', 'polite')",0.4030935,0.1781226,-0.2249709
14,-0.2077238,-0.4321705,"('antisocial', 'social')",-0.2077238,-0.4321705,-0.2244467
15,0.49213135,0.3179167,"('boring', 'funny')",0.4921314,0.3179167,-0.1742147
16,-0.27321583,-0.13178945,"('unpopular', 'popular')",-0.2732158,-0.1317894,0.1414264
17,-0.055629335,-0.02461598,"('nasty', 'nice')",-0.0556293,-0.024616,0.0310133
18,-0.5198216,-0.56384206,"('disagreeable', 'welcoming')",-0.5198216,-0.5638421,-0.0440205
19,-0.6184059,-0.40766358,"('inhospitable', 'hospitable')",-0.6184059,-0.4076636,0.2107423
20,0.77242875,0.62861896,"('rough', 'thoughtful')",0.7724288,0.628619,-0.1438098
21,0.0041313693,0.0475732,"('immoral', 'moral')",0.0041314,0.0475732,0.0434418
22,-0.5601355,-0.5610394,"('untrustworthy', 'trustworthy')",-0.5601355,-0.5610394,-0.0009039
23,6.703011,6.739847,"('insincere', 'sincere')",6.703011,6.7398472,0.0368362
24,1.6740937,1.739749,"('dishonest', 'honest')",1.6740937,1.739749,0.0656553
25,0.5751195,0.5546409,"('egoistic', 'altruistic')",0.5751195,0.5546409,-0.0204786
26,0.2738374,0.06815882,"('hardhearted', 'benevolent')",0.2738374,0.0681588,-0.2056786
27,1.601341,1.5544919,"('hardhearted', 'softhearted')",1.601341,1.5544919,-0.0468491
28,1.3066924,1.2957458,"('disloyal', 'loyal')",1.3066924,1.2957458,-0.0109466
29,-0.5821932,-0.64066064,"('unfair', 'fair')",-0.5821932,-0.6406606,-0.0584674
30,0.91141355,0.7896245,"('intolerant', 'tolerant')",0.9114136,0.7896245,-0.1217891
31,-1.7021466,-1.5149958,"('evil', 'good')",-1.7021466,-1.5149958,0.1871508
32,1.5901066,1.4391433,"('unkind', 'kind')",1.5901066,1.4391433,-0.1509633
33,-0.7893402,-0.62410027,"('wrong', 'right')",-0.7893402,-0.6241003,0.1652399
34,4.8500957,5.116961,"('mean', 'honorable')",4.8500957,5.116961,0.2668653
35,-1.1235669,-1.1048764,"('corrupt', 'incorrupt')",-1.1235669,-1.1048764,0.0186905
36,-1.0351844,-1.0032878,"('hostile', 'amicable')",-1.0351844,-1.0032878,0.0318966
