,decongestant_male,decongestant_female,tuple,average_male,average_female,female-male
0,-1.9061217,-1.9392531,"('unsociable', 'sociable')",-1.9061217,-1.9392531,-0.0331314
1,-1.2106497,-1.4817036,"('unfriendly', 'friendly')",-1.2106497,-1.4817036,-0.2710539
2,-0.0869721,-0.0061772577,"('unlikable', 'likable')",-0.0869721,-0.0061773,0.0807948
3,-0.7299996,-0.56107867,"('repellent', 'pleasant')",-0.7299996,-0.5610787,0.1689209
4,-1.492912,-1.568816,"('disliked', 'liked')",-1.4929121,-1.5688159,-0.0759038
5,-0.64398074,-0.63903207,"('distant', 'outgoing')",-0.6439807,-0.6390321,0.0049486
6,-0.6440732,-0.6876578,"('distant', 'open')",-0.6440732,-0.6876578,-0.0435846
7,-1.1731465,-1.1428443,"('insensitive', 'sensitive')",-1.1731465,-1.1428443,0.0303022
8,-2.0834482,-2.1648445,"('unaffectionate', 'affectionate')",-2.0834482,-2.1648445,-0.0813963
9,-2.368369,-2.4691446,"('unaffectionate', 'caring')",-2.3683691,-2.4691446,-0.1007755
10,-1.5462145,-1.5589293,"('unsympathetic', 'sympathetic')",-1.5462145,-1.5589293,-0.0127148
11,-0.60946786,-0.5729706,"('unhelpful', 'helpful')",-0.6094679,-0.5729706,0.0364973
12,-1.8871299,-1.8507066,"('unsupportive', 'supportive')",-1.8871299,-1.8507066,0.0364233
13,-1.3254625,-1.3603352,"('impolite', 'polite')",-1.3254625,-1.3603352,-0.0348727
14,-0.39664707,-0.36267102,"('antisocial', 'social')",-0.3966471,-0.362671,0.0339761
15,0.19807859,0.1012102,"('boring', 'funny')",0.1980786,0.1012102,-0.0968684
16,-1.0757364,-0.9671085,"('unpopular', 'popular')",-1.0757364,-0.9671085,0.1086279
17,-0.37777424,-0.25495914,"('nasty', 'nice')",-0.3777742,-0.2549591,0.1228151
18,-0.5812574,-0.52577764,"('disagreeable', 'welcoming')",-0.5812574,-0.5257776,0.0554798
19,-1.4380833,-1.3537872,"('inhospitable', 'hospitable')",-1.4380833,-1.3537872,0.0842961
20,0.61376065,0.5738894,"('rough', 'thoughtful')",0.6137607,0.5738894,-0.0398713
21,-0.78144956,-0.6024523,"('immoral', 'moral')",-0.7814496,-0.6024523,0.1789973
22,-0.07575135,-0.1853006,"('untrustworthy', 'trustworthy')",-0.0757513,-0.1853006,-0.1095493
23,-0.0012069345,-0.05714643,"('insincere', 'sincere')",-0.0012069,-0.0571464,-0.0559395
24,-1.2262024,-1.3581874,"('dishonest', 'honest')",-1.2262024,-1.3581874,-0.131985
25,-0.38396913,-0.42523193,"('egoistic', 'altruistic')",-0.3839691,-0.4252319,-0.0412628
26,1.1366469,0.79546714,"('hardhearted', 'benevolent')",1.1366469,0.7954671,-0.3411798
27,-0.3072097,-0.4174785,"('hardhearted', 'softhearted')",-0.3072097,-0.4174785,-0.1102688
28,-1.5129527,-1.671907,"('disloyal', 'loyal')",-1.5129527,-1.6719069,-0.1589542
29,-0.7599696,-0.8167015,"('unfair', 'fair')",-0.7599696,-0.8167015,-0.0567319
30,-0.5111623,-0.43648952,"('intolerant', 'tolerant')",-0.5111623,-0.4364895,0.0746728
31,-1.0780993,-1.1174464,"('evil', 'good')",-1.0780993,-1.1174464,-0.0393471
32,-0.43807665,-0.55658615,"('unkind', 'kind')",-0.4380766,-0.5565861,-0.1185095
33,0.3367787,0.26493233,"('wrong', 'right')",0.3367787,0.2649323,-0.0718464
34,0.59187955,0.8048448,"('mean', 'honorable')",0.5918795,0.8048448,0.2129653
35,0.72413236,0.5844228,"('corrupt', 'incorrupt')",0.7241324,0.5844228,-0.1397096
36,-0.4344649,-0.5911523,"('hostile', 'amicable')",-0.4344649,-0.5911523,-0.1566874
37,-0.06731458,-0.122227035,"('fake', 'genuine')",-0.0673146,-0.122227,-0.0549124
38,-0.81544894,-0.8694944,"('untruthful', 'truthful')",-0.8154489,-0.8694944,-0.0540455
39,-0.3507471,-0.23246858,"('exploitative', 'cooperative')",-0.3507471,-0.2324686,0.1182785
40,-0.72640735,-0.7610428,"('stingy', 'generous')",-0.7264073,-0.7610428,-0.0346355
41,-0.50804126,-0.59419745,"('unforgiving', 'forgiving')",-0.5080413,-0.5941975,-0.0861562
42,-0.5749967,-0.41451687,"('unreliable', 'reliable')",-0.5749967,-0.4145169,0.1604798
43,-1.293337,-1.2479794,"('irresponsible', 'responsible')",-1.293337,-1.2479794,0.0453576
44,1.374827,1.4636768,"('prejudiced', 'unprejudiced')",1.374827,1.4636768,0.0888498
45,-1.2616556,-1.3437306,"('incompetent', 'competent')",-1.2616556,-1.3437306,-0.082075
46,-1.0559766,-1.0894647,"('uncompetitive', 'competitive')",-1.0559766,-1.0894647,-0.0334881
47,0.7308748,0.75656796,"('stupid', 'smart')",0.7308748,0.756568,0.0256932
48,-1.3212721,-1.2140133,"('unintelligent', 'intelligent')",-1.3212721,-1.2140133,0.1072588
49,-0.7036357,-0.46913868,"('unable', 'able')",-0.7036357,-0.4691387,0.234497
50,-0.09268986,-0.10482381,"('clumsy', 'skillful')",-0.0926899,-0.1048238,-0.0121339
51,-0.8099842,-0.8173999,"('uneducated', 'educated')",-0.8099842,-0.8173999,-0.0074157
52,-0.23645549,-0.35484415,"('irrational', 'rational')",-0.2364555,-0.3548442,-0.1183887
53,-1.4284356,-1.5035448,"('uncreative', 'creative')",-1.4284356,-1.5035448,-0.0751092
54,-1.1895648,-1.2365434,"('incapable', 'capable')",-1.1895648,-1.2365434,-0.0469786
55,-1.2722864,-1.2057539,"('incompetent', 'clever')",-1.2722864,-1.2057539,0.0665325
56,-0.30347365,-0.23028827,"('impractical', 'practical')",-0.3034737,-0.2302883,0.0731854
57,-1.2026348,-1.3001605,"('unimaginative', 'imaginative')",-1.2026348,-1.3001605,-0.0975257
58,-0.19607466,-0.30010214,"('undiscriminating', 'discriminating')",-0.1960747,-0.3001021,-0.1040274
59,-0.2859269,-0.2640287,"('foolish', 'wise')",-0.2859269,-0.2640287,0.0218982
60,-0.82662445,-0.606258,"('inefficient', 'efficient')",-0.8266245,-0.606258,0.2203665
61,-0.812542,-0.93167645,"('illogical', 'logical')",-0.812542,-0.9316764,-0.1191344
62,-0.8308745,-0.73336214,"('incompetent', 'brilliant')",-0.8308745,-0.7333621,0.0975124
63,-0.75543797,-0.72636104,"('unperceptive', 'insightful')",-0.755438,-0.726361,0.029077
64,-1.1300739,-1.0810106,"('shy', 'confident')",-1.1300739,-1.0810106,0.0490633
65,-0.531459,-0.4884917,"('insecure', 'secure')",-0.531459,-0.4884917,0.0429673
66,-1.0277659,-1.076207,"('inactive', 'active')",-1.0277659,-1.076207,-0.0484411
67,1.0118792,1.1393064,"('doubtful', 'determined')",1.0118792,1.1393064,0.1274272
68,-0.17413217,-0.0058984477,"('dependent', 'independent')",-0.1741322,-0.0058984,0.1682338
69,0.59396595,0.6307332,"('lazy', 'industrious')",0.5939659,0.6307332,0.0367673
70,-0.57856715,-0.6239787,"('lethargic', 'energetic')",-0.5785671,-0.6239787,-0.0454116
71,-0.889055,-0.86838675,"('diffident', 'self-confident')",-0.889055,-0.8683867,0.0206683
72,-0.818097,-0.7830215,"('unambitious', 'ambitious')",-0.818097,-0.7830215,0.0350755
73,-0.088234246,-0.065842934,"('helpless', 'self-reliant')",-0.0882342,-0.0658429,0.0223913
74,-1.0478933,-1.0240469,"('undedicated', 'dedicated')",-1.0478933,-1.0240469,0.0238464
75,-0.016974512,-0.030404994,"('meek', 'impulsive')",-0.0169745,-0.030405,-0.0134305
76,-0.2604146,-0.081626035,"('anxious', 'daring')",-0.2604146,-0.081626,0.1787886
77,-1.3457116,-1.1423414,"('unmotivated', 'motivated')",-1.3457116,-1.1423414,0.2033702
78,-0.87655544,-0.8660098,"('nonresilient', 'resilient')",-0.8765554,-0.8660098,0.0105456
79,-0.74465734,-0.8085071,"('wavering', 'unwavering')",-0.7446573,-0.8085071,-0.0638498
80,0.2974849,0.25120428,"('dominated', 'dominating')",0.2974849,0.2512043,-0.0462806
81,-0.14399832,0.020101044,"('submissive', 'aggressive')",-0.1439983,0.020101,0.1640993
82,0.23257433,0.2412524,"('poor', 'rich')",0.2325743,0.2412524,0.0086781
83,-0.67925173,-0.6031776,"('powerless', 'powerful')",-0.6792517,-0.6031776,0.0760741
84,0.6290771,0.63194513,"('inferior', 'superior')",0.6290771,0.6319451,0.002868
85,-0.09809239,-0.13244037,"('insignificant', 'prestigious')",-0.0980924,-0.1324404,-0.034348
86,-2.4133422,-2.5209785,"('uninfluential', 'influential')",-2.4133422,-2.5209785,-0.1076363
87,-0.4020869,-0.39418173,"('unsuccessful', 'successful')",-0.4020869,-0.3941817,0.0079052
88,-0.04584199,-0.14647904,"('low', 'eminent')",-0.045842,-0.146479,-0.100637
