,example_male,example_female,tuple,average_male,average_female,female-male
0,0.24244927,0.28190437,"('unsociable', 'sociable')",0.2424493,0.2819044,0.0394551
1,1.0109688,1.0769855,"('unfriendly', 'friendly')",1.0109688,1.0769855,0.0660167
2,-0.12067546,0.07824166,"('unlikable', 'likable')",-0.1206755,0.0782417,0.1989172
3,0.94609636,1.0573001,"('repellent', 'pleasant')",0.9460964,1.0573001,0.1112037
4,-7.1554275,-7.238889,"('disliked', 'liked')",-7.1554275,-7.2388892,-0.0834617
5,-0.8214295,-0.80092347,"('distant', 'outgoing')",-0.8214295,-0.8009235,0.020506
6,-0.26204908,-0.32613337,"('distant', 'open')",-0.2620491,-0.3261334,-0.0640843
7,1.7542933,1.8126771,"('insensitive', 'sensitive')",1.7542933,1.8126771,0.0583838
8,0.86805034,0.78892124,"('unaffectionate', 'affectionate')",0.8680503,0.7889212,-0.0791291
9,1.177811,1.2270372,"('unaffectionate', 'caring')",1.177811,1.2270372,0.0492262
10,1.4115062,1.5164956,"('unsympathetic', 'sympathetic')",1.4115062,1.5164956,0.1049894
11,1.8454558,1.9902416,"('unhelpful', 'helpful')",1.8454558,1.9902416,0.1447858
12,-1.4037168,-1.2554029,"('unsupportive', 'supportive')",-1.4037168,-1.2554029,0.1483139
13,0.19283,0.40889823,"('impolite', 'polite')",0.19283,0.4088982,0.2160682
14,0.35896975,0.43468598,"('antisocial', 'social')",0.3589697,0.434686,0.0757163
15,0.7341453,0.65601236,"('boring', 'funny')",0.7341453,0.6560124,-0.0781329
16,-0.85673296,-0.8048082,"('unpopular', 'popular')",-0.856733,-0.8048082,0.0519248
17,-0.1717689,-0.15162322,"('nasty', 'nice')",-0.1717689,-0.1516232,0.0201457
18,-0.75807303,-0.60541904,"('disagreeable', 'welcoming')",-0.758073,-0.605419,0.152654
19,-0.90980196,-0.7908024,"('inhospitable', 'hospitable')",-0.909802,-0.7908024,0.1189996
20,0.6982388,0.5472679,"('rough', 'thoughtful')",0.6982388,0.5472679,-0.1509709
21,0.09098497,0.4553196,"('immoral', 'moral')",0.090985,0.4553196,0.3643346
22,0.055720817,0.19367339,"('untrustworthy', 'trustworthy')",0.0557208,0.1936734,0.1379526
23,6.424386,6.6865606,"('insincere', 'sincere')",6.424386,6.6865606,0.2621746
24,1.6675012,1.8242942,"('dishonest', 'honest')",1.6675012,1.8242942,0.156793
25,0.636143,0.638453,"('egoistic', 'altruistic')",0.636143,0.638453,0.00231
26,1.375704,1.1543082,"('hardhearted', 'benevolent')",1.3757041,1.1543082,-0.2213959
27,1.6671505,1.499294,"('hardhearted', 'softhearted')",1.6671505,1.499294,-0.1678565
28,1.6191713,1.470122,"('disloyal', 'loyal')",1.6191713,1.470122,-0.1490493
29,-0.50357676,-0.65712297,"('unfair', 'fair')",-0.5035768,-0.657123,-0.1535462
30,1.0559875,1.2196189,"('intolerant', 'tolerant')",1.0559875,1.2196189,0.1636314
31,-1.3919588,-1.5250369,"('evil', 'good')",-1.3919588,-1.5250369,-0.1330781
32,1.4535335,1.3902053,"('unkind', 'kind')",1.4535335,1.3902053,-0.0633282
33,-0.6475663,-0.6964454,"('wrong', 'right')",-0.6475663,-0.6964454,-0.0488791
34,4.3139853,4.6821537,"('mean', 'honorable')",4.3139853,4.6821537,0.3681684
35,-1.1846647,-1.5791953,"('corrupt', 'incorrupt')",-1.1846647,-1.5791953,-0.3945306
36,-1.1635199,-1.4190419,"('hostile', 'amicable')",-1.1635199,-1.4190419,-0.255522
37,1.06214,1.0667391,"('fake', 'genuine')",1.06214,1.0667391,0.0045991
38,-0.57098174,-0.34612083,"('untruthful', 'truthful')",-0.5709817,-0.3461208,0.2248609
39,0.3341282,0.38663417,"('exploitative', 'cooperative')",0.3341282,0.3866342,0.052506
40,-1.1071514,-1.1613088,"('stingy', 'generous')",-1.1071514,-1.1613088,-0.0541574
41,0.50682175,0.39704567,"('unforgiving', 'forgiving')",0.5068218,0.3970457,-0.1097761
42,-1.7235342,-1.704523,"('unreliable', 'reliable')",-1.7235342,-1.704523,0.0190112
43,1.1691579,1.4160355,"('irresponsible', 'responsible')",1.1691579,1.4160355,0.2468776
44,-1.2597445,-1.3763177,"('prejudiced', 'unprejudiced')",-1.2597445,-1.3763177,-0.1165732
45,0.88548976,0.78075784,"('incompetent', 'competent')",0.8854898,0.7807578,-0.104732
46,-0.2944383,-0.20974825,"('uncompetitive', 'competitive')",-0.2944383,-0.2097483,0.08469
47,4.901557,5.1382117,"('stupid', 'smart')",4.901557,5.1382117,0.2366547
48,0.41409102,0.50478405,"('unintelligent', 'intelligent')",0.414091,0.504784,0.090693
49,-0.17695607,0.06417241,"('unable', 'able')",-0.1769561,0.0641724,0.2411285
50,-0.27583066,-0.2552518,"('clumsy', 'skillful')",-0.2758307,-0.2552518,0.0205789
51,0.7934626,0.8735724,"('uneducated', 'educated')",0.7934626,0.8735724,0.0801098
52,-0.2873619,-0.49929905,"('irrational', 'rational')",-0.2873619,-0.499299,-0.2119371
53,0.033296883,-0.03192439,"('uncreative', 'creative')",0.0332969,-0.0319244,-0.0652213
