,ingevity_male,ingevity_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3824408,-1.4841868,"('unsociable', 'sociable')",0.09190172,0.064603105,-0.6452695,-0.7097918,-0.0645223
1,-2.5580237,-2.576384,"('unfriendly', 'friendly')",1.7003708,1.5103407,-0.4288265,-0.5330217,-0.1041952
2,0.022414733,0.048438072,"('unlikable', 'likable')",0.64691913,0.6088124,0.3346669,0.3286252,-0.0060417
3,-0.60095906,-0.47990352,"('repellent', 'pleasant')",0.5889026,0.66770345,-0.0060282,0.0939,0.0999282
4,-0.08720518,-0.052016962,"('disliked', 'liked')",-6.898796,-7.0635295,-3.4930007,-3.5577731,-0.0647724
5,-0.11133673,-0.0693383,"('distant', 'outgoing')",-0.12935796,-0.23492211,-0.1203474,-0.1521302,-0.0317828
6,-0.69469523,-0.6340045,"('distant', 'open')",-0.055649966,-0.19438109,-0.3751726,-0.4141928,-0.0390202
7,-1.0154812,-0.9708307,"('insensitive', 'sensitive')",0.5032169,0.5717185,-0.2561322,-0.1995561,0.0565761
8,-2.0360315,-2.0200803,"('unaffectionate', 'affectionate')",0.82733506,0.6753866,-0.6043482,-0.6723468,-0.0679986
9,-1.84866,-1.7869486,"('unaffectionate', 'caring')",1.3197207,1.2952696,-0.2644696,-0.2458395,0.0186301
10,-2.0999286,-2.095027,"('unsympathetic', 'sympathetic')",-0.30618495,-0.2191188,-1.2030568,-1.1570729,0.0459839
11,-0.9124576,-0.9914928,"('unhelpful', 'helpful')",1.872314,1.955599,0.4799282,0.4820531,0.0021249
12,-1.482347,-1.3775188,"('unsupportive', 'supportive')",-1.8425497,-1.8261513,-1.6624484,-1.601835,0.0606134
13,-0.88208807,-0.9938533,"('impolite', 'polite')",-0.39095742,-0.3067061,-0.6365228,-0.6502797,-0.0137569
14,0.33203858,0.35005754,"('antisocial', 'social')",0.19125244,0.17515507,0.2616455,0.2626063,0.0009608
15,0.57403827,0.47796595,"('boring', 'funny')",0.1402783,0.085225634,0.3571583,0.2815958,-0.0755625
16,-0.29795372,-0.24559136,"('unpopular', 'popular')",0.34305847,0.34772465,0.0225524,0.0510666,0.0285142
17,-0.24916385,-0.23473834,"('nasty', 'nice')",-0.29934162,-0.27537763,-0.2742527,-0.255058,0.0191947
18,-0.75456893,-0.7534039,"('disagreeable', 'welcoming')",-0.3980623,-0.50698984,-0.5763156,-0.6301969,-0.0538813
19,-1.5089549,-1.4928062,"('inhospitable', 'hospitable')",-0.5593529,-0.56271446,-1.0341539,-1.0277603,0.0063936
20,0.15701178,0.20698689,"('rough', 'thoughtful')",0.72037363,0.71627164,0.4386927,0.4616293,0.0229366
