,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,female-male
0,0.16037047,0.12178575,"('unsociable', 'sociable')",0.76107264,0.5151131,0.4607216,0.3184494,-0.1422722
1,-0.6160079,-0.5380018,"('unfriendly', 'friendly')",0.19875734,0.21123374,-0.2086253,-0.163384,0.0452413
2,0.82419926,1.1147552,"('unlikable', 'likable')",0.5735974,0.6605325,0.6988983,0.8876438,0.1887455
3,0.17676805,0.24579132,"('repellent', 'pleasant')",1.0625255,1.1789861,0.6196468,0.7123887,0.0927419
4,-0.14263175,-0.1767037,"('disliked', 'liked')",-6.742795,-6.961012,-3.4427133,-3.5688579,-0.1261446
5,-1.7389421,-1.2679774,"('distant', 'outgoing')",-1.8192639,-1.638692,-1.779103,-1.4533347,0.3257683
6,-1.6311529,-1.1602392,"('distant', 'open')",-1.4719009,-1.2208709,-1.5515269,-1.1905551,0.3609718
7,0.5377209,0.49775028,"('insensitive', 'sensitive')",1.7712297,1.7886947,1.1544753,1.1432226,-0.0112527
8,-0.8363941,-0.68083435,"('unaffectionate', 'affectionate')",-0.3782134,-0.34904632,-0.6073037,-0.5149403,0.0923634
9,-0.72347194,-0.49759862,"('unaffectionate', 'caring')",0.31639418,0.44115606,-0.2035389,-0.0282213,0.1753176
10,-0.77355534,-0.7465509,"('unsympathetic', 'sympathetic')",1.1225827,1.065547,0.1745137,0.159498,-0.0150157
11,1.6594489,1.5479236,"('unhelpful', 'helpful')",3.095197,2.8883708,2.3773229,2.2181473,-0.1591756
12,0.39896542,0.5950607,"('unsupportive', 'supportive')",-1.1791577,-1.1813366,-0.3900962,-0.293138,0.0969582
13,0.8984604,0.99676025,"('impolite', 'polite')",0.6476237,0.5808137,0.7730421,0.788787,0.0157449
14,2.0031552,1.9053403,"('antisocial', 'social')",1.6605093,1.4163295,1.8318323,1.6608349,-0.1709974
15,0.762868,0.67377335,"('boring', 'funny')",0.42878807,0.26972383,0.5958281,0.4717486,-0.1240795
16,0.0023517795,-0.3176868,"('unpopular', 'popular')",-0.10834355,-0.1995087,-0.0529959,-0.2585977,-0.2056018
17,-0.34991252,-0.18269332,"('nasty', 'nice')",-0.62375975,-0.61524737,-0.4868361,-0.3989703,0.0878658
18,-0.3579094,-0.043126445,"('disagreeable', 'welcoming')",-1.0986594,-1.0424877,-0.7282844,-0.5428071,0.1854773
19,-1.3536665,-1.1308823,"('inhospitable', 'hospitable')",-1.2391409,-1.1400088,-1.2964036,-1.1354456,0.160958
20,0.26906937,0.33969215,"('rough', 'thoughtful')",0.7493459,0.78392255,0.5092076,0.5618073,0.0525997
21,1.285207,1.3446589,"('immoral', 'moral')",1.2593663,1.1931522,1.2722867,1.2689055,-0.0033812
22,0.35280564,0.4846739,"('untrustworthy', 'trustworthy')",0.3908855,0.38485524,0.3718456,0.4347646,0.062919
23,1.4763194,1.5062474,"('insincere', 'sincere')",6.531575,6.5429444,4.0039473,4.0245957,0.0206484
24,0.39300343,0.6776009,"('dishonest', 'honest')",1.1087489,1.1707132,0.7508762,0.924157,0.1732808
25,-0.010186814,-0.10385354,"('egoistic', 'altruistic')",0.46796554,0.4635476,0.2288894,0.179847,-0.0490424
26,2.1317427,1.8473331,"('hardhearted', 'benevolent')",1.40154,1.2390785,1.7666414,1.5432057,-0.2234357
27,-0.54240537,-0.58424383,"('hardhearted', 'softhearted')",-0.5151571,-0.35081977,-0.5287812,-0.4675318,0.0612494
28,0.418752,0.34229922,"('disloyal', 'loyal')",1.276672,1.1836426,0.847712,0.7629709,-0.0847411
29,-0.36491358,-0.21193194,"('unfair', 'fair')",-1.0225575,-1.0148005,-0.6937355,-0.6133662,0.0803693
30,1.2909793,1.4348458,"('intolerant', 'tolerant')",2.1510656,2.113368,1.7210224,1.774107,0.0530846
31,-2.0143964,-1.8101581,"('evil', 'good')",-3.169805,-3.0717533,-2.5921006,-2.4409556,0.151145
32,0.83173347,0.7895351,"('unkind', 'kind')",1.5713152,1.4423144,1.2015243,1.1159247,-0.0855996
33,0.2033473,0.26825815,"('wrong', 'right')",-0.61337274,-0.6347705,-0.2050127,-0.1832562,0.0217565
34,0.4671843,0.7786222,"('mean', 'honorable')",4.5102024,4.775003,2.4886932,2.7768126,0.2881194
35,-2.0156264,-2.0974739,"('corrupt', 'incorrupt')",-2.4723997,-2.5117412,-2.2440131,-2.3046074,-0.0605943
36,-1.2132446,-1.2872292,"('hostile', 'amicable')",-2.2333982,-2.2308962,-1.7233214,-1.7590628,-0.0357414
37,-0.58136934,-0.56425565,"('fake', 'genuine')",-0.12807661,-0.08502794,-0.354723,-0.3246418,0.0300812
38,0.85885996,0.9713618,"('untruthful', 'truthful')",1.1658437,0.9724909,1.0123519,0.9719263,-0.0404256
39,1.3224009,1.456265,"('exploitative', 'cooperative')",0.22163096,0.25209367,0.7720159,0.8541793,0.0821634
40,-0.06579521,0.082778975,"('stingy', 'generous')",-2.6366885,-2.6602662,-1.3512418,-1.2887436,0.0624982
41,0.8231689,1.012256,"('unforgiving', 'forgiving')",0.47201526,0.33575627,0.6475921,0.6740062,0.0264141
42,0.556602,0.7181741,"('unreliable', 'reliable')",-1.9422216,-1.8198788,-0.6928098,-0.5508524,0.1419574
43,0.42031732,0.68473035,"('irresponsible', 'responsible')",1.3480659,1.4034196,0.8841916,1.044075,0.1598834
44,-0.010551723,-0.045786437,"('prejudiced', 'unprejudiced')",-1.2588481,-1.3011457,-0.6346999,-0.673466,-0.0387661
45,0.5139658,0.3620876,"('incompetent', 'competent')",0.9963578,0.88278794,0.7551618,0.6224378,-0.132724
46,0.23672542,0.2378977,"('uncompetitive', 'competitive')",0.9723021,1.0306411,0.6045138,0.6342694,0.0297556
47,0.7331018,0.8573554,"('stupid', 'smart')",5.32218,5.518606,3.0276408,3.1879809,0.1603401
48,0.48934966,0.44400412,"('unintelligent', 'intelligent')",0.57602185,0.5351876,0.5326858,0.4895959,-0.0430899
49,-0.44195867,-0.2748365,"('unable', 'able')",0.15519394,0.3434956,-0.1433824,0.0343295,0.1777119
50,-0.30989993,-0.48010144,"('clumsy', 'skillful')",-0.5413785,-0.49485785,-0.4256392,-0.4874796,-0.0618404
51,0.1450558,0.017064624,"('uneducated', 'educated')",0.41104278,0.31392395,0.2780493,0.1654943,-0.112555
52,-0.303542,-0.5245077,"('irrational', 'rational')",-1.4809718,-1.5707098,-0.8922569,-1.0476087,-0.1553518
