,surfboard_male,surfboard_female,tuple,average_male,average_female,female-male
0,-0.21215501,-0.25661635,"('unsociable', 'sociable')",-0.212155,-0.2566164,-0.0444614
1,1.0078489,0.8828323,"('unfriendly', 'friendly')",1.0078489,0.8828323,-0.1250166
2,0.86014676,0.82202214,"('unlikable', 'likable')",0.8601468,0.8220221,-0.0381247
3,-0.7216789,-0.6156829,"('repellent', 'pleasant')",-0.7216789,-0.6156829,0.105996
4,-2.8097725,-2.888545,"('disliked', 'liked')",-2.8097725,-2.888545,-0.0787725
5,0.21637656,0.20404768,"('distant', 'outgoing')",0.2163766,0.2040477,-0.0123289
6,0.27155346,0.24780047,"('distant', 'open')",0.2715535,0.2478005,-0.023753
7,-0.00025228877,0.04582406,"('insensitive', 'sensitive')",-0.0002523,0.0458241,0.0460764
8,0.4783692,0.38022,"('unaffectionate', 'affectionate')",0.4783692,0.38022,-0.0981492
9,1.1581918,1.0903441,"('unaffectionate', 'caring')",1.1581918,1.0903441,-0.0678477
10,-0.5449171,-0.56216955,"('unsympathetic', 'sympathetic')",-0.5449171,-0.5621696,-0.0172525
11,1.1764759,1.2153909,"('unhelpful', 'helpful')",1.1764759,1.2153909,0.038915
12,-0.05773342,-0.047555443,"('unsupportive', 'supportive')",-0.0577334,-0.0475554,0.010178
13,-0.14939773,-0.14574881,"('impolite', 'polite')",-0.1493977,-0.1457488,0.0036489
14,0.14019722,0.096918054,"('antisocial', 'social')",0.1401972,0.0969181,-0.0432791
15,0.7326474,0.661724,"('boring', 'funny')",0.7326474,0.661724,-0.0709234
16,0.22464581,0.25516373,"('unpopular', 'popular')",0.2246458,0.2551637,0.0305179
17,-0.52862126,-0.44009283,"('nasty', 'nice')",-0.5286213,-0.4400928,0.0885285
18,-0.49739164,-0.51943904,"('disagreeable', 'welcoming')",-0.4973916,-0.519439,-0.0220474
19,-0.8905185,-0.85275763,"('inhospitable', 'hospitable')",-0.8905185,-0.8527576,0.0377609
