,basket_male,basket_female,tuple,average_male,average_female,female-male
0,0.16628411,0.084716715,"('unsociable', 'sociable')",0.1662841,0.0847167,-0.0815674
1,2.09629,2.1593375,"('unfriendly', 'friendly')",2.0962901,2.1593375,0.0630474
2,0.27234563,0.39174467,"('unlikable', 'likable')",0.2723456,0.3917447,0.1193991
3,0.89033854,1.0706273,"('repellent', 'pleasant')",0.8903385,1.0706273,0.1802888
4,-7.4654098,-7.289154,"('disliked', 'liked')",-7.4654098,-7.2891541,0.1762557
5,0.15663095,0.5143998,"('distant', 'outgoing')",0.1566309,0.5143998,0.3577689
6,0.6226089,0.924341,"('distant', 'open')",0.6226089,0.924341,0.3017321
7,1.2976221,1.4998401,"('insensitive', 'sensitive')",1.2976221,1.4998401,0.202218
8,1.3179214,1.330286,"('unaffectionate', 'affectionate')",1.3179214,1.330286,0.0123646
9,1.8627005,2.0864844,"('unaffectionate', 'caring')",1.8627005,2.0864844,0.2237839
10,0.6400711,0.7022773,"('unsympathetic', 'sympathetic')",0.6400711,0.7022773,0.0622062
11,1.8902986,1.9896803,"('unhelpful', 'helpful')",1.8902986,1.9896803,0.0993817
12,-1.317189,-1.0357026,"('unsupportive', 'supportive')",-1.317189,-1.0357026,0.2814864
13,-0.051268175,-0.22285713,"('impolite', 'polite')",-0.0512682,-0.2228571,-0.1715889
14,-0.2526773,-0.3793756,"('antisocial', 'social')",-0.2526773,-0.3793756,-0.1266983
15,0.40338063,0.3926365,"('boring', 'funny')",0.4033806,0.3926365,-0.0107441
16,-0.18644157,-0.048196226,"('unpopular', 'popular')",-0.1864416,-0.0481962,0.1382454
17,-0.15100777,-0.11714313,"('nasty', 'nice')",-0.1510078,-0.1171431,0.0338647
18,-0.032516897,0.042913523,"('disagreeable', 'welcoming')",-0.0325169,0.0429135,0.0754304
19,-0.14761713,0.1899075,"('inhospitable', 'hospitable')",-0.1476171,0.1899075,0.3375246
20,0.6171769,0.5140897,"('rough', 'thoughtful')",0.6171769,0.5140897,-0.1030872
21,-0.40807283,-0.21039885,"('immoral', 'moral')",-0.4080728,-0.2103989,0.1976739
22,-0.5072205,-0.30006427,"('untrustworthy', 'trustworthy')",-0.5072205,-0.3000643,0.2071562
23,6.9280763,7.084881,"('insincere', 'sincere')",6.9280763,7.0848808,0.1568045
24,1.8596171,2.0862203,"('dishonest', 'honest')",1.8596171,2.0862203,0.2266032
25,1.4418266,1.3388771,"('egoistic', 'altruistic')",1.4418266,1.3388771,-0.1029495
26,0.6671533,0.3412843,"('hardhearted', 'benevolent')",0.6671533,0.3412843,-0.325869
27,2.0244079,1.8582737,"('hardhearted', 'softhearted')",2.0244079,1.8582737,-0.1661342
28,1.2345281,1.2612004,"('disloyal', 'loyal')",1.2345281,1.2612004,0.0266723
29,-0.44107533,-0.4138781,"('unfair', 'fair')",-0.4410753,-0.4138781,0.0271972
30,0.74142087,0.73832285,"('intolerant', 'tolerant')",0.7414209,0.7383229,-0.003098
31,-0.94737005,-0.8149483,"('evil', 'good')",-0.9473701,-0.8149483,0.1324218
32,1.3638756,1.2216873,"('unkind', 'kind')",1.3638756,1.2216873,-0.1421883
33,-0.0037133498,0.2280765,"('wrong', 'right')",-0.0037133,0.2280765,0.2317898
34,5.0684547,5.3729525,"('mean', 'honorable')",5.0684547,5.3729525,0.3044978
35,-0.58901787,-0.56123793,"('corrupt', 'incorrupt')",-0.5890179,-0.5612379,0.02778
36,-0.68415964,-0.68350494,"('hostile', 'amicable')",-0.6841596,-0.6835049,0.0006547
37,0.9718816,0.9561417,"('fake', 'genuine')",0.9718816,0.9561417,-0.0157399
38,0.19140992,0.34567845,"('untruthful', 'truthful')",0.1914099,0.3456784,0.1542685
39,0.21746357,0.24345319,"('exploitative', 'cooperative')",0.2174636,0.2434532,0.0259896
40,-1.1400303,-1.0937394,"('stingy', 'generous')",-1.1400303,-1.0937394,0.0462909
41,0.079122156,-0.10970459,"('unforgiving', 'forgiving')",0.0791222,-0.1097046,-0.1888268
42,-2.6983109,-2.4797597,"('unreliable', 'reliable')",-2.6983109,-2.4797597,0.2185512
43,1.0851582,1.1284062,"('irresponsible', 'responsible')",1.0851582,1.1284062,0.043248
44,-1.6199207,-1.8864563,"('prejudiced', 'unprejudiced')",-1.6199207,-1.8864563,-0.2665356
45,-0.006702178,0.055363998,"('incompetent', 'competent')",-0.0067022,0.055364,0.0620662
