,prejudice_male,prejudice_female,tuple,average_male,average_female,female-male
75,-0.8090221,-0.829541,"('meek', 'impulsive')",-0.8090221,-0.829541,-0.0205189
76,0.9456051,1.0255092,"('anxious', 'daring')",0.9456051,1.0255092,0.0799041
77,-1.30576,-1.1061583,"('unmotivated', 'motivated')",-1.30576,-1.1061583,0.1996017
78,-0.7896748,-0.79254425,"('nonresilient', 'resilient')",-0.7896748,-0.7925442,-0.0028694
79,-0.6332775,-0.7274347,"('wavering', 'unwavering')",-0.6332775,-0.7274347,-0.0941572
80,0.13845024,0.10306637,"('dominated', 'dominating')",0.1384502,0.1030664,-0.0353838
81,0.54070526,0.6948275,"('submissive', 'aggressive')",0.5407053,0.6948275,0.1541222
82,5.997568,6.063378,"('poor', 'rich')",5.9975681,6.0633779,0.0658098
83,-0.21685475,-0.15107544,"('powerless', 'powerful')",-0.2168548,-0.1510754,0.0657794
84,0.26937446,0.2525328,"('inferior', 'superior')",0.2693745,0.2525328,-0.0168417
85,-1.0502726,-1.2284833,"('insignificant', 'prestigious')",-1.0502726,-1.2284833,-0.1782107
86,0.30901644,0.28932327,"('uninfluential', 'influential')",0.3090164,0.2893233,-0.0196931
87,-0.8050815,-0.77933747,"('unsuccessful', 'successful')",-0.8050815,-0.7793375,0.025744
88,0.18039979,0.19317237,"('low', 'eminent')",0.1803998,0.1931724,0.0127726
