,q_male,q_female,tuple,e_male,e_female,p_male,p_female,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5991327,0.22440992,"('unsociable', 'sociable')",-0.760745,-1.0401913,0.44300652,0.24948795,0.59448516,0.42096215,-0.320412,-0.45303386,0.1110935,-0.119673,-0.2307665
1,-1.970753,-1.9737659,"('unfriendly', 'friendly')",-2.5701194,-2.455936,-1.3835205,-1.3765839,-0.019868344,-0.21551456,1.3605715,1.24141,-0.916738,-0.9560781,-0.0393401
2,1.524884,1.5975529,"('unlikable', 'likable')",1.5153426,1.6606746,1.1647091,1.1597564,1.08092,1.0391142,0.8871428,1.0234634,1.2345996,1.2961123,0.0615127
3,1.2357596,1.2962444,"('repellent', 'pleasant')",0.5224133,0.5948693,0.6238562,0.69611526,1.6010463,1.6867417,0.22352313,0.3432937,0.8413197,0.9234529,0.0821332
4,-0.27692392,-0.32547557,"('disliked', 'liked')",0.3226332,0.40379995,0.7224419,0.7028908,-0.66686213,-0.74769306,-6.01355,-5.9942026,-1.1824522,-1.1921361,-0.0096839
5,-1.6392415,-1.4926877,"('distant', 'outgoing')",-0.20916446,-0.01661241,-0.3700053,-0.24162713,-0.34423202,-0.21783149,-0.059008747,0.0026143081,-0.5243304,-0.3932289,0.1311015
6,-1.3993884,-1.1855922,"('distant', 'open')",-0.08314872,0.22275458,-0.4720352,-0.2712217,-1.3276905,-1.1862019,0.13001226,0.21269639,-0.6304501,-0.441513,0.1889371
7,0.6266822,0.536405,"('insensitive', 'sensitive')",-0.7707771,-0.9050001,-0.14395423,-0.20477077,1.375057,1.3618786,0.7001061,0.69427955,0.3574228,0.2965585,-0.0608643
8,-1.7399167,-1.781267,"('unaffectionate', 'affectionate')",-2.12186,-2.0261085,-1.489565,-1.499098,-1.0399896,-1.0850574,0.3202575,0.2944933,-1.2142147,-1.2194075,-0.0051928
9,-0.62583447,-0.64386517,"('unaffectionate', 'caring')",-1.7562568,-1.6629896,-0.48266152,-0.41128415,0.8817119,0.8311601,0.9937545,1.0218029,-0.1978573,-0.1730352,0.0248221
10,0.89801955,0.63233906,"('unsympathetic', 'sympathetic')",-0.48383868,-0.6496497,-0.44854346,-0.5442811,0.48732352,0.41763493,0.045426346,-0.033346165,0.0996775,-0.0354606,-0.1351381
11,0.90990335,0.7857445,"('unhelpful', 'helpful')",-0.72452563,-0.85487163,0.9797472,0.93830955,1.4813102,1.4690872,2.3870873,2.3743508,1.0067045,0.9425241,-0.0641804
12,0.8181901,0.76818067,"('unsupportive', 'supportive')",-0.4283549,-0.38233235,0.75079936,0.8537477,0.81401306,0.9035542,-1.7548647,-1.5952295,0.0399566,0.1095842,0.0696276
13,1.1207463,0.94519687,"('impolite', 'polite')",0.6381999,0.4323665,1.1964017,1.1354339,0.7448026,0.66249484,0.3045587,0.20989913,0.8009418,0.6770782,-0.1238636
14,1.7946634,1.5519854,"('antisocial', 'social')",1.2011633,0.94106764,1.1755863,1.097022,0.9491884,0.9015019,-0.29852718,-0.43193716,0.9644148,0.811928,-0.1524868
15,0.5324205,0.46005273,"('boring', 'funny')",0.31064934,0.19584589,0.527099,0.40265146,-0.52848047,-0.5592309,0.7643895,0.65934956,0.3212156,0.2317338,-0.0894818
16,-0.2804397,-0.17229263,"('unpopular', 'popular')",0.1040697,0.3932843,0.16823855,0.26322138,-0.05010199,-0.0561976,0.51552105,0.51989126,0.0914575,0.1895813,0.0981238
17,0.59845394,0.5670827,"('nasty', 'nice')",0.29605073,0.34851405,0.7056665,0.7602472,0.029761596,0.15933472,-0.29389077,-0.2883896,0.2672084,0.3093578,0.0421494
18,-1.5734376,-1.4372275,"('disagreeable', 'welcoming')",-0.97642237,-0.76093596,-0.6256131,-0.55910313,-1.1544985,-1.1285199,-0.6120219,-0.5154212,-0.9883987,-0.8802416,0.1081571
19,-0.2835113,-0.13490564,"('inhospitable', 'hospitable')",-0.3548827,-0.09939576,0.71298903,0.8385318,-1.4908909,-1.3490866,-0.18976201,-0.10207227,-0.3212116,-0.1693857,0.1518259
20,-0.34238192,-0.39468777,"('rough', 'thoughtful')",-0.8089239,-0.73815453,-0.5879518,-0.53503925,-0.19184326,-0.13473473,0.7101976,0.6713434,-0.2441806,-0.2262546,0.017926
21,1.6720428,1.626752,"('immoral', 'moral')",0.8675189,0.836998,1.3835349,1.4376913,1.3253381,1.3037856,-0.53191847,-0.46138617,0.9433033,0.9487681,0.0054648
22,1.9493965,1.8844224,"('untrustworthy', 'trustworthy')",1.7061319,1.632732,0.78120166,0.6579804,-0.30684987,-0.3611945,-0.92151254,-0.9775674,0.6416736,0.5672745,-0.0743991
23,1.156691,1.0267823,"('insincere', 'sincere')",-1.2266426,-1.3684862,0.048140638,-0.072871864,1.7960576,1.6958094,5.962613,5.8124146,1.547372,1.4187296,-0.1286424
24,0.17687067,0.2276108,"('dishonest', 'honest')",-0.409193,-0.37696436,-1.1810696,-1.287838,0.6115167,0.48457214,1.0792445,1.0000633,0.0554739,0.0094888,-0.0459851
25,-1.4099182,-1.3685958,"('egoistic', 'altruistic')",-0.5400586,-0.37042978,-1.0856308,-1.043716,-0.093555376,-0.12811136,0.9362106,0.9202843,-0.4385905,-0.3981137,0.0404768
