,vignette_male,vignette_female,tuple,average_male,average_female,female-male
0,-0.7848854,-1.1096178,"('unsociable', 'sociable')",-0.7848854,-1.1096178,-0.3247324
1,-1.4516684,-1.5706519,"('unfriendly', 'friendly')",-1.4516684,-1.5706519,-0.1189835
2,0.6488516,0.7359333,"('unlikable', 'likable')",0.6488516,0.7359333,0.0870817
3,-0.43726027,-0.36700276,"('repellent', 'pleasant')",-0.4372603,-0.3670028,0.0702575
4,-1.2134671,-1.207702,"('disliked', 'liked')",-1.2134671,-1.207702,0.0057651
5,-0.68505645,-0.5716589,"('distant', 'outgoing')",-0.6850564,-0.5716589,0.1133975
6,-1.1812087,-1.0475276,"('distant', 'open')",-1.1812087,-1.0475276,0.1336811
7,-0.4646414,-0.3447705,"('insensitive', 'sensitive')",-0.4646414,-0.3447705,0.1198709
8,-1.5271505,-1.5880877,"('unaffectionate', 'affectionate')",-1.5271505,-1.5880877,-0.0609372
9,-1.4739697,-1.5436182,"('unaffectionate', 'caring')",-1.4739697,-1.5436182,-0.0696485
10,-0.91162324,-1.0246774,"('unsympathetic', 'sympathetic')",-0.9116232,-1.0246774,-0.1130542
11,0.55871177,0.5040663,"('unhelpful', 'helpful')",0.5587118,0.5040663,-0.0546455
12,-1.2546821,-1.3705447,"('unsupportive', 'supportive')",-1.2546821,-1.3705447,-0.1158626
13,-0.17058381,-0.56096965,"('impolite', 'polite')",-0.1705838,-0.5609697,-0.3903859
14,0.16905962,0.01346693,"('antisocial', 'social')",0.1690596,0.0134669,-0.1555927
15,0.48876303,0.45353293,"('boring', 'funny')",0.488763,0.4535329,-0.0352301
16,0.18367405,0.18256804,"('unpopular', 'popular')",0.1836741,0.182568,-0.0011061
17,-0.40377754,-0.33436838,"('nasty', 'nice')",-0.4037775,-0.3343684,0.0694091
18,-0.7844594,-0.7760962,"('disagreeable', 'welcoming')",-0.7844594,-0.7760962,0.0083632
19,-1.0707775,-0.9721152,"('inhospitable', 'hospitable')",-1.0707775,-0.9721152,0.0986623
20,0.48324478,0.4054122,"('rough', 'thoughtful')",0.4832448,0.4054122,-0.0778326
21,0.18864231,0.10234499,"('immoral', 'moral')",0.1886423,0.102345,-0.0862973
22,0.29532048,0.4202103,"('untrustworthy', 'trustworthy')",0.2953205,0.4202103,0.1248898
23,0.63774306,0.55858725,"('insincere', 'sincere')",0.6377431,0.5585873,-0.0791558
24,-0.72190744,-0.8896601,"('dishonest', 'honest')",-0.7219074,-0.8896601,-0.1677527
25,-0.30837965,-0.35839003,"('egoistic', 'altruistic')",-0.3083797,-0.35839,-0.0500103
26,-0.22971019,-0.37753803,"('hardhearted', 'benevolent')",-0.2297102,-0.377538,-0.1478278
27,-0.732375,-0.7070777,"('hardhearted', 'softhearted')",-0.732375,-0.7070777,0.0252973
28,-0.502633,-0.61926967,"('disloyal', 'loyal')",-0.502633,-0.6192697,-0.1166367
29,-0.14578696,-0.12959328,"('unfair', 'fair')",-0.145787,-0.1295933,0.0161937
30,0.16215111,-0.14727367,"('intolerant', 'tolerant')",0.1621511,-0.1472737,-0.3094248
31,-1.47708,-1.4810528,"('evil', 'good')",-1.47708,-1.4810528,-0.0039728
32,0.16225606,-0.004342772,"('unkind', 'kind')",0.1622561,-0.0043428,-0.1665989
33,-0.13994005,-0.24803074,"('wrong', 'right')",-0.1399401,-0.2480307,-0.1080906
34,0.6380644,0.67053455,"('mean', 'honorable')",0.6380644,0.6705346,0.0324702
35,-0.17462496,-0.04604608,"('corrupt', 'incorrupt')",-0.174625,-0.0460461,0.1285789
36,-1.147322,-0.8964324,"('hostile', 'amicable')",-1.1473221,-0.8964324,0.2508897
37,-0.24305645,-0.225319,"('fake', 'genuine')",-0.2430564,-0.225319,0.0177374
38,-0.047049697,-0.12677303,"('untruthful', 'truthful')",-0.0470497,-0.126773,-0.0797233
39,0.44034275,0.23498091,"('exploitative', 'cooperative')",0.4403428,0.2349809,-0.2053619
40,-1.3130478,-1.2869054,"('stingy', 'generous')",-1.3130478,-1.2869054,0.0261424
41,-0.47315815,-0.6967515,"('unforgiving', 'forgiving')",-0.4731582,-0.6967515,-0.2235933
42,0.300686,0.5436824,"('unreliable', 'reliable')",0.300686,0.5436824,0.2429964
43,-0.014538884,-0.20260966,"('irresponsible', 'responsible')",-0.0145389,-0.2026097,-0.1880708
44,0.6000356,0.6592124,"('prejudiced', 'unprejudiced')",0.6000356,0.6592124,0.0591768
45,-0.5585398,-0.7528283,"('incompetent', 'competent')",-0.5585398,-0.7528283,-0.1942885
46,-0.11661143,-0.2024586,"('uncompetitive', 'competitive')",-0.1166114,-0.2024586,-0.0858472
47,0.86332166,1.0372063,"('stupid', 'smart')",0.8633217,1.0372063,0.1738846
48,-0.7300516,-1.0294061,"('unintelligent', 'intelligent')",-0.7300516,-1.0294061,-0.2993545
49,-0.42664716,-0.37034515,"('unable', 'able')",-0.4266472,-0.3703451,0.0563021
50,0.7786519,1.0847344,"('clumsy', 'skillful')",0.7786519,1.0847344,0.3060825
51,-0.094503745,-0.12317275,"('uneducated', 'educated')",-0.0945037,-0.1231728,-0.0286691
52,-0.74193424,-0.7963119,"('irrational', 'rational')",-0.7419342,-0.7963119,-0.0543777
53,-1.0067073,-0.8300141,"('uncreative', 'creative')",-1.0067073,-0.8300141,0.1766932
54,-0.42307878,-0.29814017,"('incapable', 'capable')",-0.4230788,-0.2981402,0.1249386
55,0.1018567,-0.060099978,"('incompetent', 'clever')",0.1018567,-0.0601,-0.1619567
56,0.94111514,0.6353977,"('impractical', 'practical')",0.9411151,0.6353977,-0.3057174
57,-1.4289768,-1.4821284,"('unimaginative', 'imaginative')",-1.4289768,-1.4821284,-0.0531516
58,0.8173565,0.8281766,"('undiscriminating', 'discriminating')",0.8173565,0.8281766,0.0108201
59,-0.5162014,-0.3725494,"('foolish', 'wise')",-0.5162014,-0.3725494,0.143652
60,0.8437662,0.5122187,"('inefficient', 'efficient')",0.8437662,0.5122187,-0.3315475
61,-0.3084188,-0.5431299,"('illogical', 'logical')",-0.3084188,-0.5431299,-0.2347111
62,0.46285194,0.4241032,"('incompetent', 'brilliant')",0.4628519,0.4241032,-0.0387487
63,-0.03344093,-0.10196624,"('unperceptive', 'insightful')",-0.0334409,-0.1019662,-0.0685253
64,-0.72234887,-0.7654558,"('shy', 'confident')",-0.7223489,-0.7654558,-0.0431069
65,0.02870904,-0.055121124,"('insecure', 'secure')",0.028709,-0.0551211,-0.0838301
66,-1.23136,-1.089915,"('inactive', 'active')",-1.23136,-1.089915,0.141445
67,0.783979,0.7282434,"('doubtful', 'determined')",0.783979,0.7282434,-0.0557356
68,-0.1894832,-0.15263844,"('dependent', 'independent')",-0.1894832,-0.1526384,0.0368448
69,0.3338648,0.34091985,"('lazy', 'industrious')",0.3338648,0.3409199,0.0070551
70,0.5233001,0.6640712,"('lethargic', 'energetic')",0.5233001,0.6640712,0.1407711
71,-0.33408457,-0.33490038,"('diffident', 'self-confident')",-0.3340846,-0.3349004,-0.0008158
72,-0.267561,-0.29764554,"('unambitious', 'ambitious')",-0.267561,-0.2976455,-0.0300845
73,0.1071918,0.15936397,"('helpless', 'self-reliant')",0.1071918,0.159364,0.0521722
74,0.36788982,0.16176513,"('undedicated', 'dedicated')",0.3678898,0.1617651,-0.2061247
75,0.58428967,0.8450215,"('meek', 'impulsive')",0.5842897,0.8450215,0.2607318
76,0.68409234,0.68483526,"('anxious', 'daring')",0.6840923,0.6848353,0.000743
77,-0.6581392,-0.64936465,"('unmotivated', 'motivated')",-0.6581392,-0.6493647,0.0087745
78,-0.120812275,-0.05853822,"('nonresilient', 'resilient')",-0.1208123,-0.0585382,0.0622741
79,-0.8766091,-0.7555107,"('wavering', 'unwavering')",-0.8766091,-0.7555107,0.1210984
80,0.43815258,0.42551023,"('dominated', 'dominating')",0.4381526,0.4255102,-0.0126424
81,0.20855673,0.06126541,"('submissive', 'aggressive')",0.2085567,0.0612654,-0.1472913
82,1.0883045,1.2518711,"('poor', 'rich')",1.0883045,1.2518711,0.1635666
