,thanks_male,thanks_female,tuple,average_male,average_female,female-male
28,1.3443002,1.3097656,"('disloyal', 'loyal')",1.3443002,1.3097656,-0.0345346
29,-0.7597191,-0.7680228,"('unfair', 'fair')",-0.7597191,-0.7680228,-0.0083037
30,0.9008346,0.8514959,"('intolerant', 'tolerant')",0.9008346,0.8514959,-0.0493387
31,-1.0080686,-0.94681346,"('evil', 'good')",-1.0080686,-0.9468135,0.0612551
32,1.3066902,1.2724848,"('unkind', 'kind')",1.3066902,1.2724848,-0.0342054
33,-0.17562898,-0.1453561,"('wrong', 'right')",-0.175629,-0.1453561,0.0302729
34,4.7567897,4.85417,"('mean', 'honorable')",4.7567897,4.8541698,0.0973801
35,-0.7715827,-0.8696487,"('corrupt', 'incorrupt')",-0.7715827,-0.8696487,-0.098066
36,-0.60290974,-0.6447024,"('hostile', 'amicable')",-0.6029097,-0.6447024,-0.0417927
37,0.65503204,0.6807747,"('fake', 'genuine')",0.655032,0.6807747,0.0257427
38,0.12693787,0.10511833,"('untruthful', 'truthful')",0.1269379,0.1051183,-0.0218196
39,0.26080206,0.22382174,"('exploitative', 'cooperative')",0.2608021,0.2238217,-0.0369804
40,-1.3889384,-1.5749893,"('stingy', 'generous')",-1.3889384,-1.5749893,-0.1860509
41,-0.09937009,-0.033468306,"('unforgiving', 'forgiving')",-0.0993701,-0.0334683,0.0659018
42,-1.9641047,-1.9411523,"('unreliable', 'reliable')",-1.9641047,-1.9411523,0.0229524
43,1.1317722,1.0660309,"('irresponsible', 'responsible')",1.1317722,1.0660309,-0.0657413
44,-1.4731232,-1.4978081,"('prejudiced', 'unprejudiced')",-1.4731232,-1.4978081,-0.0246849
45,0.008161885,0.069886655,"('incompetent', 'competent')",0.0081619,0.0698867,0.0617248
46,-0.6028851,-0.61162645,"('uncompetitive', 'competitive')",-0.6028851,-0.6116264,-0.0087413
47,5.1622696,5.340589,"('stupid', 'smart')",5.1622696,5.340589,0.1783194
48,0.7113659,0.51540244,"('unintelligent', 'intelligent')",0.7113659,0.5154024,-0.1959635
49,0.45399588,0.5964669,"('unable', 'able')",0.4539959,0.5964669,0.142471
50,0.44138673,0.4199414,"('clumsy', 'skillful')",0.4413867,0.4199414,-0.0214453
51,0.39688742,0.4100122,"('uneducated', 'educated')",0.3968874,0.4100122,0.0131248
52,-0.09280059,-0.12877284,"('irrational', 'rational')",-0.0928006,-0.1287728,-0.0359722
53,0.51446086,0.4462028,"('uncreative', 'creative')",0.5144609,0.4462028,-0.0682581
54,1.5517269,1.7027148,"('incapable', 'capable')",1.5517269,1.7027148,0.1509879
55,0.49054348,0.43010265,"('incompetent', 'clever')",0.4905435,0.4301026,-0.0604409
56,0.7394178,0.7699938,"('impractical', 'practical')",0.7394178,0.7699938,0.030576
57,-2.6953816,-2.639534,"('unimaginative', 'imaginative')",-2.6953816,-2.639534,0.0558476
58,-0.21180257,-0.2165205,"('undiscriminating', 'discriminating')",-0.2118026,-0.2165205,-0.0047179
59,0.35513103,0.44830233,"('foolish', 'wise')",0.355131,0.4483023,0.0931713
60,0.4342656,0.39130688,"('inefficient', 'efficient')",0.4342656,0.3913069,-0.0429587
61,0.17722663,-0.0007227659,"('illogical', 'logical')",0.1772266,-0.0007228,-0.1779494
62,1.2249184,1.2327262,"('incompetent', 'brilliant')",1.2249184,1.2327262,0.0078078
63,0.6458928,0.6639997,"('unperceptive', 'insightful')",0.6458928,0.6639997,0.0181069
64,-6.3058114,-6.174516,"('shy', 'confident')",-6.3058114,-6.1745162,0.1312952
65,0.34442496,0.33984977,"('insecure', 'secure')",0.344425,0.3398498,-0.0045752
66,0.036116093,0.0946465,"('inactive', 'active')",0.0361161,0.0946465,0.0585304
67,-0.8029614,-0.64979607,"('doubtful', 'determined')",-0.8029614,-0.6497961,0.1531653
68,-0.6070446,-0.6077153,"('dependent', 'independent')",-0.6070446,-0.6077153,-0.0006707
69,-1.362403,-1.2776016,"('lazy', 'industrious')",-1.362403,-1.2776016,0.0848014
70,1.211311,1.1930783,"('lethargic', 'energetic')",1.211311,1.1930783,-0.0182327
71,0.76281404,0.81290734,"('diffident', 'self-confident')",0.762814,0.8129073,0.0500933
72,0.62227947,0.6642778,"('unambitious', 'ambitious')",0.6222795,0.6642778,0.0419983
73,-2.8439567,-2.8266866,"('helpless', 'self-reliant')",-2.8439567,-2.8266866,0.0172701
74,0.044295847,-0.069597386,"('undedicated', 'dedicated')",0.0442958,-0.0695974,-0.1138932
75,-0.47236443,-0.30423895,"('meek', 'impulsive')",-0.4723644,-0.3042389,0.1681255
76,0.66182864,0.5997,"('anxious', 'daring')",0.6618286,0.5997,-0.0621286
77,-1.2303321,-1.1457697,"('unmotivated', 'motivated')",-1.2303321,-1.1457697,0.0845624
78,-0.40677306,-0.52081496,"('nonresilient', 'resilient')",-0.4067731,-0.520815,-0.1140419
79,0.049194865,0.11665408,"('wavering', 'unwavering')",0.0491949,0.1166541,0.0674592
80,-0.48176685,-0.44749984,"('dominated', 'dominating')",-0.4817668,-0.4474998,0.034267
81,-0.063020974,0.010664083,"('submissive', 'aggressive')",-0.063021,0.0106641,0.0736851
82,7.071575,7.100391,"('poor', 'rich')",7.0715752,7.1003909,0.0288157
83,-0.6275406,-0.57042265,"('powerless', 'powerful')",-0.6275406,-0.5704226,0.057118
84,0.04502684,0.12839942,"('inferior', 'superior')",0.0450268,0.1283994,0.0833726
85,-0.66330904,-0.7600688,"('insignificant', 'prestigious')",-0.663309,-0.7600688,-0.0967598
86,0.21607578,0.31723464,"('uninfluential', 'influential')",0.2160758,0.3172346,0.1011588
87,0.25541288,0.3639035,"('unsuccessful', 'successful')",0.2554129,0.3639035,0.1084906
88,0.47308126,0.4237947,"('low', 'eminent')",0.4730813,0.4237947,-0.0492866
